Time,Displacement,Force,Work
3566.6040,9.00,0.01,0.09
3566.6540,9.00,0.01,0.09
3566.7041,9.00,0.01,0.09
3566.7541,11.00,0.01,0.11
3566.8041,10.00,0.01,0.10
3566.8542,9.00,0.01,0.09
3566.9042,7.00,0.01,0.07
3566.9543,10.00,0.01,0.10
3567.0043,9.00,0.01,0.09
3567.0544,10.00,0.01,0.10
3567.1044,8.00,0.01,0.08
3567.1545,9.00,0.01,0.09
3567.2045,6.00,0.01,0.06
3567.2546,8.00,0.01,0.08
3567.3046,8.00,0.01,0.08
3567.3547,9.00,0.01,0.09
3567.4047,9.00,0.01,0.09
3567.4548,8.00,0.01,0.08
3567.5048,9.00,0.01,0.09
3567.5549,8.00,0.01,0.08
3567.6049,8.00,0.01,0.08
3567.6550,10.00,0.01,0.10
3567.7050,8.00,0.01,0.08
3567.7551,6.00,0.01,0.06
3567.8051,8.00,0.01,0.08
3567.8552,9.00,0.01,0.09
3567.9052,9.00,0.01,0.09
3567.9553,7.00,0.01,0.07
3568.0053,8.00,0.01,0.08
3568.0554,8.00,0.01,0.08
3568.1054,8.00,0.01,0.08
3568.1555,9.00,0.01,0.09
3568.2055,8.00,0.01,0.08
3568.2556,9.00,0.01,0.09
3568.3056,7.00,0.01,0.07
3568.3557,8.00,0.01,0.08
3568.4057,8.00,0.01,0.08
3568.4558,10.00,0.01,0.10
3568.5058,8.00,0.01,0.08
3568.5559,8.00,0.01,0.08
3568.6059,7.00,0.01,0.07
3568.6560,8.00,0.01,0.08
3568.7060,10.00,0.01,0.10
3568.7561,7.00,0.01,0.07
3568.8061,8.00,0.01,0.08
3568.8562,9.00,0.01,0.09
3568.9062,9.00,0.01,0.09
3568.9562,9.00,0.01,0.09
3569.0063,12.00,0.01,0.12
3569.0563,11.00,0.01,0.11
3569.1064,12.00,0.01,0.12
3569.1564,11.00,0.01,0.11
3569.2065,11.00,0.01,0.11
3569.2565,12.00,0.01,0.12
3569.3066,10.00,0.01,0.10
3569.3566,9.00,0.01,0.09
3569.4067,9.00,0.01,0.09
3569.4567,9.00,0.01,0.09
3569.5068,7.00,0.01,0.07
3569.5568,10.00,0.01,0.10
3569.6069,9.00,0.01,0.09
3569.6569,9.00,0.01,0.09
3569.7070,10.00,0.01,0.10
3569.7570,9.00,0.01,0.09
3569.8071,9.00,0.01,0.09
3569.8571,9.00,0.01,0.09
3569.9072,8.00,0.01,0.08
3569.9572,9.00,0.01,0.09
3570.0073,8.00,0.01,0.08
3570.0573,7.00,0.01,0.07
3570.1074,7.00,0.01,0.07
3570.1574,8.00,0.01,0.08
3570.2075,9.00,0.01,0.09
3570.2575,9.00,0.01,0.09
3570.3076,6.00,0.01,0.06
3570.3576,6.00,0.01,0.06
3570.4077,7.00,0.01,0.07
3570.4577,8.00,0.01,0.08
3570.5078,7.00,0.01,0.07
3570.5578,7.00,0.01,0.07
3570.6079,8.00,0.01,0.08
3570.6579,5.00,0.01,0.05
3570.7080,9.00,0.01,0.09
3570.7580,10.00,0.01,0.10
3570.8081,8.00,0.01,0.08
3570.8581,8.00,0.01,0.08
3570.9082,7.00,0.01,0.07
3570.9582,6.00,0.01,0.06
3571.0083,6.00,0.01,0.06
3571.0583,6.00,0.01,0.06
3571.1083,6.00,0.01,0.06
3571.1584,7.00,0.01,0.07
3571.2084,8.00,0.01,0.08
3571.2585,5.00,0.01,0.05
3571.3085,6.00,0.01,0.06
3571.3586,8.00,0.01,0.08
3571.4086,5.00,0.01,0.05
3571.4587,7.00,0.01,0.07
3571.5087,8.00,0.01,0.08
3571.5588,5.00,0.01,0.05
3571.6088,6.00,0.01,0.06
3571.6589,7.00,0.01,0.07
3571.7089,8.00,0.01,0.08
3571.7590,10.00,0.01,0.10
3571.8090,9.00,0.01,0.09
3571.8591,9.00,0.01,0.09
3571.9091,9.00,0.01,0.09
3571.9592,9.00,0.01,0.09
3572.0092,9.00,0.01,0.09
3572.0593,7.00,0.01,0.07
3572.1093,9.00,0.01,0.09
3572.1594,11.00,0.01,0.11
3572.2094,9.00,0.01,0.09
3572.2595,9.00,0.01,0.09
3572.3095,9.00,0.01,0.09
3572.3596,6.00,0.01,0.06
3572.4096,9.00,0.01,0.09
3572.4597,6.00,0.01,0.06
3572.5097,9.00,0.01,0.09
3572.5598,9.00,0.01,0.09
3572.6098,7.00,0.01,0.07
3572.6599,12.00,0.01,0.12
3572.7099,9.00,0.01,0.09
3572.7600,8.00,0.01,0.08
3572.8100,9.00,0.01,0.09
3572.8601,8.00,0.01,0.08
3572.9101,7.00,0.01,0.07
3572.9602,7.00,0.01,0.07
3573.0102,8.00,0.01,0.08
3573.0603,7.00,0.01,0.07
3573.1103,8.00,0.01,0.08
3573.1604,12.00,0.01,0.12
3573.2104,8.00,0.01,0.08
3573.2604,8.00,0.01,0.08
3573.3105,10.00,0.01,0.10
3573.3605,8.00,0.01,0.08
3573.4106,9.00,0.01,0.09
3573.4606,9.00,0.01,0.09
3573.5107,7.00,0.01,0.07
3573.5607,7.00,0.01,0.07
3573.6108,8.00,0.01,0.08
3573.6608,7.00,0.01,0.07
3573.7109,8.00,0.01,0.08
3573.7609,9.00,0.01,0.09
3573.8110,11.00,0.01,0.11
3573.8610,10.00,0.01,0.10
3573.9111,10.00,0.01,0.10
3573.9611,13.00,0.01,0.13
3574.0112,9.00,0.01,0.09
3574.0612,10.00,0.01,0.10
3574.1113,11.00,0.01,0.11
3574.1613,9.00,0.01,0.09
3574.2114,9.00,0.01,0.09
3574.2614,9.00,0.01,0.09
3574.3115,11.00,0.01,0.11
3574.3615,10.00,0.01,0.10
3574.4116,9.00,0.01,0.09
3574.4616,8.00,0.01,0.08
3574.5117,10.00,0.01,0.10
3574.5617,10.00,0.01,0.10
3574.6118,10.00,0.01,0.10
3574.6618,9.00,0.01,0.09
3574.7119,10.00,0.01,0.10
3574.7619,8.00,0.01,0.08
3574.8120,6.00,0.01,0.06
3574.8620,8.00,0.01,0.08
3574.9121,8.00,0.01,0.08
3574.9621,9.00,0.01,0.09
3575.0122,8.00,0.01,0.08
3575.0622,8.00,0.01,0.08
3575.1123,10.00,0.01,0.10
3575.1623,8.00,0.01,0.08
3575.2124,7.00,0.01,0.07
3575.2624,6.00,0.01,0.06
3575.3125,9.00,0.01,0.09
3575.3625,8.00,0.01,0.08
3575.4125,7.00,0.01,0.07
3575.4626,9.00,0.01,0.09
3575.5126,8.00,0.01,0.08
3575.5627,6.00,0.01,0.06
3575.6127,8.00,0.01,0.08
3575.6628,10.00,0.01,0.10
3575.7128,8.00,0.01,0.08
3575.7629,8.00,0.01,0.08
3575.8129,10.00,0.01,0.10
3575.8630,8.00,0.01,0.08
3575.9130,9.00,0.01,0.09
3575.9631,7.00,0.01,0.07
3576.0131,7.00,0.01,0.07
3576.0632,9.00,0.01,0.09
3576.1132,10.00,0.01,0.10
3576.1633,9.00,0.01,0.09
3576.2133,8.00,0.01,0.08
3576.2634,7.00,0.01,0.07
3576.3134,10.00,0.01,0.10
3576.3635,9.00,0.01,0.09
3576.4135,7.00,0.01,0.07
3576.4636,9.00,0.01,0.09
3576.5136,7.00,0.01,0.07
3576.5637,8.00,0.01,0.08
3576.6137,9.00,0.01,0.09
3576.6638,7.00,0.01,0.07
3576.7138,7.00,0.01,0.07
3576.7639,10.00,0.01,0.10
3576.8139,8.00,0.01,0.08
3576.8640,8.00,0.01,0.08
3576.9140,8.00,0.01,0.08
3576.9641,6.00,0.01,0.06
3577.0141,8.00,0.01,0.08
3577.0642,7.00,0.01,0.07
3577.1142,8.00,0.01,0.08
3577.1643,8.00,0.01,0.08
3577.2143,6.00,0.01,0.06
3577.2644,8.00,0.01,0.08
3577.3144,10.00,0.01,0.10
3577.3645,8.00,0.01,0.08
3577.4145,7.00,0.01,0.07
3577.4645,9.00,0.01,0.09
3577.5146,7.00,0.01,0.07
3577.5646,8.00,0.01,0.08
3577.6147,9.00,0.01,0.09
3577.6647,9.00,0.01,0.09
3577.7148,9.00,0.01,0.09
3577.7648,12.00,0.01,0.12
3577.8149,9.00,0.01,0.09
3577.8649,10.00,0.01,0.10
3577.9150,9.00,0.01,0.09
3577.9650,10.00,0.01,0.10
3578.0151,9.00,0.01,0.09
3578.0651,8.00,0.01,0.08
3578.1152,9.00,0.01,0.09
3578.1652,8.00,0.01,0.08
3578.2153,9.00,0.01,0.09
3578.2653,8.00,0.01,0.08
3578.3154,7.00,0.01,0.07
3578.3654,5.00,0.01,0.05
3578.4155,7.00,0.01,0.07
3578.4655,9.00,0.01,0.09
3578.5156,6.00,0.01,0.06
3578.5656,5.00,0.01,0.05
3578.6157,8.00,0.01,0.08
3578.6657,6.00,0.01,0.06
3578.7158,8.00,0.01,0.08
3578.7658,8.00,0.01,0.08
3578.8159,7.00,0.01,0.07
3578.8659,7.00,0.01,0.07
3578.9160,8.00,0.01,0.08
3578.9660,9.00,0.01,0.09
3579.0161,10.00,0.01,0.10
3579.0661,6.00,0.01,0.06
3579.1162,9.00,0.01,0.09
3579.1662,8.00,0.01,0.08
3579.2163,8.00,0.01,0.08
3579.2663,7.00,0.01,0.07
3579.3164,8.00,0.01,0.08
3579.3664,11.00,0.01,0.11
3579.4165,8.00,0.01,0.08
3579.4665,12.00,0.01,0.12
3579.5166,11.00,0.01,0.11
3579.5666,11.00,0.01,0.11
3579.6166,9.00,0.01,0.09
3579.6667,11.00,0.01,0.11
3579.7167,9.00,0.01,0.09
3579.7668,10.00,0.01,0.10
3579.8168,10.00,0.01,0.10
3579.8669,10.00,0.01,0.10
3579.9169,9.00,0.01,0.09
3579.9670,10.00,0.01,0.10
3580.0170,11.00,0.01,0.11
3580.0671,10.00,0.01,0.10
3580.1171,11.00,0.01,0.11
3580.1672,10.00,0.01,0.10
3580.2172,9.00,0.01,0.09
3580.2673,9.00,0.01,0.09
3580.3173,11.00,0.01,0.11
3580.3674,6.00,0.01,0.06
3580.4174,9.00,0.01,0.09
3580.4675,8.00,0.01,0.08
3580.5175,6.00,0.01,0.06
3580.5676,9.00,0.01,0.09
3580.6176,8.00,0.01,0.08
3580.6677,10.00,0.01,0.10
3580.7177,11.00,0.01,0.11
3580.7678,9.00,0.01,0.09
3580.8178,11.00,0.01,0.11
3580.8679,8.00,0.01,0.08
3580.9179,8.00,0.01,0.08
3580.9680,9.00,0.01,0.09
3581.0180,8.00,0.01,0.08
3581.0681,8.00,0.01,0.08
3581.1181,9.00,0.01,0.09
3581.1682,9.00,0.01,0.09
3581.2182,10.00,0.01,0.10
3581.2683,9.00,0.01,0.09
3581.3183,11.00,0.01,0.11
3581.3684,10.00,0.01,0.10
3581.4184,9.00,0.01,0.09
3581.4685,9.00,0.01,0.09
3581.5185,11.00,0.01,0.11
3581.5686,11.00,0.01,0.11
3581.6186,10.00,0.01,0.10
3581.6687,9.00,0.01,0.09
3581.7187,8.00,0.01,0.08
3581.7687,8.00,0.01,0.08
3581.8188,8.00,0.01,0.08
3581.8688,8.00,0.01,0.08
3581.9189,8.00,0.01,0.08
3581.9689,10.00,0.01,0.10
3582.0190,10.00,0.01,0.10
3582.0690,11.00,0.01,0.11
3582.1191,10.00,0.01,0.10
3582.1691,9.00,0.01,0.09
3582.2192,10.00,0.01,0.10
3582.2692,8.00,0.01,0.08
3582.3193,9.00,0.01,0.09
3582.3693,10.00,0.01,0.10
3582.4194,10.00,0.01,0.10
3582.4694,9.00,0.01,0.09
3582.5195,9.00,0.01,0.09
3582.5695,7.00,0.01,0.07
3582.6196,10.00,0.01,0.10
3582.6696,9.00,0.01,0.09
3582.7197,8.00,0.01,0.08
3582.7697,8.00,0.01,0.08
3582.8198,9.00,0.01,0.09
3582.8698,8.00,0.01,0.08
3582.9199,10.00,0.01,0.10
3582.9699,11.00,0.01,0.11
3583.0200,12.00,0.01,0.12
3583.0700,8.00,0.01,0.08
3583.1201,8.00,0.01,0.08
3583.1701,8.00,0.01,0.08
3583.2202,8.00,0.01,0.08
3583.2702,9.00,0.01,0.09
3583.3203,6.00,0.01,0.06
3583.3703,10.00,0.01,0.10
3583.4204,8.00,0.01,0.08
3583.4704,8.00,0.01,0.08
3583.5205,5.00,0.01,0.05
3583.5705,6.00,0.01,0.06
3583.6206,9.00,0.01,0.09
3583.6706,8.00,0.01,0.08
3583.7207,9.00,0.01,0.09
3583.7707,7.00,0.01,0.07
3583.8208,11.00,0.01,0.11
3583.8708,10.00,0.01,0.10
3583.9208,9.00,0.01,0.09
3583.9709,9.00,0.01,0.09
3584.0209,9.00,0.01,0.09
3584.0710,10.00,0.01,0.10
3584.1210,9.00,0.01,0.09
3584.1711,9.00,0.01,0.09
3584.2211,9.00,0.01,0.09
3584.2712,7.00,0.01,0.07
3584.3212,7.00,0.01,0.07
3584.3713,11.00,0.01,0.11
3584.4213,10.00,0.01,0.10
3584.4714,11.00,0.01,0.11
3584.5214,10.00,0.01,0.10
3584.5715,10.00,0.01,0.10
3584.6215,9.00,0.01,0.09
3584.6716,9.00,0.01,0.09
3584.7216,8.00,0.01,0.08
3584.7717,8.00,0.01,0.08
3584.8217,9.00,0.01,0.09
3584.8718,6.00,0.01,0.06
3584.9218,9.00,0.01,0.09
3584.9719,8.00,0.01,0.08
3585.0219,7.00,0.01,0.07
3585.0720,9.00,0.01,0.09
3585.1220,8.00,0.01,0.08
3585.1721,7.00,0.01,0.07
3585.2221,8.00,0.01,0.08
3585.2722,6.00,0.01,0.06
3585.3222,6.00,0.01,0.06
3585.3723,7.00,0.01,0.07
3585.4223,11.00,0.01,0.11
3585.4724,7.00,0.01,0.07
3585.5224,9.00,0.01,0.09
3585.5725,10.00,0.01,0.10
3585.6225,9.00,0.01,0.09
3585.6726,10.00,0.01,0.10
3585.7226,9.00,0.01,0.09
3585.7727,10.00,0.01,0.10
3585.8227,9.00,0.01,0.09
3585.8728,8.00,0.01,0.08
3585.9228,8.00,0.01,0.08
3585.9729,10.00,0.01,0.10
3586.0229,11.00,0.01,0.11
3586.0729,9.00,0.01,0.09
3586.1230,8.00,0.01,0.08
3586.1730,9.00,0.01,0.09
3586.2231,6.00,0.01,0.06
3586.2731,8.00,0.01,0.08
3586.3232,7.00,0.01,0.07
3586.3732,8.00,0.01,0.08
3586.4233,10.00,0.01,0.10
3586.4733,8.00,0.01,0.08
3586.5234,6.00,0.01,0.06
3586.5734,9.00,0.01,0.09
3586.6235,9.00,0.01,0.09
3586.6735,7.00,0.01,0.07
3586.7236,9.00,0.01,0.09
3586.7736,11.00,0.01,0.11
3586.8237,9.00,0.01,0.09
3586.8737,11.00,0.01,0.11
3586.9238,10.00,0.01,0.10
3586.9738,11.00,0.01,0.11
3587.0239,11.00,0.01,0.11
3587.0739,10.00,0.01,0.10
3587.1240,10.00,0.01,0.10
3587.1740,10.00,0.01,0.10
3587.2241,12.00,0.01,0.12
3587.2741,12.00,0.01,0.12
3587.3242,12.00,0.01,0.12
3587.3742,11.00,0.01,0.11
3587.4243,11.00,0.01,0.11
3587.4743,9.00,0.01,0.09
3587.5244,10.00,0.01,0.10
3587.5744,11.00,0.01,0.11
3587.6245,10.00,0.01,0.10
3587.6745,9.00,0.01,0.09
3587.7246,10.00,0.01,0.10
3587.7746,10.00,0.01,0.10
3587.8247,12.00,0.01,0.12
3587.8747,12.00,0.01,0.12
3587.9248,11.00,0.01,0.11
3587.9748,11.00,0.01,0.11
3588.0249,9.00,0.01,0.09
3588.0749,9.00,0.01,0.09
3588.1250,8.00,0.01,0.08
3588.1750,7.00,0.01,0.07
3588.2250,9.00,0.01,0.09
3588.2751,9.00,0.01,0.09
3588.3251,10.00,0.01,0.10
3588.3752,9.00,0.01,0.09
3588.4252,10.00,0.01,0.10
3588.4753,7.00,0.01,0.07
3588.5253,10.00,0.01,0.10
3588.5754,7.00,0.01,0.07
3588.6254,9.00,0.01,0.09
3588.6755,9.00,0.01,0.09
3588.7255,11.00,0.01,0.11
3588.7756,9.00,0.01,0.09
3588.8256,10.00,0.01,0.10
3588.8757,9.00,0.01,0.09
3588.9257,11.00,0.01,0.11
3588.9758,9.00,0.01,0.09
3589.0258,9.00,0.01,0.09
3589.0759,10.00,0.01,0.10
3589.1259,9.00,0.01,0.09
3589.1760,8.00,0.01,0.08
3589.2260,9.00,0.01,0.09
3589.2761,8.00,0.01,0.08
3589.3261,8.00,0.01,0.08
3589.3762,9.00,0.01,0.09
3589.4262,7.00,0.01,0.07
3589.4763,8.00,0.01,0.08
3589.5263,9.00,0.01,0.09
3589.5764,10.00,0.01,0.10
3589.6264,8.00,0.01,0.08
3589.6765,9.00,0.01,0.09
3589.7265,8.00,0.01,0.08
3589.7766,8.00,0.01,0.08
3589.8266,12.00,0.01,0.12
3589.8767,9.00,0.01,0.09
3589.9267,11.00,0.01,0.11
3589.9768,11.00,0.01,0.11
3590.0268,10.00,0.01,0.10
3590.0769,9.00,0.01,0.09
3590.1269,9.00,0.01,0.09
3590.1770,10.00,0.01,0.10
3590.2270,10.00,0.01,0.10
3590.2770,9.00,0.01,0.09
3590.3271,9.00,0.01,0.09
3590.3771,9.00,0.01,0.09
3590.4272,9.00,0.01,0.09
3590.4772,10.00,0.01,0.10
3590.5273,10.00,0.01,0.10
3590.5773,11.00,0.01,0.11
3590.6274,10.00,0.01,0.10
3590.6774,10.00,0.01,0.10
3590.7275,9.00,0.01,0.09
3590.7775,7.00,0.01,0.07
3590.8276,9.00,0.01,0.09
3590.8776,11.00,0.01,0.11
3590.9277,8.00,0.01,0.08
3590.9777,8.00,0.01,0.08
3591.0278,10.00,0.01,0.10
3591.0778,6.00,0.01,0.06
3591.1279,7.00,0.01,0.07
3591.1779,9.00,0.01,0.09
3591.2280,11.00,0.01,0.11
3591.2780,4.00,0.01,0.04
3591.3281,10.00,0.01,0.10
3591.3781,8.00,0.01,0.08
3591.4282,10.00,0.01,0.10
3591.4782,8.00,0.01,0.08
3591.5283,11.00,0.01,0.11
3591.5783,9.00,0.01,0.09
3591.6284,9.00,0.01,0.09
3591.6784,11.00,0.01,0.11
3591.7285,12.00,0.01,0.12
3591.7785,10.00,0.01,0.10
3591.8286,10.00,0.01,0.10
3591.8786,9.00,0.01,0.09
3591.9287,13.00,0.01,0.13
3591.9787,10.00,0.01,0.10
3592.0288,10.00,0.01,0.10
3592.0788,9.00,0.01,0.09
3592.1289,8.00,0.01,0.08
3592.1789,9.00,0.01,0.09
3592.2290,9.00,0.01,0.09
3592.2790,9.00,0.01,0.09
3592.3291,10.00,0.01,0.10
3592.3791,10.00,0.01,0.10
3592.4291,9.00,0.01,0.09
3592.4792,6.00,0.01,0.06
3592.5292,8.00,0.01,0.08
3592.5793,8.00,0.01,0.08
3592.6293,10.00,0.01,0.10
3592.6794,9.00,0.01,0.09
3592.7294,11.00,0.01,0.11
3592.7795,11.00,0.01,0.11
3592.8295,9.00,0.01,0.09
3592.8796,11.00,0.01,0.11
3592.9296,11.00,0.01,0.11
3592.9797,10.00,0.01,0.10
3593.0297,8.00,0.01,0.08
3593.0798,8.00,0.01,0.08
3593.1298,11.00,0.01,0.11
3593.1799,8.00,0.01,0.08
3593.2299,8.00,0.01,0.08
3593.2800,10.00,0.01,0.10
3593.3300,8.00,0.01,0.08
3593.3801,8.00,0.01,0.08
3593.4301,8.00,0.01,0.08
3593.4802,10.00,0.01,0.10
3593.5302,10.00,0.01,0.10
3593.5803,10.00,0.01,0.10
3593.6303,11.00,0.01,0.11
3593.6804,9.00,0.01,0.09
3593.7304,10.00,0.01,0.10
3593.7805,11.00,0.01,0.11
3593.8305,9.00,0.01,0.09
3593.8806,9.00,0.01,0.09
3593.9306,10.00,0.01,0.10
3593.9807,10.00,0.01,0.10
3594.0307,9.00,0.01,0.09
3594.0808,8.00,0.01,0.08
3594.1308,7.00,0.01,0.07
3594.1809,8.00,0.01,0.08
3594.2309,8.00,0.01,0.08
3594.2810,7.00,0.01,0.07
3594.3310,10.00,0.01,0.10
3594.3811,12.00,0.01,0.12
3594.4311,7.00,0.01,0.07
3594.4812,7.00,0.01,0.07
3594.5312,9.00,0.01,0.09
3594.5812,9.00,0.01,0.09
3594.6313,8.00,0.01,0.08
3594.6813,10.00,0.01,0.10
3594.7314,8.00,0.01,0.08
3594.7814,10.00,0.01,0.10
3594.8315,10.00,0.01,0.10
3594.8815,10.00,0.01,0.10
3594.9316,10.00,0.01,0.10
3594.9816,10.00,0.01,0.10
3595.0317,9.00,0.01,0.09
3595.0817,7.00,0.01,0.07
3595.1318,8.00,0.01,0.08
3595.1818,9.00,0.01,0.09
3595.2319,7.00,0.01,0.07
3595.2819,8.00,0.01,0.08
3595.3320,8.00,0.01,0.08
3595.3820,10.00,0.01,0.10
3595.4321,11.00,0.01,0.11
3595.4821,10.00,0.01,0.10
3595.5322,10.00,0.01,0.10
3595.5822,10.00,0.01,0.10
3595.6323,6.00,0.01,0.06
3595.6823,6.00,0.01,0.06
3595.7324,5.00,0.01,0.05
3595.7824,2.00,0.01,0.02
3595.8325,6.00,0.01,0.06
3595.8825,6.00,0.01,0.06
3595.9326,5.00,0.01,0.05
3595.9826,6.00,0.01,0.06
3596.0327,6.00,0.01,0.06
3596.0827,7.00,0.01,0.07
3596.1328,5.00,0.01,0.05
3596.1828,8.00,0.01,0.08
3596.2329,7.00,0.01,0.07
3596.2829,7.00,0.01,0.07
3596.3330,7.00,0.01,0.07
3596.3830,5.00,0.01,0.05
3596.4331,6.00,0.01,0.06
3596.4831,6.00,0.01,0.06
3596.5332,8.00,0.01,0.08
3596.5832,6.00,0.01,0.06
3596.6333,9.00,0.01,0.09
3596.6833,10.00,0.01,0.10
3596.7333,9.00,0.01,0.09
3596.7834,10.00,0.01,0.10
3596.8334,9.00,0.01,0.09
3596.8835,10.00,0.01,0.10
3596.9335,5.00,0.01,0.05
3596.9836,9.00,0.01,0.09
3597.0336,7.00,0.01,0.07
3597.0837,5.00,0.01,0.05
3597.1337,8.00,0.01,0.08
3597.1838,7.00,0.01,0.07
3597.2338,7.00,0.01,0.07
3597.2839,8.00,0.01,0.08
3597.3339,6.00,0.01,0.06
3597.3840,7.00,0.01,0.07
3597.4340,7.00,0.01,0.07
3597.4841,9.00,0.01,0.09
3597.5341,10.00,0.01,0.10
3597.5842,6.00,0.01,0.06
3597.6342,9.00,0.01,0.09
3597.6843,7.00,0.01,0.07
3597.7343,7.00,0.01,0.07
3597.7844,8.00,0.01,0.08
3597.8344,8.00,0.01,0.08
3597.8845,9.00,0.01,0.09
3597.9345,7.00,0.01,0.07
3597.9846,8.00,0.01,0.08
3598.0346,9.00,0.01,0.09
3598.0847,8.00,0.01,0.08
3598.1347,6.00,0.01,0.06
3598.1848,8.00,0.01,0.08
3598.2348,9.00,0.01,0.09
3598.2849,7.00,0.01,0.07
3598.3349,9.00,0.01,0.09
3598.3850,8.00,0.01,0.08
3598.4350,11.00,0.01,0.11
3598.4851,8.00,0.01,0.08
3598.5351,8.00,0.01,0.08
3598.5852,10.00,0.01,0.10
3598.6352,8.00,0.01,0.08
3598.6853,6.00,0.01,0.06
3598.7353,9.00,0.01,0.09
3598.7854,8.00,0.01,0.08
3598.8354,9.00,0.01,0.09
3598.8854,8.00,0.01,0.08
3598.9355,6.00,0.01,0.06
3598.9855,8.00,0.01,0.08
3599.0356,9.00,0.01,0.09
3599.0856,8.00,0.01,0.08
3599.1357,8.00,0.01,0.08
3599.1857,6.00,0.01,0.06
3599.2358,8.00,0.01,0.08
3599.2858,7.00,0.01,0.07
3599.3359,8.00,0.01,0.08
3599.3859,7.00,0.01,0.07
3599.4360,7.00,0.01,0.07
3599.4860,10.00,0.01,0.10
3599.5361,8.00,0.01,0.08
3599.5861,6.00,0.01,0.06
3599.6362,8.00,0.01,0.08
3599.6862,6.00,0.01,0.06
3599.7363,6.00,0.01,0.06
3599.7863,8.00,0.01,0.08
3599.8364,9.00,0.01,0.09
3599.8864,8.00,0.01,0.08
3599.9365,9.00,0.01,0.09
3599.9865,9.00,0.01,0.09
3600.0366,7.00,0.01,0.07
3600.0866,11.00,0.01,0.11
3600.1367,9.00,0.01,0.09
3600.1867,10.00,0.01,0.10
3600.2368,9.00,0.01,0.09
3600.2868,9.00,0.01,0.09
3600.3369,10.00,0.01,0.10
3600.3869,10.00,0.01,0.10
3600.4370,9.00,0.01,0.09
3600.4870,12.00,0.01,0.12
3600.5371,10.00,0.01,0.10
3600.5871,11.00,0.01,0.11
3600.6372,10.00,0.01,0.10
3600.6872,10.00,0.01,0.10
3600.7373,10.00,0.01,0.10
3600.7873,11.00,0.01,0.11
3600.8374,10.00,0.01,0.10
3600.8874,9.00,0.01,0.09
3600.9375,11.00,0.01,0.11
3600.9875,11.00,0.01,0.11
3601.0375,12.00,0.01,0.12
3601.0876,9.00,0.01,0.09
3601.1376,10.00,0.01,0.10
3601.1877,9.00,0.01,0.09
3601.2377,9.00,0.01,0.09
3601.2878,12.00,0.01,0.12
3601.3378,10.00,0.01,0.10
3601.3879,10.00,0.01,0.10
3601.4379,9.00,0.01,0.09
3601.4880,13.00,0.01,0.13
3601.5380,12.00,0.01,0.12
3601.5881,12.00,0.01,0.12
3601.6381,13.00,0.01,0.13
3601.6882,13.00,0.01,0.13
3601.7382,12.00,0.01,0.12
3601.7883,11.00,0.01,0.11
3601.8383,12.00,0.01,0.12
3601.8884,11.00,0.01,0.11
3601.9384,13.00,0.01,0.13
3601.9885,11.00,0.01,0.11
3602.0385,10.00,0.01,0.10
3602.0886,11.00,0.01,0.11
3602.1386,10.00,0.01,0.10
3602.1887,11.00,0.01,0.11
3602.2387,13.00,0.01,0.13
3602.2888,11.00,0.01,0.11
3602.3388,10.00,0.01,0.10
3602.3889,12.00,0.01,0.12
3602.4389,11.00,0.01,0.11
3602.4890,13.00,0.01,0.13
3602.5390,12.00,0.01,0.12
3602.5891,11.00,0.01,0.11
3602.6391,10.00,0.01,0.10
3602.6892,12.00,0.01,0.12
3602.7392,11.00,0.01,0.11
3602.7893,9.00,0.01,0.09
3602.8393,13.00,0.01,0.13
3602.8894,10.00,0.01,0.10
3602.9394,10.00,0.01,0.10
3602.9895,10.00,0.01,0.10
3603.0395,10.00,0.01,0.10
3603.0895,11.00,0.01,0.11
3603.1396,12.00,0.01,0.12
3603.1896,11.00,0.01,0.11
3603.2397,12.00,0.01,0.12
3603.2897,11.00,0.01,0.11
3603.3398,11.00,0.01,0.11
3603.3898,8.00,0.01,0.08
3603.4399,11.00,0.01,0.11
3603.4899,12.00,0.01,0.12
3603.5400,10.00,0.01,0.10
3603.5900,7.00,0.01,0.07
3603.6401,10.00,0.01,0.10
3603.6901,10.00,0.01,0.10
3603.7402,10.00,0.01,0.10
3603.7902,11.00,0.01,0.11
3603.8403,12.00,0.01,0.12
3603.8903,13.00,0.01,0.13
3603.9404,12.00,0.01,0.12
3603.9904,10.00,0.01,0.10
3604.0405,11.00,0.01,0.11
3604.0905,10.00,0.01,0.10
3604.1406,10.00,0.01,0.10
3604.1906,10.00,0.01,0.10
3604.2407,10.00,0.01,0.10
3604.2907,11.00,0.01,0.11
3604.3408,10.00,0.01,0.10
3604.3908,9.00,0.01,0.09
3604.4409,9.00,0.01,0.09
3604.4909,10.00,0.01,0.10
3604.5410,10.00,0.01,0.10
3604.5910,12.00,0.01,0.12
3604.6411,11.00,0.01,0.11
3604.6911,10.00,0.01,0.10
3604.7412,12.00,0.01,0.12
3604.7912,9.00,0.01,0.09
3604.8413,12.00,0.01,0.12
3604.8913,9.00,0.01,0.09
3604.9414,9.00,0.01,0.09
3604.9914,11.00,0.01,0.11
3605.0415,10.00,0.01,0.10
3605.0915,9.00,0.01,0.09
3605.1416,8.00,0.01,0.08
3605.1916,11.00,0.01,0.11
3605.2416,10.00,0.01,0.10
3605.2917,10.00,0.01,0.10
3605.3417,11.00,0.01,0.11
3605.3918,8.00,0.01,0.08
3605.4418,7.00,0.01,0.07
