Time,Displacement,Force,Work
850.6159,3.00,0.01,0.03
850.6658,3.00,0.01,0.03
850.7158,2.00,0.01,0.02
850.7658,3.00,0.01,0.03
850.8158,1.00,0.01,0.01
850.8658,1.00,0.01,0.01
850.9158,2.00,0.01,0.02
850.9658,1.00,0.01,0.01
851.0158,2.00,0.01,0.02
851.0657,2.00,0.01,0.02
851.1157,3.00,0.01,0.03
851.1657,4.00,0.01,0.04
851.2157,5.00,0.01,0.05
851.2657,2.00,0.01,0.02
851.3157,2.00,0.01,0.02
851.3657,4.00,0.01,0.04
851.4157,4.00,0.01,0.04
851.4656,4.00,0.01,0.04
851.5156,6.00,0.01,0.06
851.5656,4.00,0.01,0.04
851.6156,2.00,0.01,0.02
851.6656,2.00,0.01,0.02
851.7156,4.00,0.01,0.04
851.7656,5.00,0.01,0.05
851.8156,3.00,0.01,0.03
851.8656,4.00,0.01,0.04
851.9155,5.00,0.01,0.05
851.9655,3.00,0.01,0.03
852.0155,0.00,0.01,0.00
852.0655,6.00,0.01,0.06
852.1155,4.00,0.01,0.04
852.1655,4.00,0.01,0.04
852.2155,3.00,0.01,0.03
852.2655,3.00,0.01,0.03
852.3154,3.00,0.01,0.03
852.3654,3.00,0.01,0.03
852.4154,2.00,0.01,0.02
852.4654,2.00,0.01,0.02
852.5154,2.00,0.01,0.02
852.5654,3.00,0.01,0.03
852.6154,3.00,0.01,0.03
852.6654,5.00,0.01,0.05
852.7153,6.00,0.01,0.06
852.7653,5.00,0.01,0.05
852.8153,6.00,0.01,0.06
852.8653,5.00,0.01,0.05
852.9153,7.00,0.01,0.07
852.9653,7.00,0.01,0.07
853.0153,6.00,0.01,0.06
853.0653,4.00,0.01,0.04
853.1152,4.00,0.01,0.04
853.1652,5.00,0.01,0.05
853.2152,5.00,0.01,0.05
853.2652,4.00,0.01,0.04
853.3152,4.00,0.01,0.04
853.3652,4.00,0.01,0.04
853.4152,4.00,0.01,0.04
853.4652,5.00,0.01,0.05
853.5151,4.00,0.01,0.04
853.5651,4.00,0.01,0.04
853.6151,5.00,0.01,0.05
853.6651,3.00,0.01,0.03
853.7151,7.00,0.01,0.07
853.7651,5.00,0.01,0.05
853.8151,6.00,0.01,0.06
853.8651,3.00,0.01,0.03
853.9151,6.00,0.01,0.06
853.9650,3.00,0.01,0.03
854.0150,4.00,0.01,0.04
854.0650,4.00,0.01,0.04
854.1150,4.00,0.01,0.04
854.1650,5.00,0.01,0.05
854.2150,5.00,0.01,0.05
854.2650,5.00,0.01,0.05
854.3150,5.00,0.01,0.05
854.3649,4.00,0.01,0.04
854.4149,3.00,0.01,0.03
854.4649,4.00,0.01,0.04
854.5149,6.00,0.01,0.06
854.5649,6.00,0.01,0.06
854.6149,4.00,0.01,0.04
854.6649,4.00,0.01,0.04
854.7149,2.00,0.01,0.02
854.7648,2.00,0.01,0.02
854.8148,3.00,0.01,0.03
854.8648,2.00,0.01,0.02
854.9148,5.00,0.01,0.05
854.9648,2.00,0.01,0.02
855.0148,3.00,0.01,0.03
855.0648,2.00,0.01,0.02
855.1148,4.00,0.01,0.04
855.1647,4.00,0.01,0.04
855.2147,5.00,0.01,0.05
855.2647,6.00,0.01,0.06
855.3147,5.00,0.01,0.05
855.3647,6.00,0.01,0.06
855.4147,5.00,0.01,0.05
855.4647,4.00,0.01,0.04
855.5147,3.00,0.01,0.03
855.5646,4.00,0.01,0.04
855.6146,3.00,0.01,0.03
855.6646,2.00,0.01,0.02
855.7146,4.00,0.01,0.04
855.7646,5.00,0.01,0.05
855.8146,3.00,0.01,0.03
855.8646,4.00,0.01,0.04
855.9146,3.00,0.01,0.03
855.9645,2.00,0.01,0.02
856.0145,2.00,0.01,0.02
856.0645,1.00,0.01,0.01
856.1145,4.00,0.01,0.04
856.1645,5.00,0.01,0.05
856.2145,4.00,0.01,0.04
856.2645,4.00,0.01,0.04
856.3145,5.00,0.01,0.05
856.3645,4.00,0.01,0.04
856.4144,4.00,0.01,0.04
856.4644,4.00,0.01,0.04
856.5144,2.00,0.01,0.02
856.5644,3.00,0.01,0.03
856.6144,2.00,0.01,0.02
856.6644,4.00,0.01,0.04
856.7144,2.00,0.01,0.02
856.7644,5.00,0.01,0.05
856.8143,5.00,0.01,0.05
856.8643,6.00,0.01,0.06
856.9143,6.00,0.01,0.06
856.9643,5.00,0.01,0.05
857.0143,5.00,0.01,0.05
857.0643,6.00,0.01,0.06
857.1143,7.00,0.01,0.07
857.1643,6.00,0.01,0.06
857.2142,6.00,0.01,0.06
857.2642,5.00,0.01,0.05
857.3142,5.00,0.01,0.05
857.3642,5.00,0.01,0.05
857.4142,5.00,0.01,0.05
857.4642,6.00,0.01,0.06
857.5142,5.00,0.01,0.05
857.5642,5.00,0.01,0.05
857.6141,6.00,0.01,0.06
857.6641,6.00,0.01,0.06
857.7141,4.00,0.01,0.04
857.7641,4.00,0.01,0.04
857.8141,6.00,0.01,0.06
857.8641,5.00,0.01,0.05
857.9141,4.00,0.01,0.04
857.9641,6.00,0.01,0.06
858.0140,6.00,0.01,0.06
858.0640,2.00,0.01,0.02
858.1140,4.00,0.01,0.04
858.1640,6.00,0.01,0.06
858.2140,6.00,0.01,0.06
858.2640,5.00,0.01,0.05
858.3140,6.00,0.01,0.06
858.3640,7.00,0.01,0.07
858.4140,6.00,0.01,0.06
858.4639,8.00,0.01,0.08
858.5139,4.00,0.01,0.04
858.5639,4.00,0.01,0.04
858.6139,5.00,0.01,0.05
858.6639,8.00,0.01,0.08
858.7139,7.00,0.01,0.07
858.7639,8.00,0.01,0.08
858.8139,7.00,0.01,0.07
858.8638,5.00,0.01,0.05
858.9138,5.00,0.01,0.05
858.9638,6.00,0.01,0.06
859.0138,6.00,0.01,0.06
859.0638,5.00,0.01,0.05
859.1138,5.00,0.01,0.05
859.1638,4.00,0.01,0.04
859.2138,3.00,0.01,0.03
859.2637,9.00,0.01,0.09
859.3137,5.00,0.01,0.05
859.3637,7.00,0.01,0.07
859.4137,7.00,0.01,0.07
859.4637,5.00,0.01,0.05
859.5137,6.00,0.01,0.06
859.5637,8.00,0.01,0.08
859.6137,4.00,0.01,0.04
859.6636,7.00,0.01,0.07
859.7136,6.00,0.01,0.06
859.7636,9.00,0.01,0.09
859.8136,6.00,0.01,0.06
859.8636,4.00,0.01,0.04
859.9136,7.00,0.01,0.07
859.9636,6.00,0.01,0.06
860.0136,8.00,0.01,0.08
860.0635,7.00,0.01,0.07
860.1135,7.00,0.01,0.07
860.1635,5.00,0.01,0.05
860.2135,6.00,0.01,0.06
860.2635,4.00,0.01,0.04
860.3135,6.00,0.01,0.06
860.3635,7.00,0.01,0.07
860.4135,8.00,0.01,0.08
860.4635,7.00,0.01,0.07
860.5134,8.00,0.01,0.08
860.5634,6.00,0.01,0.06
860.6134,8.00,0.01,0.08
860.6634,8.00,0.01,0.08
860.7134,9.00,0.01,0.09
860.7634,8.00,0.01,0.08
860.8134,6.00,0.01,0.06
860.8634,7.00,0.01,0.07
860.9133,7.00,0.01,0.07
860.9633,8.00,0.01,0.08
861.0133,8.00,0.01,0.08
861.0633,11.00,0.01,0.11
861.1133,9.00,0.01,0.09
861.1633,9.00,0.01,0.09
861.2133,6.00,0.01,0.06
861.2633,8.00,0.01,0.08
861.3132,6.00,0.01,0.06
861.3632,8.00,0.01,0.08
861.4132,6.00,0.01,0.06
861.4632,7.00,0.01,0.07
861.5132,6.00,0.01,0.06
861.5632,5.00,0.01,0.05
861.6132,7.00,0.01,0.07
861.6632,8.00,0.01,0.08
861.7131,7.00,0.01,0.07
861.7631,5.00,0.01,0.05
861.8131,6.00,0.01,0.06
861.8631,4.00,0.01,0.04
861.9131,5.00,0.01,0.05
861.9631,5.00,0.01,0.05
862.0131,4.00,0.01,0.04
862.0631,9.00,0.01,0.09
862.1130,7.00,0.01,0.07
862.1630,7.00,0.01,0.07
862.2130,6.00,0.01,0.06
862.2630,7.00,0.01,0.07
862.3130,6.00,0.01,0.06
862.3630,7.00,0.01,0.07
862.4130,5.00,0.01,0.05
862.4630,8.00,0.01,0.08
862.5130,8.00,0.01,0.08
862.5629,6.00,0.01,0.06
862.6129,8.00,0.01,0.08
862.6629,5.00,0.01,0.05
862.7129,6.00,0.01,0.06
862.7629,6.00,0.01,0.06
862.8129,8.00,0.01,0.08
862.8629,8.00,0.01,0.08
862.9129,7.00,0.01,0.07
862.9628,6.00,0.01,0.06
863.0128,7.00,0.01,0.07
863.0628,7.00,0.01,0.07
863.1128,7.00,0.01,0.07
863.1628,8.00,0.01,0.08
863.2128,6.00,0.01,0.06
863.2628,7.00,0.01,0.07
863.3128,8.00,0.01,0.08
863.3627,7.00,0.01,0.07
863.4127,7.00,0.01,0.07
863.4627,6.00,0.01,0.06
863.5127,7.00,0.01,0.07
863.5627,8.00,0.01,0.08
863.6127,8.00,0.01,0.08
863.6627,8.00,0.01,0.08
863.7127,6.00,0.01,0.06
863.7626,6.00,0.01,0.06
863.8126,5.00,0.01,0.05
863.8626,4.00,0.01,0.04
863.9126,6.00,0.01,0.06
863.9626,8.00,0.01,0.08
864.0126,6.00,0.01,0.06
864.0626,6.00,0.01,0.06
864.1126,9.00,0.01,0.09
864.1625,8.00,0.01,0.08
864.2125,4.00,0.01,0.04
864.2625,6.00,0.01,0.06
864.3125,7.00,0.01,0.07
864.3625,6.00,0.01,0.06
864.4125,7.00,0.01,0.07
864.4625,7.00,0.01,0.07
864.5125,7.00,0.01,0.07
864.5625,7.00,0.01,0.07
864.6124,5.00,0.01,0.05
864.6624,6.00,0.01,0.06
864.7124,5.00,0.01,0.05
864.7624,5.00,0.01,0.05
864.8124,6.00,0.01,0.06
864.8624,4.00,0.01,0.04
864.9124,8.00,0.01,0.08
864.9624,7.00,0.01,0.07
865.0123,7.00,0.01,0.07
865.0623,8.00,0.01,0.08
865.1123,5.00,0.01,0.05
865.1623,7.00,0.01,0.07
865.2123,9.00,0.01,0.09
865.2623,7.00,0.01,0.07
865.3123,7.00,0.01,0.07
865.3623,10.00,0.01,0.10
865.4122,9.00,0.01,0.09
865.4622,11.00,0.01,0.11
865.5122,8.00,0.01,0.08
865.5622,8.00,0.01,0.08
865.6122,8.00,0.01,0.08
865.6622,7.00,0.01,0.07
865.7122,9.00,0.01,0.09
865.7622,11.00,0.01,0.11
865.8121,10.00,0.01,0.10
865.8621,9.00,0.01,0.09
865.9121,8.00,0.01,0.08
865.9621,8.00,0.01,0.08
866.0121,7.00,0.01,0.07
866.0621,9.00,0.01,0.09
866.1121,9.00,0.01,0.09
866.1621,7.00,0.01,0.07
866.2120,8.00,0.01,0.08
866.2620,7.00,0.01,0.07
866.3120,7.00,0.01,0.07
866.3620,8.00,0.01,0.08
866.4120,5.00,0.01,0.05
866.4620,9.00,0.01,0.09
866.5120,6.00,0.01,0.06
866.5620,9.00,0.01,0.09
866.6119,9.00,0.01,0.09
866.6619,9.00,0.01,0.09
866.7119,8.00,0.01,0.08
866.7619,8.00,0.01,0.08
866.8119,9.00,0.01,0.09
866.8619,9.00,0.01,0.09
866.9119,8.00,0.01,0.08
866.9619,10.00,0.01,0.10
867.0119,7.00,0.01,0.07
867.0618,9.00,0.01,0.09
867.1118,8.00,0.01,0.08
867.1618,9.00,0.01,0.09
867.2118,11.00,0.01,0.11
867.2618,6.00,0.01,0.06
867.3118,9.00,0.01,0.09
867.3618,8.00,0.01,0.08
867.4118,7.00,0.01,0.07
867.4617,8.00,0.01,0.08
867.5117,9.00,0.01,0.09
867.5617,10.00,0.01,0.10
867.6117,7.00,0.01,0.07
867.6617,10.00,0.01,0.10
867.7117,9.00,0.01,0.09
867.7617,6.00,0.01,0.06
867.8117,7.00,0.01,0.07
867.8616,7.00,0.01,0.07
867.9116,5.00,0.01,0.05
867.9616,5.00,0.01,0.05
868.0116,6.00,0.01,0.06
868.0616,8.00,0.01,0.08
868.1116,4.00,0.01,0.04
868.1616,8.00,0.01,0.08
868.2116,8.00,0.01,0.08
868.2615,8.00,0.01,0.08
868.3115,7.00,0.01,0.07
868.3615,7.00,0.01,0.07
868.4115,4.00,0.01,0.04
868.4615,7.00,0.01,0.07
868.5115,8.00,0.01,0.08
868.5615,7.00,0.01,0.07
868.6115,6.00,0.01,0.06
868.6614,9.00,0.01,0.09
868.7114,7.00,0.01,0.07
868.7614,8.00,0.01,0.08
868.8114,8.00,0.01,0.08
868.8614,6.00,0.01,0.06
868.9114,9.00,0.01,0.09
868.9614,9.00,0.01,0.09
869.0114,8.00,0.01,0.08
869.0614,7.00,0.01,0.07
869.1113,9.00,0.01,0.09
869.1613,8.00,0.01,0.08
869.2113,9.00,0.01,0.09
869.2613,9.00,0.01,0.09
869.3113,8.00,0.01,0.08
869.3613,6.00,0.01,0.06
869.4113,8.00,0.01,0.08
869.4613,6.00,0.01,0.06
869.5112,9.00,0.01,0.09
869.5612,7.00,0.01,0.07
869.6112,7.00,0.01,0.07
869.6612,7.00,0.01,0.07
869.7112,6.00,0.01,0.06
869.7612,5.00,0.01,0.05
869.8112,8.00,0.01,0.08
869.8612,9.00,0.01,0.09
869.9111,7.00,0.01,0.07
869.9611,10.00,0.01,0.10
870.0111,6.00,0.01,0.06
870.0611,6.00,0.01,0.06
870.1111,5.00,0.01,0.05
870.1611,8.00,0.01,0.08
870.2111,8.00,0.01,0.08
870.2611,9.00,0.01,0.09
870.3110,9.00,0.01,0.09
870.3610,7.00,0.01,0.07
870.4110,7.00,0.01,0.07
870.4610,9.00,0.01,0.09
870.5110,6.00,0.01,0.06
870.5610,6.00,0.01,0.06
870.6110,6.00,0.01,0.06
870.6610,4.00,0.01,0.04
870.7109,8.00,0.01,0.08
870.7609,6.00,0.01,0.06
870.8109,6.00,0.01,0.06
870.8609,4.00,0.01,0.04
870.9109,9.00,0.01,0.09
870.9609,5.00,0.01,0.05
871.0109,6.00,0.01,0.06
871.0609,6.00,0.01,0.06
871.1109,7.00,0.01,0.07
871.1608,7.00,0.01,0.07
871.2108,6.00,0.01,0.06
871.2608,5.00,0.01,0.05
871.3108,7.00,0.01,0.07
871.3608,5.00,0.01,0.05
871.4108,4.00,0.01,0.04
871.4608,6.00,0.01,0.06
871.5108,7.00,0.01,0.07
871.5607,8.00,0.01,0.08
871.6107,7.00,0.01,0.07
871.6607,6.00,0.01,0.06
871.7107,7.00,0.01,0.07
871.7607,6.00,0.01,0.06
871.8107,6.00,0.01,0.06
871.8607,6.00,0.01,0.06
871.9107,7.00,0.01,0.07
871.9606,9.00,0.01,0.09
872.0106,6.00,0.01,0.06
872.0606,9.00,0.01,0.09
872.1106,9.00,0.01,0.09
872.1606,7.00,0.01,0.07
872.2106,8.00,0.01,0.08
872.2606,8.00,0.01,0.08
872.3106,7.00,0.01,0.07
872.3605,8.00,0.01,0.08
872.4105,9.00,0.01,0.09
872.4605,9.00,0.01,0.09
872.5105,8.00,0.01,0.08
872.5605,7.00,0.01,0.07
872.6105,7.00,0.01,0.07
872.6605,7.00,0.01,0.07
872.7105,10.00,0.01,0.10
872.7604,9.00,0.01,0.09
872.8104,7.00,0.01,0.07
872.8604,9.00,0.01,0.09
872.9104,6.00,0.01,0.06
872.9604,5.00,0.01,0.05
873.0104,7.00,0.01,0.07
873.0604,7.00,0.01,0.07
873.1104,7.00,0.01,0.07
873.1604,7.00,0.01,0.07
873.2103,8.00,0.01,0.08
873.2603,9.00,0.01,0.09
873.3103,9.00,0.01,0.09
873.3603,8.00,0.01,0.08
873.4103,8.00,0.01,0.08
873.4603,5.00,0.01,0.05
873.5103,9.00,0.01,0.09
873.5603,7.00,0.01,0.07
873.6102,5.00,0.01,0.05
873.6602,9.00,0.01,0.09
873.7102,6.00,0.01,0.06
873.7602,6.00,0.01,0.06
873.8102,8.00,0.01,0.08
873.8602,4.00,0.01,0.04
873.9102,6.00,0.01,0.06
873.9602,11.00,0.01,0.11
874.0101,9.00,0.01,0.09
874.0601,6.00,0.01,0.06
874.1101,6.00,0.01,0.06
874.1601,7.00,0.01,0.07
874.2101,7.00,0.01,0.07
874.2601,11.00,0.01,0.11
874.3101,8.00,0.01,0.08
874.3601,9.00,0.01,0.09
874.4100,7.00,0.01,0.07
874.4600,9.00,0.01,0.09
874.5100,9.00,0.01,0.09
874.5600,7.00,0.01,0.07
874.6100,8.00,0.01,0.08
874.6600,9.00,0.01,0.09
874.7100,7.00,0.01,0.07
874.7600,7.00,0.01,0.07
874.8099,8.00,0.01,0.08
874.8599,8.00,0.01,0.08
874.9099,8.00,0.01,0.08
874.9599,7.00,0.01,0.07
875.0099,9.00,0.01,0.09
875.0599,8.00,0.01,0.08
875.1099,7.00,0.01,0.07
875.1599,8.00,0.01,0.08
875.2098,9.00,0.01,0.09
875.2598,8.00,0.01,0.08
875.3098,10.00,0.01,0.10
875.3598,9.00,0.01,0.09
875.4098,8.00,0.01,0.08
875.4598,7.00,0.01,0.07
875.5098,8.00,0.01,0.08
875.5598,7.00,0.01,0.07
875.6098,9.00,0.01,0.09
875.6597,10.00,0.01,0.10
875.7097,8.00,0.01,0.08
875.7597,10.00,0.01,0.10
875.8097,8.00,0.01,0.08
875.8597,9.00,0.01,0.09
875.9097,8.00,0.01,0.08
875.9597,9.00,0.01,0.09
876.0097,8.00,0.01,0.08
876.0596,9.00,0.01,0.09
876.1096,10.00,0.01,0.10
876.1596,10.00,0.01,0.10
876.2096,7.00,0.01,0.07
876.2596,7.00,0.01,0.07
876.3096,6.00,0.01,0.06
876.3596,6.00,0.01,0.06
876.4096,7.00,0.01,0.07
876.4595,9.00,0.01,0.09
876.5095,7.00,0.01,0.07
876.5595,4.00,0.01,0.04
876.6095,4.00,0.01,0.04
876.6595,6.00,0.01,0.06
876.7095,8.00,0.01,0.08
876.7595,9.00,0.01,0.09
876.8095,10.00,0.01,0.10
876.8594,8.00,0.01,0.08
876.9094,7.00,0.01,0.07
876.9594,8.00,0.01,0.08
877.0094,8.00,0.01,0.08
877.0594,8.00,0.01,0.08
877.1094,10.00,0.01,0.10
877.1594,8.00,0.01,0.08
877.2094,7.00,0.01,0.07
877.2593,6.00,0.01,0.06
877.3093,10.00,0.01,0.10
877.3593,10.00,0.01,0.10
877.4093,9.00,0.01,0.09
877.4593,9.00,0.01,0.09
877.5093,7.00,0.01,0.07
877.5593,5.00,0.01,0.05
877.6093,6.00,0.01,0.06
877.6593,8.00,0.01,0.08
877.7092,7.00,0.01,0.07
877.7592,5.00,0.01,0.05
877.8092,9.00,0.01,0.09
877.8592,6.00,0.01,0.06
877.9092,5.00,0.01,0.05
877.9592,6.00,0.01,0.06
878.0092,7.00,0.01,0.07
878.0592,7.00,0.01,0.07
878.1091,7.00,0.01,0.07
878.1591,7.00,0.01,0.07
878.2091,7.00,0.01,0.07
878.2591,7.00,0.01,0.07
878.3091,9.00,0.01,0.09
878.3591,9.00,0.01,0.09
878.4091,7.00,0.01,0.07
878.4591,8.00,0.01,0.08
878.5090,5.00,0.01,0.05
878.5590,7.00,0.01,0.07
878.6090,8.00,0.01,0.08
878.6590,9.00,0.01,0.09
878.7090,8.00,0.01,0.08
878.7590,6.00,0.01,0.06
878.8090,6.00,0.01,0.06
878.8590,7.00,0.01,0.07
878.9089,7.00,0.01,0.07
878.9589,8.00,0.01,0.08
879.0089,9.00,0.01,0.09
879.0589,9.00,0.01,0.09
879.1089,5.00,0.01,0.05
879.1589,9.00,0.01,0.09
879.2089,5.00,0.01,0.05
879.2589,7.00,0.01,0.07
879.3088,7.00,0.01,0.07
879.3588,8.00,0.01,0.08
879.4088,8.00,0.01,0.08
879.4588,9.00,0.01,0.09
879.5088,6.00,0.01,0.06
879.5588,8.00,0.01,0.08
879.6088,7.00,0.01,0.07
879.6588,10.00,0.01,0.10
879.7088,8.00,0.01,0.08
879.7587,7.00,0.01,0.07
879.8087,7.00,0.01,0.07
879.8587,9.00,0.01,0.09
879.9087,6.00,0.01,0.06
879.9587,9.00,0.01,0.09
880.0087,8.00,0.01,0.08
880.0587,6.00,0.01,0.06
880.1087,8.00,0.01,0.08
880.1586,10.00,0.01,0.10
880.2086,10.00,0.01,0.10
880.2586,7.00,0.01,0.07
880.3086,9.00,0.01,0.09
880.3586,5.00,0.01,0.05
880.4086,10.00,0.01,0.10
880.4586,9.00,0.01,0.09
880.5086,8.00,0.01,0.08
880.5585,8.00,0.01,0.08
880.6085,8.00,0.01,0.08
880.6585,7.00,0.01,0.07
880.7085,8.00,0.01,0.08
880.7585,5.00,0.01,0.05
880.8085,8.00,0.01,0.08
880.8585,6.00,0.01,0.06
880.9085,7.00,0.01,0.07
880.9584,7.00,0.01,0.07
881.0084,7.00,0.01,0.07
881.0584,7.00,0.01,0.07
881.1084,6.00,0.01,0.06
881.1584,5.00,0.01,0.05
881.2084,5.00,0.01,0.05
881.2584,5.00,0.01,0.05
881.3084,5.00,0.01,0.05
881.3583,5.00,0.01,0.05
881.4083,3.00,0.01,0.03
881.4583,5.00,0.01,0.05
881.5083,7.00,0.01,0.07
881.5583,6.00,0.01,0.06
881.6083,5.00,0.01,0.05
881.6583,5.00,0.01,0.05
881.7083,4.00,0.01,0.04
881.7583,7.00,0.01,0.07
881.8082,5.00,0.01,0.05
881.8582,6.00,0.01,0.06
881.9082,5.00,0.01,0.05
881.9582,5.00,0.01,0.05
882.0082,6.00,0.01,0.06
882.0582,4.00,0.01,0.04
882.1082,6.00,0.01,0.06
882.1582,6.00,0.01,0.06
882.2081,5.00,0.01,0.05
882.2581,5.00,0.01,0.05
882.3081,5.00,0.01,0.05
882.3581,4.00,0.01,0.04
882.4081,3.00,0.01,0.03
882.4581,4.00,0.01,0.04
882.5081,3.00,0.01,0.03
882.5581,2.00,0.01,0.02
882.6080,6.00,0.01,0.06
882.6580,4.00,0.01,0.04
882.7080,3.00,0.01,0.03
882.7580,5.00,0.01,0.05
882.8080,4.00,0.01,0.04
882.8580,5.00,0.01,0.05
882.9080,6.00,0.01,0.06
882.9580,5.00,0.01,0.05
883.0079,4.00,0.01,0.04
883.0579,5.00,0.01,0.05
883.1079,6.00,0.01,0.06
883.1579,5.00,0.01,0.05
883.2079,5.00,0.01,0.05
883.2579,6.00,0.01,0.06
883.3079,6.00,0.01,0.06
883.3579,8.00,0.01,0.08
883.4078,9.00,0.01,0.09
883.4578,7.00,0.01,0.07
883.5078,6.00,0.01,0.06
883.5578,7.00,0.01,0.07
883.6078,5.00,0.01,0.05
883.6578,8.00,0.01,0.08
883.7078,8.00,0.01,0.08
883.7578,7.00,0.01,0.07
883.8078,5.00,0.01,0.05
883.8577,6.00,0.01,0.06
883.9077,8.00,0.01,0.08
883.9577,5.00,0.01,0.05
884.0077,8.00,0.01,0.08
884.0577,7.00,0.01,0.07
884.1077,3.00,0.01,0.03
884.1577,5.00,0.01,0.05
884.2077,6.00,0.01,0.06
884.2576,5.00,0.01,0.05
884.3076,6.00,0.01,0.06
884.3576,6.00,0.01,0.06
884.4076,5.00,0.01,0.05
884.4576,5.00,0.01,0.05
884.5076,6.00,0.01,0.06
884.5576,3.00,0.01,0.03
884.6076,2.00,0.01,0.02
884.6575,2.00,0.01,0.02
884.7075,6.00,0.01,0.06
884.7575,3.00,0.01,0.03
884.8075,5.00,0.01,0.05
884.8575,6.00,0.01,0.06
884.9075,2.00,0.01,0.02
884.9575,5.00,0.01,0.05
885.0075,3.00,0.01,0.03
885.0574,4.00,0.01,0.04
885.1074,6.00,0.01,0.06
885.1574,4.00,0.01,0.04
885.2074,5.00,0.01,0.05
885.2574,8.00,0.01,0.08
885.3074,4.00,0.01,0.04
885.3574,3.00,0.01,0.03
885.4074,5.00,0.01,0.05
885.4573,5.00,0.01,0.05
885.5073,4.00,0.01,0.04
885.5573,5.00,0.01,0.05
885.6073,6.00,0.01,0.06
885.6573,5.00,0.01,0.05
885.7073,6.00,0.01,0.06
885.7573,4.00,0.01,0.04
885.8073,5.00,0.01,0.05
885.8572,6.00,0.01,0.06
885.9072,3.00,0.01,0.03
885.9572,2.00,0.01,0.02
886.0072,5.00,0.01,0.05
886.0572,5.00,0.01,0.05
886.1072,6.00,0.01,0.06
886.1572,6.00,0.01,0.06
886.2072,8.00,0.01,0.08
886.2572,5.00,0.01,0.05
886.3071,5.00,0.01,0.05
886.3571,7.00,0.01,0.07
886.4071,5.00,0.01,0.05
886.4571,4.00,0.01,0.04
886.5071,6.00,0.01,0.06
886.5571,4.00,0.01,0.04
886.6071,5.00,0.01,0.05
886.6571,5.00,0.01,0.05
886.7070,6.00,0.01,0.06
886.7570,7.00,0.01,0.07
886.8070,7.00,0.01,0.07
886.8570,4.00,0.01,0.04
886.9070,5.00,0.01,0.05
886.9570,4.00,0.01,0.04
887.0070,7.00,0.01,0.07
887.0570,6.00,0.01,0.06
887.1069,6.00,0.01,0.06
887.1569,5.00,0.01,0.05
887.2069,4.00,0.01,0.04
887.2569,7.00,0.01,0.07
887.3069,7.00,0.01,0.07
887.3569,5.00,0.01,0.05
887.4069,4.00,0.01,0.04
887.4569,4.00,0.01,0.04
887.5068,5.00,0.01,0.05
887.5568,4.00,0.01,0.04
887.6068,2.00,0.01,0.02
887.6568,4.00,0.01,0.04
887.7068,4.00,0.01,0.04
887.7568,4.00,0.01,0.04
887.8068,6.00,0.01,0.06
887.8568,4.00,0.01,0.04
887.9067,3.00,0.01,0.03
887.9567,5.00,0.01,0.05
888.0067,5.00,0.01,0.05
888.0567,5.00,0.01,0.05
888.1067,7.00,0.01,0.07
888.1567,6.00,0.01,0.06
888.2067,5.00,0.01,0.05
888.2567,3.00,0.01,0.03
888.3067,4.00,0.01,0.04
888.3566,5.00,0.01,0.05
888.4066,5.00,0.01,0.05
888.4566,6.00,0.01,0.06
888.5066,5.00,0.01,0.05
888.5566,5.00,0.01,0.05
888.6066,3.00,0.01,0.03
888.6566,0.00,0.01,0.00
888.7066,2.00,0.01,0.02
888.7565,5.00,0.01,0.05
888.8065,4.00,0.01,0.04
888.8565,8.00,0.01,0.08
888.9065,5.00,0.01,0.05
888.9565,6.00,0.01,0.06
889.0065,4.00,0.01,0.04
889.0565,6.00,0.01,0.06
889.1065,4.00,0.01,0.04
889.1564,5.00,0.01,0.05
889.2064,6.00,0.01,0.06
889.2564,8.00,0.01,0.08
889.3064,6.00,0.01,0.06
889.3564,6.00,0.01,0.06
889.4064,5.00,0.01,0.05
889.4564,4.00,0.01,0.04
889.5064,2.00,0.01,0.02
889.5563,4.00,0.01,0.04
889.6063,5.00,0.01,0.05
889.6563,7.00,0.01,0.07
889.7063,7.00,0.01,0.07
889.7563,6.00,0.01,0.06
889.8063,6.00,0.01,0.06
889.8563,6.00,0.01,0.06
889.9063,6.00,0.01,0.06
889.9562,5.00,0.01,0.05
890.0062,7.00,0.01,0.07
890.0562,6.00,0.01,0.06
890.1062,7.00,0.01,0.07
890.1562,8.00,0.01,0.08
890.2062,6.00,0.01,0.06
890.2562,7.00,0.01,0.07
890.3062,5.00,0.01,0.05
890.3562,6.00,0.01,0.06
890.4061,3.00,0.01,0.03
890.4561,4.00,0.01,0.04
890.5061,7.00,0.01,0.07
890.5561,5.00,0.01,0.05
890.6061,6.00,0.01,0.06
890.6561,4.00,0.01,0.04
890.7061,8.00,0.01,0.08
890.7561,5.00,0.01,0.05
890.8060,6.00,0.01,0.06
890.8560,7.00,0.01,0.07
890.9060,5.00,0.01,0.05
890.9560,6.00,0.01,0.06
891.0060,3.00,0.01,0.03
891.0560,4.00,0.01,0.04
891.1060,6.00,0.01,0.06
891.1560,5.00,0.01,0.05
891.2059,8.00,0.01,0.08
891.2559,6.00,0.01,0.06
891.3059,9.00,0.01,0.09
891.3559,6.00,0.01,0.06
891.4059,5.00,0.01,0.05
891.4559,6.00,0.01,0.06
891.5059,7.00,0.01,0.07
891.5559,6.00,0.01,0.06
891.6058,6.00,0.01,0.06
891.6558,6.00,0.01,0.06
