<<<<<<< HEAD
1,165.8586,3.00,115.5000,0.2618,-8.2397
1,165.8786,4.00,123.0000,0.2693,-5.5542
1,165.8986,4.00,132.0000,0.2777,-6.2256
1,165.9186,5.00,126.0000,0.2671,-5.7373
1,165.9386,4.00,88.5000,0.2388,-3.6011
1,165.9586,3.00,72.0000,0.2483,-2.5024
1,165.9786,2.00,7.5000,0.2582,30.3955
1,165.9986,3.00,-1.5000,0.3192,39.8560
1,166.0186,3.00,-3.0000,0.2689,15.0146
1,166.0386,3.00,-1.5000,0.2461,-1.5259
1,166.0587,6.00,0.0000,0.2419,-27.5879
1,166.0787,2.00,6.0000,0.2362,-35.4614
1,166.0987,2.00,10.5000,0.2118,-22.7661
1,166.1187,5.00,9.0000,0.2383,8.6060
1,166.1387,4.00,7.5000,0.2788,-15.1367
1,166.1587,3.00,9.0000,0.2865,-67.9321
1,166.1787,4.00,7.5000,0.3077,-61.7065
1,166.1987,6.00,9.0000,0.3022,-19.0430
1,166.2187,6.00,9.0000,0.3055,-2.5635
1,166.2387,4.00,7.5000,0.3174,1.0376
1,166.2587,6.00,6.0000,0.3190,38.8794
1,166.2787,5.00,-6.0000,0.3356,35.5835
1,166.2987,7.00,-12.0000,0.3533,17.8833
1,166.3187,7.00,-19.5000,0.3467,7.0190
1,166.3387,8.00,-27.0000,0.3456,-3.6621
1,166.3587,4.00,-33.0000,0.3571,3.4180
1,166.3787,5.00,-28.5000,0.3352,-1.8311
1,166.3987,7.00,-25.5000,0.3203,-23.3765
1,166.4187,7.00,-18.0000,0.3165,-6.4087
1,166.4387,7.00,-3.0000,0.2965,13.3057
1,166.4587,5.00,3.0000,0.3005,32.8979
1,166.4787,6.00,7.5000,0.2743,18.3105
1,166.4987,5.00,18.0000,0.2582,9.5825
1,166.5187,8.00,19.5000,0.2595,-0.4272
1,166.5388,8.00,30.0000,0.2511,0.9766
1,166.5588,6.00,33.0000,0.2513,6.7749
1,166.5788,6.00,28.5000,0.2617,-6.2866
1,166.5988,8.00,39.0000,0.2527,-18.1885
1,166.6188,7.00,43.5000,0.2440,0.4883
1,166.6388,6.00,48.0000,0.2520,17.2119
1,166.6588,9.00,51.0000,0.2416,7.8125
1,166.6788,10.00,54.0000,0.2480,11.9629
1,166.6988,9.00,55.5000,0.2455,13.6719
1,166.7188,9.00,67.5000,0.2488,24.3530
1,166.7388,10.00,81.0000,0.2317,22.2168
1,166.7588,9.00,91.5000,0.2239,-1.5869
1,166.7788,10.00,102.0000,0.2334,2.0752
1,166.7988,10.00,124.5000,0.2412,-0.4883
1,166.8188,11.00,135.0000,0.2405,-19.9585
1,166.8388,7.00,153.0000,0.2440,-15.6250
=======
1,165.8586,3.00,115.5000,0.2618,-8.2397
1,165.8786,4.00,123.0000,0.2693,-5.5542
1,165.8986,4.00,132.0000,0.2777,-6.2256
1,165.9186,5.00,126.0000,0.2671,-5.7373
1,165.9386,4.00,88.5000,0.2388,-3.6011
1,165.9586,3.00,72.0000,0.2483,-2.5024
1,165.9786,2.00,7.5000,0.2582,30.3955
1,165.9986,3.00,-1.5000,0.3192,39.8560
1,166.0186,3.00,-3.0000,0.2689,15.0146
1,166.0386,3.00,-1.5000,0.2461,-1.5259
1,166.0587,6.00,0.0000,0.2419,-27.5879
1,166.0787,2.00,6.0000,0.2362,-35.4614
1,166.0987,2.00,10.5000,0.2118,-22.7661
1,166.1187,5.00,9.0000,0.2383,8.6060
1,166.1387,4.00,7.5000,0.2788,-15.1367
1,166.1587,3.00,9.0000,0.2865,-67.9321
1,166.1787,4.00,7.5000,0.3077,-61.7065
1,166.1987,6.00,9.0000,0.3022,-19.0430
1,166.2187,6.00,9.0000,0.3055,-2.5635
1,166.2387,4.00,7.5000,0.3174,1.0376
1,166.2587,6.00,6.0000,0.3190,38.8794
1,166.2787,5.00,-6.0000,0.3356,35.5835
1,166.2987,7.00,-12.0000,0.3533,17.8833
1,166.3187,7.00,-19.5000,0.3467,7.0190
1,166.3387,8.00,-27.0000,0.3456,-3.6621
1,166.3587,4.00,-33.0000,0.3571,3.4180
1,166.3787,5.00,-28.5000,0.3352,-1.8311
1,166.3987,7.00,-25.5000,0.3203,-23.3765
1,166.4187,7.00,-18.0000,0.3165,-6.4087
1,166.4387,7.00,-3.0000,0.2965,13.3057
1,166.4587,5.00,3.0000,0.3005,32.8979
1,166.4787,6.00,7.5000,0.2743,18.3105
1,166.4987,5.00,18.0000,0.2582,9.5825
1,166.5187,8.00,19.5000,0.2595,-0.4272
1,166.5388,8.00,30.0000,0.2511,0.9766
1,166.5588,6.00,33.0000,0.2513,6.7749
1,166.5788,6.00,28.5000,0.2617,-6.2866
1,166.5988,8.00,39.0000,0.2527,-18.1885
1,166.6188,7.00,43.5000,0.2440,0.4883
1,166.6388,6.00,48.0000,0.2520,17.2119
1,166.6588,9.00,51.0000,0.2416,7.8125
1,166.6788,10.00,54.0000,0.2480,11.9629
1,166.6988,9.00,55.5000,0.2455,13.6719
1,166.7188,9.00,67.5000,0.2488,24.3530
1,166.7388,10.00,81.0000,0.2317,22.2168
1,166.7588,9.00,91.5000,0.2239,-1.5869
1,166.7788,10.00,102.0000,0.2334,2.0752
1,166.7988,10.00,124.5000,0.2412,-0.4883
1,166.8188,11.00,135.0000,0.2405,-19.9585
1,166.8388,7.00,153.0000,0.2440,-15.6250
>>>>>>> b4ac7b874bf450aa87a3cda8c53f33010a2f505b
