Data[0],Time,Force,X_axis,Y_axis,Z_axis
1,87.1574,-1.00,-178.5000,403.5000,-2446.5000
1,87.1774,0.00,-175.5000,405.0000,-2446.5000
1,87.1974,0.00,-174.0000,403.5000,-2448.0000
1,87.2174,0.00,-175.5000,409.5000,-2446.5000
1,87.2374,1.00,-177.0000,409.5000,-2445.0000
1,87.2574,0.00,-180.0000,409.5000,-2446.5000
1,87.2774,1.00,-178.5000,405.0000,-2446.5000
1,87.2974,-1.00,-172.5000,409.5000,-2445.0000
1,87.3174,0.00,-174.0000,409.5000,-2446.5000
1,87.3374,0.00,-175.5000,403.5000,-2448.0000
1,87.3574,-1.00,-174.0000,402.0000,-2446.5000
1,87.3774,-2.00,-177.0000,403.5000,-2446.5000
1,87.3973,0.00,-174.0000,402.0000,-2446.5000
1,87.4173,0.00,-174.0000,411.0000,-2445.0000
1,87.4373,0.00,-178.5000,406.5000,-2445.0000
1,87.4573,-1.00,-174.0000,402.0000,-2445.0000
1,87.4773,0.00,-174.0000,400.5000,-2446.5000
1,87.4973,1.00,-172.5000,408.0000,-2445.0000
1,87.5173,0.00,-174.0000,405.0000,-2446.5000
1,87.5373,1.00,-177.0000,405.0000,-2446.5000
1,87.5573,0.00,-178.5000,405.0000,-2445.0000
1,87.5773,0.00,-171.0000,403.5000,-2446.5000
1,87.5973,0.00,-172.5000,411.0000,-2445.0000
1,87.6173,1.00,-174.0000,405.0000,-2445.0000
1,87.6373,0.00,-174.0000,406.5000,-2445.0000
1,87.6573,-2.00,-175.5000,403.5000,-2448.0000
1,87.6773,-2.00,-175.5000,405.0000,-2446.5000
1,87.6973,0.00,-172.5000,406.5000,-2446.5000
1,87.7173,1.00,-175.5000,406.5000,-2445.0000
1,87.7373,0.00,-177.0000,406.5000,-2446.5000
1,87.7573,2.00,-177.0000,406.5000,-2446.5000
1,87.7773,0.00,-174.0000,405.0000,-2448.0000
1,87.7973,1.00,-174.0000,406.5000,-2446.5000
1,87.8173,2.00,-177.0000,408.0000,-2446.5000
1,87.8373,0.00,-178.5000,406.5000,-2445.0000
1,87.8573,-2.00,-175.5000,411.0000,-2446.5000
1,87.8773,2.00,-180.0000,408.0000,-2446.5000
1,87.8973,-1.00,-177.0000,406.5000,-2445.0000
1,87.9173,1.00,-177.0000,403.5000,-2446.5000
1,87.9373,0.00,-177.0000,402.0000,-2446.5000
1,87.9573,0.00,-178.5000,408.0000,-2446.5000
1,87.9773,-1.00,-177.0000,403.5000,-2445.0000
1,87.9972,0.00,-178.5000,405.0000,-2446.5000
1,88.0172,1.00,-177.0000,411.0000,-2445.0000
1,88.0372,0.00,-171.0000,405.0000,-2446.5000
1,88.0572,0.00,-175.5000,403.5000,-2445.0000
1,88.0772,-1.00,-175.5000,402.0000,-2446.5000
1,88.0972,-1.00,-178.5000,408.0000,-2446.5000
1,88.1172,1.00,-177.0000,406.5000,-2446.5000
1,88.1372,0.00,-172.5000,406.5000,-2448.0000
1,88.1572,2.00,-175.5000,409.5000,-2446.5000
1,88.1772,2.00,-169.5000,405.0000,-2446.5000
1,88.1972,-1.00,-177.0000,406.5000,-2448.0000
1,88.2172,0.00,-172.5000,405.0000,-2446.5000
1,88.2372,0.00,-177.0000,406.5000,-2445.0000
1,88.2572,1.00,-174.0000,406.5000,-2446.5000
1,88.2772,0.00,-177.0000,405.0000,-2446.5000
1,88.2972,2.00,-178.5000,411.0000,-2448.0000
1,88.3172,0.00,-174.0000,406.5000,-2446.5000
1,88.3372,0.00,-175.5000,405.0000,-2446.5000
1,88.3572,1.00,-177.0000,406.5000,-2446.5000
1,88.3772,-2.00,-178.5000,408.0000,-2445.0000
1,88.3972,0.00,-178.5000,406.5000,-2446.5000
1,88.4172,0.00,-175.5000,405.0000,-2446.5000
1,88.4372,0.00,-175.5000,408.0000,-2445.0000
1,88.4572,-2.00,-175.5000,405.0000,-2446.5000
1,88.4772,0.00,-174.0000,406.5000,-2445.0000
1,88.4972,-1.00,-175.5000,406.5000,-2448.0000
1,88.5172,1.00,-175.5000,408.0000,-2445.0000
1,88.5372,1.00,-178.5000,408.0000,-2446.5000
1,88.5572,-1.00,-174.0000,408.0000,-2446.5000
1,88.5772,-1.00,-177.0000,403.5000,-2445.0000
1,88.5971,-1.00,-175.5000,406.5000,-2446.5000
1,88.6171,1.00,-178.5000,408.0000,-2446.5000
1,88.6371,-3.00,-171.0000,406.5000,-2446.5000
1,88.6571,1.00,-174.0000,405.0000,-2446.5000
1,88.6771,0.00,-177.0000,409.5000,-2446.5000
1,88.6971,-2.00,-174.0000,408.0000,-2448.0000
1,88.7171,0.00,-178.5000,408.0000,-2446.5000
1,88.7371,0.00,-175.5000,408.0000,-2446.5000
1,88.7571,1.00,-177.0000,409.5000,-2448.0000
1,88.7771,1.00,-172.5000,405.0000,-2445.0000
1,88.7971,2.00,-177.0000,408.0000,-2448.0000
1,88.8171,1.00,-175.5000,406.5000,-2448.0000
1,88.8371,0.00,-175.5000,408.0000,-2448.0000
1,88.8571,-1.00,-178.5000,411.0000,-2448.0000
1,88.8771,0.00,-178.5000,406.5000,-2445.0000
1,88.8971,0.00,-178.5000,406.5000,-2446.5000
1,88.9171,-3.00,-177.0000,406.5000,-2448.0000
1,88.9371,2.00,-172.5000,405.0000,-2445.0000
1,88.9571,-1.00,-177.0000,405.0000,-2446.5000
1,88.9771,0.00,-174.0000,406.5000,-2443.5000
1,88.9971,-3.00,-178.5000,408.0000,-2446.5000
1,89.0171,0.00,-178.5000,406.5000,-2446.5000
1,89.0371,0.00,-174.0000,405.0000,-2446.5000
1,89.0571,0.00,-178.5000,406.5000,-2448.0000
1,89.0771,2.00,-174.0000,406.5000,-2446.5000
1,89.0971,0.00,-175.5000,406.5000,-2446.5000
1,89.1171,0.00,-175.5000,408.0000,-2448.0000
1,89.1371,1.00,-177.0000,406.5000,-2448.0000
1,89.1571,0.00,-177.0000,411.0000,-2446.5000
1,89.1771,-2.00,-175.5000,405.0000,-2448.0000
1,89.1970,1.00,-178.5000,402.0000,-2445.0000
1,89.2170,0.00,-178.5000,409.5000,-2448.0000
1,89.2370,0.00,-175.5000,408.0000,-2448.0000
1,89.2570,0.00,-175.5000,405.0000,-2448.0000
1,89.2770,0.00,-171.0000,405.0000,-2448.0000
1,89.2970,0.00,-178.5000,406.5000,-2446.5000
1,89.3170,0.00,-175.5000,409.5000,-2446.5000
1,89.3370,0.00,-178.5000,406.5000,-2446.5000
1,89.3570,1.00,-178.5000,403.5000,-2446.5000
1,89.3770,1.00,-175.5000,411.0000,-2448.0000
1,89.3970,0.00,-172.5000,411.0000,-2445.0000
1,89.4170,1.00,-177.0000,406.5000,-2446.5000
1,89.4370,-1.00,-177.0000,403.5000,-2445.0000
1,89.4570,0.00,-177.0000,406.5000,-2446.5000
1,89.4770,0.00,-174.0000,409.5000,-2445.0000
1,89.4970,0.00,-175.5000,409.5000,-2448.0000
1,89.5170,-1.00,-178.5000,403.5000,-2446.5000
1,89.5370,1.00,-175.5000,405.0000,-2445.0000
1,89.5570,0.00,-175.5000,411.0000,-2448.0000
1,89.5770,4.00,-174.0000,408.0000,-2446.5000
1,89.5970,1.00,-177.0000,408.0000,-2446.5000
1,89.6170,-1.00,-178.5000,408.0000,-2446.5000
1,89.6370,-3.00,-178.5000,409.5000,-2448.0000
1,89.6570,1.00,-178.5000,406.5000,-2445.0000
1,89.6770,-1.00,-175.5000,406.5000,-2446.5000
1,89.6970,-1.00,-178.5000,403.5000,-2443.5000
1,89.7170,1.00,-174.0000,411.0000,-2445.0000
1,89.7370,0.00,-177.0000,414.0000,-2446.5000
1,89.7570,0.00,-174.0000,406.5000,-2445.0000
1,89.7770,0.00,-177.0000,406.5000,-2448.0000
1,89.7969,1.00,-174.0000,408.0000,-2446.5000
1,89.8169,0.00,-181.5000,402.0000,-2446.5000
1,89.8369,-3.00,-175.5000,400.5000,-2446.5000
1,89.8569,1.00,-172.5000,403.5000,-2445.0000
1,89.8769,-1.00,-174.0000,406.5000,-2446.5000
1,89.8969,0.00,-174.0000,402.0000,-2448.0000
1,89.9169,-2.00,-174.0000,408.0000,-2448.0000
1,89.9369,0.00,-177.0000,406.5000,-2446.5000
1,89.9569,0.00,-175.5000,403.5000,-2446.5000
1,89.9769,0.00,-175.5000,408.0000,-2445.0000
1,89.9969,0.00,-177.0000,405.0000,-2448.0000
1,90.0169,-1.00,-175.5000,403.5000,-2445.0000
1,90.0369,2.00,-174.0000,402.0000,-2446.5000
1,90.0569,0.00,-174.0000,402.0000,-2446.5000
1,90.0769,4.00,-175.5000,403.5000,-2446.5000
1,90.0969,-1.00,-172.5000,408.0000,-2445.0000
1,90.1169,0.00,-178.5000,405.0000,-2448.0000
1,90.1369,0.00,-175.5000,411.0000,-2446.5000
1,90.1569,0.00,-178.5000,411.0000,-2446.5000
1,90.1769,0.00,-174.0000,405.0000,-2446.5000
1,90.1969,1.00,-177.0000,403.5000,-2446.5000
1,90.2169,-1.00,-177.0000,406.5000,-2443.5000
1,90.2369,0.00,-175.5000,402.0000,-2446.5000
1,90.2569,0.00,-174.0000,406.5000,-2446.5000
1,90.2769,-1.00,-172.5000,405.0000,-2446.5000
1,90.2969,2.00,-177.0000,403.5000,-2448.0000
1,90.3169,1.00,-175.5000,406.5000,-2448.0000
1,90.3369,2.00,-177.0000,408.0000,-2446.5000
1,90.3569,-1.00,-174.0000,405.0000,-2446.5000
1,90.3768,0.00,-174.0000,405.0000,-2446.5000
1,90.3968,0.00,-172.5000,403.5000,-2445.0000
1,90.4168,-1.00,-175.5000,405.0000,-2446.5000
1,90.4368,0.00,-177.0000,405.0000,-2445.0000
1,90.4568,2.00,-175.5000,409.5000,-2445.0000
1,90.4768,0.00,-175.5000,408.0000,-2448.0000
1,90.4968,-1.00,-174.0000,406.5000,-2446.5000
1,90.5168,-1.00,-175.5000,402.0000,-2446.5000
1,90.5368,-2.00,-178.5000,403.5000,-2446.5000
1,90.5568,-1.00,-175.5000,408.0000,-2448.0000
1,90.5768,0.00,-177.0000,400.5000,-2446.5000
1,90.5968,-1.00,-171.0000,397.5000,-2446.5000
1,90.6168,1.00,-175.5000,406.5000,-2445.0000
1,90.6368,-1.00,-178.5000,406.5000,-2445.0000
1,90.6568,-1.00,-172.5000,403.5000,-2446.5000
1,90.6768,0.00,-178.5000,405.0000,-2445.0000
1,90.6968,2.00,-178.5000,408.0000,-2446.5000
1,90.7168,0.00,-175.5000,408.0000,-2446.5000
1,90.7368,0.00,-172.5000,406.5000,-2445.0000
1,90.7568,-3.00,-175.5000,411.0000,-2446.5000
1,90.7768,1.00,-180.0000,408.0000,-2448.0000
1,90.7968,1.00,-177.0000,408.0000,-2446.5000
1,90.8168,-2.00,-180.0000,406.5000,-2446.5000
1,90.8368,0.00,-174.0000,406.5000,-2445.0000
1,90.8568,0.00,-175.5000,411.0000,-2445.0000
1,90.8768,1.00,-175.5000,403.5000,-2445.0000
1,90.8968,-1.00,-174.0000,408.0000,-2445.0000
1,90.9168,0.00,-181.5000,406.5000,-2446.5000
1,90.9368,0.00,-178.5000,406.5000,-2446.5000
1,90.9568,-2.00,-175.5000,405.0000,-2446.5000
1,90.9767,0.00,-175.5000,405.0000,-2446.5000
1,90.9967,2.00,-172.5000,408.0000,-2446.5000
1,91.0167,1.00,-177.0000,405.0000,-2446.5000
1,91.0367,0.00,-178.5000,405.0000,-2445.0000
1,91.0567,-3.00,-177.0000,406.5000,-2445.0000
1,91.0767,0.00,-177.0000,409.5000,-2446.5000
1,91.0967,1.00,-175.5000,409.5000,-2445.0000
1,91.1167,0.00,-175.5000,409.5000,-2446.5000
1,91.1367,0.00,-175.5000,408.0000,-2445.0000
1,91.1567,0.00,-174.0000,405.0000,-2446.5000
1,91.1767,0.00,-174.0000,405.0000,-2445.0000
1,91.1967,0.00,-178.5000,405.0000,-2446.5000
1,91.2167,0.00,-175.5000,402.0000,-2445.0000
1,91.2367,0.00,-178.5000,403.5000,-2446.5000
1,91.2567,-2.00,-174.0000,409.5000,-2445.0000
1,91.2767,0.00,-174.0000,405.0000,-2445.0000
1,91.2967,0.00,-175.5000,405.0000,-2448.0000
1,91.3167,0.00,-178.5000,405.0000,-2443.5000
1,91.3367,-4.00,-175.5000,412.5000,-2443.5000
1,91.3567,1.00,-177.0000,405.0000,-2445.0000
1,91.3767,2.00,-175.5000,406.5000,-2448.0000
1,91.3967,-1.00,-177.0000,409.5000,-2445.0000
1,91.4167,2.00,-175.5000,409.5000,-2446.5000
1,91.4367,1.00,-171.0000,406.5000,-2446.5000
1,91.4567,0.00,-177.0000,403.5000,-2446.5000
1,91.4767,1.00,-174.0000,403.5000,-2445.0000
1,91.4967,0.00,-175.5000,406.5000,-2446.5000
1,91.5167,1.00,-178.5000,406.5000,-2448.0000
1,91.5367,0.00,-180.0000,405.0000,-2446.5000
1,91.5567,-2.00,-174.0000,409.5000,-2445.0000
1,91.5766,1.00,-174.0000,411.0000,-2448.0000
1,91.5966,0.00,-178.5000,405.0000,-2446.5000
1,91.6166,1.00,-175.5000,408.0000,-2445.0000
1,91.6366,0.00,-175.5000,405.0000,-2445.0000
1,91.6566,0.00,-174.0000,406.5000,-2446.5000
1,91.6766,0.00,-177.0000,405.0000,-2446.5000
1,91.6966,0.00,-172.5000,405.0000,-2448.0000
1,91.7166,0.00,-172.5000,406.5000,-2446.5000
1,91.7366,-1.00,-177.0000,408.0000,-2446.5000
1,91.7566,1.00,-175.5000,408.0000,-2448.0000
1,91.7766,-1.00,-174.0000,403.5000,-2446.5000
1,91.7966,0.00,-174.0000,406.5000,-2445.0000
1,91.8166,0.00,-172.5000,409.5000,-2446.5000
1,91.8366,-2.00,-175.5000,406.5000,-2446.5000
1,91.8566,1.00,-177.0000,409.5000,-2445.0000
1,91.8766,0.00,-178.5000,405.0000,-2446.5000
1,91.8966,0.00,-174.0000,408.0000,-2446.5000
1,91.9166,0.00,-172.5000,411.0000,-2446.5000
1,91.9366,1.00,-178.5000,402.0000,-2445.0000
1,91.9566,1.00,-175.5000,405.0000,-2448.0000
1,91.9766,-1.00,-174.0000,405.0000,-2445.0000
1,91.9966,4.00,-175.5000,409.5000,-2445.0000
1,92.0166,-1.00,-175.5000,412.5000,-2446.5000
1,92.0366,0.00,-175.5000,408.0000,-2443.5000
1,92.0566,2.00,-175.5000,405.0000,-2448.0000
1,92.0766,0.00,-174.0000,408.0000,-2446.5000
1,92.0966,2.00,-177.0000,408.0000,-2446.5000
1,92.1166,0.00,-174.0000,408.0000,-2446.5000
1,92.1366,0.00,-177.0000,409.5000,-2446.5000
1,92.1566,4.00,-174.0000,403.5000,-2445.0000
1,92.1765,2.00,-177.0000,405.0000,-2443.5000
1,92.1965,1.00,-177.0000,406.5000,-2448.0000
1,92.2165,2.00,-175.5000,406.5000,-2446.5000
1,92.2365,-1.00,-172.5000,399.0000,-2443.5000
1,92.2565,-3.00,-177.0000,406.5000,-2445.0000
1,92.2765,0.00,-178.5000,405.0000,-2446.5000
1,92.2965,0.00,-177.0000,405.0000,-2445.0000
1,92.3165,-1.00,-171.0000,403.5000,-2446.5000
1,92.3365,2.00,-175.5000,405.0000,-2448.0000
1,92.3565,1.00,-175.5000,405.0000,-2445.0000
1,92.3765,0.00,-178.5000,406.5000,-2446.5000
1,92.3965,-1.00,-177.0000,405.0000,-2446.5000
1,92.4165,0.00,-175.5000,402.0000,-2446.5000
1,92.4365,0.00,-178.5000,409.5000,-2446.5000
1,92.4565,0.00,-174.0000,405.0000,-2446.5000
1,92.4765,-1.00,-175.5000,406.5000,-2446.5000
1,92.4965,1.00,-175.5000,403.5000,-2448.0000
1,92.5165,0.00,-174.0000,405.0000,-2448.0000
1,92.5365,0.00,-178.5000,403.5000,-2446.5000
1,92.5565,1.00,-174.0000,408.0000,-2445.0000
1,92.5765,0.00,-174.0000,402.0000,-2446.5000
1,92.5965,-1.00,-177.0000,403.5000,-2446.5000
1,92.6165,0.00,-178.5000,403.5000,-2446.5000
1,92.6365,3.00,-175.5000,406.5000,-2448.0000
1,92.6565,0.00,-175.5000,405.0000,-2446.5000
1,92.6765,0.00,-177.0000,409.5000,-2446.5000
1,92.6965,0.00,-174.0000,408.0000,-2446.5000
1,92.7165,0.00,-177.0000,405.0000,-2446.5000
1,92.7365,0.00,-175.5000,403.5000,-2445.0000
1,92.7565,0.00,-174.0000,409.5000,-2445.0000
1,92.7764,1.00,-174.0000,405.0000,-2446.5000
1,92.7964,0.00,-174.0000,405.0000,-2448.0000
1,92.8164,0.00,-178.5000,408.0000,-2445.0000
1,92.8364,0.00,-172.5000,409.5000,-2448.0000
1,92.8564,0.00,-174.0000,406.5000,-2448.0000
1,92.8764,0.00,-177.0000,411.0000,-2448.0000
1,92.8964,1.00,-178.5000,405.0000,-2446.5000
1,92.9164,0.00,-177.0000,408.0000,-2446.5000
1,92.9364,0.00,-174.0000,405.0000,-2446.5000
1,92.9564,0.00,-177.0000,402.0000,-2448.0000
1,92.9764,2.00,-175.5000,402.0000,-2446.5000
1,92.9964,-2.00,-177.0000,405.0000,-2446.5000
1,93.0164,2.00,-177.0000,400.5000,-2445.0000
1,93.0364,1.00,-177.0000,408.0000,-2445.0000
1,93.0564,-1.00,-175.5000,403.5000,-2445.0000
1,93.0764,1.00,-175.5000,403.5000,-2445.0000
1,93.0964,-1.00,-177.0000,405.0000,-2445.0000
1,93.1164,3.00,-177.0000,405.0000,-2446.5000
1,93.1364,-1.00,-178.5000,408.0000,-2446.5000
1,93.1564,0.00,-175.5000,411.0000,-2446.5000
1,93.1764,0.00,-178.5000,405.0000,-2446.5000
1,93.1964,0.00,-178.5000,405.0000,-2445.0000
1,93.2164,0.00,-178.5000,406.5000,-2446.5000
1,93.2364,0.00,-172.5000,409.5000,-2445.0000
1,93.2564,2.00,-177.0000,406.5000,-2446.5000
1,93.2764,-1.00,-177.0000,409.5000,-2448.0000
1,93.2964,4.00,-171.0000,408.0000,-2446.5000
1,93.3164,-1.00,-174.0000,405.0000,-2446.5000
1,93.3364,0.00,-174.0000,409.5000,-2445.0000
1,93.3563,0.00,-177.0000,403.5000,-2445.0000
1,93.3763,0.00,-175.5000,408.0000,-2445.0000
1,93.3963,-1.00,-174.0000,402.0000,-2445.0000
1,93.4163,0.00,-174.0000,400.5000,-2446.5000
1,93.4363,0.00,-177.0000,409.5000,-2448.0000
1,93.4563,0.00,-174.0000,406.5000,-2446.5000
1,93.4763,0.00,-174.0000,403.5000,-2448.0000
1,93.4963,2.00,-175.5000,408.0000,-2445.0000
1,93.5163,0.00,-178.5000,405.0000,-2446.5000
1,93.5363,0.00,-175.5000,403.5000,-2445.0000
1,93.5563,3.00,-175.5000,406.5000,-2446.5000
1,93.5763,0.00,-174.0000,408.0000,-2448.0000
1,93.5963,0.00,-174.0000,396.0000,-2446.5000
1,93.6163,0.00,-175.5000,402.0000,-2446.5000
1,93.6363,0.00,-174.0000,411.0000,-2445.0000
1,93.6563,0.00,-178.5000,408.0000,-2448.0000
1,93.6763,0.00,-178.5000,406.5000,-2445.0000
1,93.6963,-1.00,-177.0000,405.0000,-2448.0000
1,93.7163,1.00,-174.0000,408.0000,-2448.0000
1,93.7363,-1.00,-175.5000,409.5000,-2446.5000
1,93.7563,-1.00,-175.5000,405.0000,-2446.5000
1,93.7763,0.00,-175.5000,409.5000,-2449.5000
1,93.7963,0.00,-174.0000,405.0000,-2446.5000
1,93.8163,-1.00,-175.5000,400.5000,-2445.0000
1,93.8363,1.00,-174.0000,403.5000,-2446.5000
1,93.8563,0.00,-180.0000,406.5000,-2446.5000
1,93.8763,0.00,-175.5000,403.5000,-2448.0000
1,93.8963,1.00,-174.0000,405.0000,-2446.5000
1,93.9163,0.00,-177.0000,409.5000,-2446.5000
1,93.9363,0.00,-174.0000,402.0000,-2446.5000
1,93.9562,0.00,-172.5000,405.0000,-2445.0000
1,93.9762,1.00,-178.5000,409.5000,-2445.0000
1,93.9962,0.00,-177.0000,405.0000,-2446.5000
1,94.0162,1.00,-178.5000,406.5000,-2446.5000
1,94.0362,1.00,-174.0000,408.0000,-2445.0000
1,94.0562,0.00,-178.5000,406.5000,-2446.5000
1,94.0762,0.00,-175.5000,403.5000,-2448.0000
1,94.0962,-1.00,-174.0000,405.0000,-2448.0000
1,94.1162,-1.00,-177.0000,408.0000,-2445.0000
1,94.1362,1.00,-171.0000,406.5000,-2448.0000
1,94.1562,-1.00,-178.5000,400.5000,-2445.0000
1,94.1762,0.00,-174.0000,402.0000,-2446.5000
1,94.1962,0.00,-177.0000,405.0000,-2445.0000
1,94.2162,0.00,-172.5000,406.5000,-2445.0000
1,94.2362,0.00,-177.0000,405.0000,-2446.5000
1,94.2562,0.00,-177.0000,405.0000,-2445.0000
1,94.2762,0.00,-175.5000,403.5000,-2448.0000
1,94.2962,0.00,-175.5000,405.0000,-2445.0000
1,94.3162,0.00,-177.0000,409.5000,-2446.5000
1,94.3362,0.00,-181.5000,406.5000,-2448.0000
1,94.3562,-1.00,-172.5000,406.5000,-2445.0000
1,94.3762,-3.00,-177.0000,405.0000,-2446.5000
1,94.3962,0.00,-172.5000,406.5000,-2446.5000
1,94.4162,-1.00,-177.0000,402.0000,-2446.5000
1,94.4362,0.00,-178.5000,409.5000,-2448.0000
1,94.4562,0.00,-174.0000,409.5000,-2445.0000
1,94.4762,0.00,-175.5000,409.5000,-2445.0000
1,94.4962,-1.00,-175.5000,402.0000,-2448.0000
1,94.5162,0.00,-174.0000,405.0000,-2446.5000
1,94.5362,1.00,-175.5000,406.5000,-2446.5000
1,94.5561,1.00,-177.0000,406.5000,-2446.5000
1,94.5761,1.00,-177.0000,403.5000,-2446.5000
1,94.5961,-3.00,-178.5000,400.5000,-2448.0000
1,94.6161,2.00,-178.5000,408.0000,-2446.5000
1,94.6361,3.00,-175.5000,409.5000,-2448.0000
1,94.6561,0.00,-172.5000,409.5000,-2446.5000
1,94.6761,0.00,-174.0000,406.5000,-2445.0000
1,94.6961,0.00,-177.0000,409.5000,-2446.5000
1,94.7161,-2.00,-178.5000,405.0000,-2448.0000
1,94.7361,-3.00,-174.0000,406.5000,-2446.5000
1,94.7561,-1.00,-178.5000,406.5000,-2448.0000
1,94.7761,1.00,-181.5000,406.5000,-2445.0000
1,94.7961,0.00,-175.5000,406.5000,-2448.0000
1,94.8161,3.00,-174.0000,405.0000,-2446.5000
1,94.8361,1.00,-174.0000,403.5000,-2448.0000
1,94.8561,0.00,-172.5000,403.5000,-2446.5000
1,94.8761,0.00,-175.5000,408.0000,-2448.0000
1,94.8961,1.00,-174.0000,406.5000,-2446.5000
1,94.9161,-1.00,-174.0000,408.0000,-2448.0000
1,94.9361,0.00,-177.0000,406.5000,-2446.5000
1,94.9561,0.00,-177.0000,405.0000,-2445.0000
1,94.9761,-2.00,-175.5000,405.0000,-2448.0000
1,94.9961,2.00,-177.0000,409.5000,-2445.0000
1,95.0161,0.00,-178.5000,408.0000,-2448.0000
1,95.0361,0.00,-174.0000,405.0000,-2445.0000
1,95.0561,-1.00,-175.5000,406.5000,-2446.5000
1,95.0761,0.00,-180.0000,409.5000,-2446.5000
1,95.0961,0.00,-175.5000,405.0000,-2446.5000
1,95.1161,-1.00,-175.5000,406.5000,-2446.5000
1,95.1361,0.00,-172.5000,403.5000,-2446.5000
1,95.1560,0.00,-172.5000,403.5000,-2445.0000
1,95.1760,3.00,-178.5000,406.5000,-2446.5000
1,95.1960,-1.00,-174.0000,400.5000,-2446.5000
1,95.2160,0.00,-175.5000,409.5000,-2445.0000
1,95.2360,1.00,-177.0000,405.0000,-2445.0000
1,95.2560,1.00,-177.0000,405.0000,-2446.5000
1,95.2760,-1.00,-175.5000,405.0000,-2446.5000
1,95.2960,0.00,-177.0000,406.5000,-2445.0000
1,95.3160,2.00,-174.0000,408.0000,-2446.5000
1,95.3360,1.00,-178.5000,405.0000,-2446.5000
1,95.3560,-1.00,-178.5000,402.0000,-2446.5000
1,95.3760,0.00,-175.5000,405.0000,-2445.0000
1,95.3960,0.00,-177.0000,406.5000,-2448.0000
1,95.4160,1.00,-178.5000,406.5000,-2446.5000
1,95.4360,-1.00,-177.0000,406.5000,-2446.5000
1,95.4560,3.00,-174.0000,411.0000,-2445.0000
1,95.4760,-1.00,-175.5000,405.0000,-2446.5000
1,95.4960,1.00,-174.0000,403.5000,-2445.0000
1,95.5160,-1.00,-174.0000,403.5000,-2446.5000
1,95.5360,2.00,-177.0000,403.5000,-2446.5000
1,95.5560,0.00,-178.5000,406.5000,-2446.5000
1,95.5760,0.00,-177.0000,408.0000,-2445.0000
1,95.5960,1.00,-178.5000,405.0000,-2446.5000
1,95.6160,2.00,-178.5000,402.0000,-2445.0000
1,95.6360,-1.00,-171.0000,408.0000,-2446.5000
1,95.6560,-1.00,-175.5000,403.5000,-2446.5000
1,95.6760,-1.00,-177.0000,408.0000,-2445.0000
1,95.6960,2.00,-175.5000,408.0000,-2448.0000
1,95.7160,-1.00,-177.0000,405.0000,-2446.5000
1,95.7360,2.00,-177.0000,405.0000,-2446.5000
1,95.7559,1.00,-174.0000,403.5000,-2446.5000
1,95.7759,0.00,-177.0000,403.5000,-2445.0000
1,95.7959,-3.00,-177.0000,405.0000,-2446.5000
1,95.8159,0.00,-172.5000,405.0000,-2446.5000
1,95.8359,3.00,-174.0000,411.0000,-2446.5000
1,95.8559,0.00,-177.0000,406.5000,-2448.0000
1,95.8759,0.00,-174.0000,406.5000,-2448.0000
1,95.8959,2.00,-177.0000,409.5000,-2443.5000
1,95.9159,0.00,-172.5000,406.5000,-2446.5000
1,95.9359,0.00,-175.5000,408.0000,-2446.5000
1,95.9559,-1.00,-175.5000,408.0000,-2446.5000
1,95.9759,0.00,-177.0000,403.5000,-2445.0000
1,95.9959,0.00,-175.5000,403.5000,-2445.0000
1,96.0159,0.00,-177.0000,405.0000,-2446.5000
1,96.0359,-1.00,-172.5000,405.0000,-2446.5000
1,96.0559,0.00,-175.5000,405.0000,-2448.0000
1,96.0759,0.00,-174.0000,406.5000,-2445.0000
1,96.0959,4.00,-175.5000,405.0000,-2446.5000
1,96.1159,0.00,-178.5000,409.5000,-2445.0000
1,96.1359,-1.00,-174.0000,408.0000,-2446.5000
1,96.1559,-1.00,-175.5000,406.5000,-2448.0000
1,96.1759,0.00,-178.5000,405.0000,-2445.0000
1,96.1959,-1.00,-177.0000,403.5000,-2446.5000
1,96.2159,-1.00,-178.5000,409.5000,-2446.5000
1,96.2359,2.00,-172.5000,405.0000,-2443.5000
1,96.2559,0.00,-174.0000,405.0000,-2446.5000
1,96.2759,0.00,-174.0000,405.0000,-2445.0000
1,96.2959,0.00,-175.5000,406.5000,-2448.0000
1,96.3159,-1.00,-169.5000,406.5000,-2446.5000
1,96.3358,0.00,-177.0000,408.0000,-2446.5000
1,96.3558,-1.00,-175.5000,409.5000,-2445.0000
1,96.3758,2.00,-174.0000,403.5000,-2445.0000
1,96.3958,-1.00,-175.5000,402.0000,-2446.5000
1,96.4158,0.00,-177.0000,405.0000,-2446.5000
1,96.4358,-1.00,-174.0000,402.0000,-2446.5000
1,96.4558,-1.00,-178.5000,406.5000,-2446.5000
1,96.4758,0.00,-178.5000,408.0000,-2446.5000
1,96.4958,-1.00,-174.0000,403.5000,-2445.0000
1,96.5158,2.00,-178.5000,405.0000,-2448.0000
1,96.5358,-2.00,-178.5000,409.5000,-2446.5000
1,96.5558,0.00,-175.5000,406.5000,-2448.0000
1,96.5758,2.00,-178.5000,402.0000,-2446.5000
1,96.5958,0.00,-175.5000,406.5000,-2446.5000
1,96.6158,0.00,-178.5000,405.0000,-2445.0000
1,96.6358,0.00,-175.5000,406.5000,-2445.0000
1,96.6558,0.00,-174.0000,403.5000,-2446.5000
1,96.6758,0.00,-175.5000,405.0000,-2448.0000
