<<<<<<< HEAD
Data[0],Time,Force,Mag_ave,Accel_ave,Gyro_ave,Class
1,2.78,1,111.5,0.420766667,-0.3662,1
1,2.8,0,109.5,0.421933333,-0.8138,1
1,2.82,2,111.5,0.4241,-0.345866667,1
1,2.84,-3,109,0.423933333,-0.1831,1
1,2.86,2,111.5,0.4188,0.9969,1
1,2.88,4,108,0.431766667,2.380366667,1
1,2.9,2,112,0.4198,3.356933333,1
1,2.92,3,112,0.4126,3.031433333,1
1,2.94,2,110,0.415333333,2.400733333,1
1,2.96,2,110.5,0.414466667,1.098633333,1
1,2.98,1,111.5,0.409433333,-0.0407,1
1,3,4,107.5,0.411133333,0.122066667,1
1,3.02,3,111,0.4069,0.366233333,1
1,3.04,0,110,0.41,1.342766667,1
1,3.06,0,112,0.4144,2.950033333,1
1,3.08,3,112.5,0.3989,1.9124,1
1,3.1,4,110.5,0.433166667,2.746566667,1
1,3.12,2,113,0.410233333,1.770033333,1
1,3.14,0,110.5,0.387366667,0.203466667,1
1,3.16,0,110.5,0.417666667,0.488266667,1
1,3.18,3,112.5,0.396566667,-1.159666667,1
1,3.2,0,110.5,0.4034,-0.712066667,1
1,3.22,3,111,0.397266667,-0.386566667,1
1,3.24,4,114,0.4069,-1.119,1
1,3.26,3,110.5,0.400866667,-0.8138,1
1,3.28,2,111,0.393566667,0.4069,1
1,3.3,0,112.5,0.396366667,0.5086,1
1,3.32,4,110.5,0.402066667,0.549333333,1
1,3.34,2,110,0.388766667,0.2238,1
1,3.36,3,110,0.3945,0.264466667,1
1,3.38,2,113,0.3934,0.0407,1
1,3.4,5,110.5,0.395266667,0.203433333,1
1,3.42,1,112,0.4047,0.9969,1
1,3.44,2,111,0.393533333,-0.244133333,1
1,3.46,-5,114,0.3942,0,1
1,3.48,2,114,0.391833333,-0.793466667,1
1,3.5,4,113,0.393233333,-0.59,1
1,3.52,1,111.5,0.393,-0.793466667,1
1,3.54,2,112,0.3954,-1.139333333,1
1,3.56,2,113,0.388966667,-0.386566667,1
1,3.58,2,112.5,0.397333333,-1.118966667,1
1,3.6,3,111.5,0.387733333,-0.0407,1
1,3.62,4,111,0.394133333,-0.142433333,1
1,3.64,3,109,0.390766667,0.3052,1
1,3.66,2,112.5,0.390466667,0.4883,1
1,3.68,3,112.5,0.3898,0.752766667,1
1,3.7,3,111,0.391333333,0.59,1
1,3.72,1,110.5,0.388333333,0.325533333,1
1,3.74,4,112.5,0.388466667,0.1017,1
1,3.76,1,114.5,0.384366667,0.0407,1
1,3.78,1,112.5,0.392933333,0.1424,1
1,3.8,4,111.5,0.386166667,-0.345866667,1
1,3.82,0,113,0.389033333,0.0407,1
1,3.84,1,113.5,0.386766667,-0.040666667,1
1,3.86,0,113.5,0.386533333,-0.1831,1
1,3.88,1,110,0.389766667,0.061033333,1
1,3.9,1,113,0.3862,-0.325533333,1
1,3.92,3,113.5,0.387633333,-0.1831,1
1,3.94,2,113,0.388733333,0.061033333,1
1,3.96,4,113.5,0.383466667,-0.3052,1
1,3.98,0,109.5,0.387366667,0.122066667,1
1,4,1,112.5,0.3886,-0.447566667,1
1,4.02,0,112.5,0.387766667,0.4476,1
1,4.04,2,113.5,0.384533333,-0.305166667,1
1,4.06,3,113.5,0.386366667,0.284833333,1
1,4.08,2,112,0.385666667,-0.2238,1
1,4.1,3,114.5,0.3867,0.203466667,1
1,4.12,0,111.5,0.382333333,-0.020333333,1
1,4.14,1,111,0.389533333,0.488266667,1
1,4.16,4,115,0.3842,0.061033333,1
1,4.18,0,111,0.3839,0.3052,1
1,4.2,3,113.5,0.3826,-0.0407,1
1,4.22,4,114.5,0.384933333,0.183066667,1
1,4.24,2,112.5,0.384666667,0.122066667,1
1,4.26,3,111,0.385,0.061,1
1,4.28,4,110.5,0.382466667,0.081366667,1
1,4.3,1,113.5,0.3851,0.0407,1
1,4.32,1,115.5,0.383366667,0.142433333,1
1,4.34,0,111.5,0.386566667,0.040666667,1
1,4.36,2,111.5,0.382866667,0.203466667,1
1,4.38,1,112,0.3822,-0.061066667,1
1,4.4,3,112,0.384233333,0.162766667,1
1,4.42,4,114,0.383766667,0.061033333,1
1,4.44,1,114,0.383033333,-0.162766667,1
1,4.46,3,112,0.3841,0.2238,1
1,4.48,1,113,0.380166667,-0.122066667,1
1,4.5,2,114,0.386666667,0.305166667,1
1,4.52,4,112.5,0.377933333,-0.264466667,1
1,4.54,1,113,0.3869,-0.020333333,1
1,4.56,2,111,0.3794,0.061033333,1
1,4.58,1,111.5,0.386033333,0.162733333,1
1,4.6,4,111.5,0.378733333,0.183133333,1
1,4.62,3,115,0.385033333,0.244133333,1
1,4.64,1,112.5,0.382733333,0.061033333,1
1,4.66,3,112.5,0.381166667,0.4069,1
1,4.68,4,114,0.3806,0.203433333,1
1,4.7,3,113,0.381866667,0.203466667,1
1,4.72,2,113,0.382366667,-5.228666667,1
1,4.74,2,114.5,0.381233333,0.0407,1
1,4.76,3,112.5,0.381633333,-0.0407,1
1,4.78,0,111,0.383266667,0.081366667,1
1,4.8,1,113,0.380266667,-0.101733333,1
1,4.82,2,112.5,0.382066667,0.3662,1
1,4.84,1,111.5,0.382733333,0.2645,1
1,4.86,1,112.5,0.3907,-0.325533333,1
1,4.88,1,112.5,0.381466667,0.915533333,1
1,4.9,-1,113.5,0.3774,0.8952,1
1,4.92,2,111,0.382066667,1.505533333,1
1,4.94,2,112.5,0.371233333,2.3397,1
1,4.96,4,113,0.377533333,3.234833333,1
1,4.98,2,111.5,0.372266667,4.028333333,1
1,5,1,117,0.373333333,4.1504,1
1,5.02,3,112,0.377066667,4.455566667,1
1,5.04,1,113.5,0.3726,4.760766667,1
1,5.06,1,112,0.370866667,6.245933333,1
1,5.08,2,111,0.3731,6.4087,1
1,5.1,1,113,0.376233333,7.303866667,1
1,5.12,4,113.5,0.371166667,9.684233333,1
1,5.14,0,114,0.3582,8.2601,1
1,5.16,0,113,0.3647,8.341466667,1
1,5.18,2,113.5,0.365333333,1.9938,1
1,5.2,3,115,0.3695,-8.9315,1
1,5.22,2,113,0.373666667,-26.91653333,1
1,5.24,2,112.5,0.377133333,-33.8745,1
1,5.26,3,110,0.392433333,-33.1014,1
1,5.28,3,110.5,0.387266667,-33.6507,1
1,5.3,1,109.5,0.4159,-33.36586667,1
1,5.32,2,109.5,0.420166667,-28.84926667,1
1,5.34,2,110.5,0.422866667,-18.00536667,1
1,5.36,2,109.5,0.421766667,-7.914233333,1
1,5.38,2,110,0.416533333,0.935866667,1
1,5.4,4,110.5,0.427966667,4.292833333,1
1,5.42,3,112,0.419933333,1.505533333,1
1,5.44,2,110,0.431233333,-4.6997,1
1,5.46,3,109.5,0.4378,-7.242833333,1
1,5.48,2,107.5,0.4362,-10.7625,1
1,5.5,4,109,0.4371,-7.792166667,1
1,5.52,1,109,0.4356,-5.411766667,1
1,5.54,3,108.5,0.4478,-3.8859,1
1,5.56,2,111,0.435866667,-3.2145,1
1,5.58,3,108,0.430766667,-9.053533333,1
1,5.6,4,110,0.444333333,-7.893866667,1
1,5.62,-2,109,0.434033333,-11.08806667,1
1,5.64,2,108,0.434466667,-11.59666667,1
1,5.66,2,107,0.448633333,-11.23046667,1
1,5.68,1,109.5,0.444033333,-12.43083333,1
1,5.7,2,108,0.4566,-5.188,1
1,5.72,1,106,0.4493,-2.726233333,1
1,5.74,2,109,0.4445,0.142433333,1
1,5.76,1,108,0.4449,4.170766667,1
1,5.78,2,108,0.446166667,7.792166667,1
1,5.8,3,107,0.4353,11.55596667,1
1,5.82,3,110,0.4501,17.08986667,1
1,5.84,2,108.5,0.442,17.4357,1
1,5.86,2,108.5,0.4311,25.16683333,1
1,5.88,1,108.5,0.430333333,35.68523333,1
1,5.9,3,108.5,0.438066667,29.74446667,1
1,5.92,1,109.5,0.423566667,20.60953333,1
1,5.94,1,110.5,0.415933333,8.544933333,1
1,5.96,2,110,0.416633333,5.655933333,1
1,5.98,2,111,0.4133,4.313166667,1
1,6,1,110.5,0.413433333,1.464833333,1
1,6.02,8,112.5,0.416733333,0.630733333,1
1,6.04,3,109.5,0.4148,0.427233333,1
1,6.06,1,110.5,0.414033333,-0.9766,1
1,6.08,3,111.5,0.4128,-1.607266667,1
1,6.1,-3,111,0.414866667,-1.2207,1
1,6.12,0,112,0.4201,-1.139333333,1
1,6.14,-1,111.5,0.415266667,-2.339666667,1
1,6.16,3,113,0.410866667,-2.278633333,1
1,6.18,1,113,0.4167,-1.444466667,1
1,6.2,0,111.5,0.420033333,-1.831033333,1
1,6.22,3,110,0.4107,-0.712066667,1
1,6.24,2,110,0.410266667,-0.549333333,1
1,6.26,1,111.5,0.416933333,-0.142433333,1
1,6.28,3,111.5,0.4107,-0.1831,1
1,6.3,1,112,0.410666667,0.6714,1
1,6.32,3,110,0.413433333,1.4852,1
1,6.34,1,109,0.411,2.136233333,1
1,6.36,1,111.5,0.4124,2.9907,1
1,6.38,1,111,0.414433333,3.234866667,1
1,6.4,1,111.5,0.4038,2.0345,1
1,6.42,3,109.5,0.4112,2.299,1
1,6.44,2,110.5,0.429066667,5.3711,1
1,6.46,2,111,0.417866667,3.458666667,1
1,6.48,1,111,0.417733333,1.4445,1
1,6.5,1,111,0.406333333,4.679366667,1
1,6.52,1,110,0.401666667,0.671366667,1
1,6.54,3,110.5,0.408166667,1.057933333,1
1,6.56,1,111,0.406166667,0.061,1
1,6.58,3,108.5,0.4031,1.281733333,1
1,6.6,0,111.5,0.4069,0.9766,1
1,6.62,2,111,0.410533333,0.7528,1
1,6.64,2,110,0.405,0.122066667,1
1,6.66,1,112.5,0.404633333,-0.528966667,1
1,6.68,4,111.5,0.411366667,-0.488266667,1
1,6.7,0,108.5,0.4043,-1.6683,1
1,6.72,2,112,0.4118,0.834166667,1
1,6.74,2,111,0.4198,2.868666667,1
1,6.76,3,109,0.404266667,3.417966667,1
1,6.78,4,111.5,0.416766667,4.4352,1
1,6.8,-1,109,0.409866667,5.716933333,1
1,6.82,1,110.5,0.426,5.6356,1
1,6.84,6,112,0.3967,5.859366667,1
1,6.86,3,108.5,0.413066667,3.865566667,1
1,6.88,3,111.5,0.418066667,4.598,1
1,6.9,2,111,0.449633333,3.7028,1
1,6.92,1,111,0.4075,-2.197233333,1
1,6.94,-3,109.5,0.4244,0.712066667,1
1,6.96,0,110,0.400366667,-1.8107,1
1,6.98,4,110,0.4283,-3.255233333,1
1,7,1,110,0.418166667,-13.5498,1
1,7.02,3,109.5,0.409966667,-26.26543333,1
1,7.04,5,110,0.421,-39.36766667,1
1,7.06,3,110.5,0.4255,-31.779,1
1,7.08,1,110,0.446233333,-25.9603,1
1,7.1,2,110,0.418933333,-29.2155,1
1,7.12,3,109,0.401466667,-30.4769,1
1,7.14,2,109.5,0.428266667,-26.38753333,1
1,7.16,-2,110.5,0.452066667,-17.51706667,1
1,7.18,2,106,0.4375,-12.51216667,1
1,7.2,3,109,0.4262,-5.452466667,1
1,7.22,2,108.5,0.4307,3.682433333,1
1,7.24,2,110,0.419966667,4.7404,1
1,7.26,2,109.5,0.4236,7.0394,1
1,7.28,3,108.5,0.434133333,5.493166667,1
1,7.3,4,110,0.4311,5.879733333,1
1,7.32,2,110.5,0.420166667,6.062833333,1
1,7.34,3,111,0.4215,6.388333333,1
1,7.36,4,111.5,0.427766667,5.7373,1
1,7.38,1,110,0.4226,2.461766667,1
1,7.4,5,111.5,0.4209,1.790366667,1
1,7.42,3,110,0.413933333,2.217633333,1
1,7.44,2,110,0.417366667,3.2552,1
1,7.46,-2,108.5,0.417166667,3.641766667,1
1,7.48,3,110.5,0.427266667,4.3335,1
1,7.5,1,109.5,0.4238,3.6011,1
1,7.52,-1,112,0.425033333,3.0314,1
1,7.54,2,109.5,0.423466667,2.197266667,1
1,7.56,4,110,0.413933333,-1.017266667,1
1,7.58,0,109,0.435366667,-1.6276,1
1,7.6,3,109.5,0.4431,-4.8828,1
1,7.62,-3,110.5,0.412166667,-0.305166667,1
1,7.64,4,111,0.4002,1.444466667,1
1,7.66,6,109,0.395533333,2.0345,1
1,7.68,0,108.5,0.408733333,2.5228,1
1,7.7,2,109.5,0.424833333,1.973466667,1
1,7.72,1,108,0.4173,2.2583,1
1,7.74,3,108,0.422633333,2.461766667,1
1,7.76,3,109,0.4122,2.136233333,1
1,7.78,2,109.5,0.414933333,1.464866667,1
1,7.8,2,111,0.4207,0.2645,1
1,7.82,3,112.5,0.4279,0.386533333,1
1,7.84,2,110,0.422033333,-0.162766667,1
1,7.86,3,110.5,0.4235,2.1769,1
1,7.88,2,109,0.407533333,4.679366667,1
1,7.9,1,108,0.434133333,2.9297,1
1,7.92,-2,108.5,0.411433333,3.6621,1
1,7.94,2,110,0.428033333,1.4445,1
1,7.96,3,110.5,0.411166667,-1.241033333,1
1,7.98,1,109.5,0.417166667,0.284833333,1
1,8,2,110.5,0.420133333,1.5259,1
1,8.02,4,109.5,0.4156,1.017266667,1
1,8.04,1,110.5,0.420933333,1.057933333,1
1,8.06,2,108.5,0.422233333,0.8545,1
1,8.08,1,109.5,0.412733333,0.386566667,1
1,8.1,2,110,0.423866667,1.6276,1
1,8.12,4,110,0.4096,-0.0814,1
1,8.14,1,110,0.412066667,0.610366667,1
1,8.16,2,111.5,0.4112,-0.061066667,1
1,8.18,2,109.5,0.416566667,0.610333333,1
1,8.2,3,108,0.4128,0.244133333,1
1,8.22,4,108,0.4175,0.345866667,1
1,8.24,0,109,0.4139,-0.142433333,1
1,8.26,2,109.5,0.417133333,0.162766667,1
1,8.28,-2,110.5,0.414966667,0.386566667,1
1,8.3,-4,110.5,0.411666667,0.020333333,1
1,8.32,4,110,0.409233333,0.2238,1
1,8.34,2,110.5,0.412733333,0.122066667,1
1,8.36,2,109,0.4133,0.183066667,1
1,8.38,0,109,0.4204,0.7731,1
1,8.4,0,109,0.4052,0.2238,1
1,8.42,2,108,0.417133333,0.528966667,1
1,8.44,-2,110.5,0.405833333,0.142433333,1
1,8.46,3,109.5,0.4112,-0.264466667,1
1,8.48,1,111.5,0.415433333,0.325533333,1
1,8.5,-1,111,0.410033333,-0.081366667,1
1,8.52,3,109,0.410266667,0.162766667,1
1,8.54,-3,112.5,0.410833333,0.8545,1
1,8.56,0,110,0.404666667,0.4069,1
1,8.58,4,109,0.413433333,0.7528,1
1,8.6,3,109.5,0.405033333,0.4476,1
1,8.62,3,108.5,0.414066667,1.017233333,1
1,8.64,2,109.5,0.405666667,0.122066667,1
1,8.66,2,111,0.412866667,0.447566667,1
1,8.68,4,112,0.411,-0.203466667,1
1,8.7,2,110.5,0.408433333,0.305166667,1
1,8.72,2,110,0.409966667,-0.447566667,1
1,8.74,3,109.5,0.406,-0.020366667,1
1,8.76,2,110.5,0.405766667,-0.732433333,1
1,8.78,3,108.5,0.415733333,0.040666667,1
1,8.8,3,113.5,0.406233333,-0.773133333,1
1,8.82,3,109.5,0.407066667,-3.70E-17,1
1,8.84,2,111.5,0.403966667,-0.956233333,1
1,8.86,-1,109,0.4027,-0.976566667,1
1,8.88,2,110.5,0.410233333,-0.630666667,1
1,8.9,1,110,0.4078,-0.427266667,1
1,8.92,1,110,0.402733333,0.467933333,1
1,8.94,-2,108,0.403366667,0.142433333,1
1,8.96,0,108,0.408666667,0.732433333,1
1,8.98,3,109.5,0.3989,0.2645,1
1,9,1,110,0.4064,0.244133333,1
1,9.02,2,111,0.406966667,0.854466667,1
1,9.04,4,112,0.402033333,0.203466667,1
1,9.06,1,110,0.402033333,0.122066667,1
1,9.08,3,109,0.407533333,0.427233333,1
1,9.1,0,111,0.4,0.0407,1
1,9.12,3,109.5,0.406066667,0.0814,1
1,9.14,3,108,0.401733333,-0.1831,1
1,9.16,0,110.5,0.404833333,0.061033333,1
1,9.18,4,110,0.401866667,0.3662,1
1,9.2,3,111,0.4021,0.345866667,1
1,9.22,3,109.5,0.402366667,0.3662,1
1,9.24,3,110,0.406133333,0.345866667,1
1,9.26,0,110,0.407333333,-0.040666667,1
1,9.28,2,111,0.399133333,0.061066667,1
1,9.3,0,111,0.403266667,0.101733333,1
1,9.32,-2,110.5,0.4011,0.122033333,1
1,9.34,3,109.5,0.401433333,0.467933333,1
1,9.36,1,111,0.401366667,-0.284833333,1
1,9.38,2,108,0.403966667,-0.142433333,1
1,9.4,-3,110.5,0.400533333,0.1831,1
1,9.42,-2,111.5,0.4016,-0.264466667,1
1,9.44,4,111,0.402966667,0.284833333,1
1,9.46,-3,110,0.4002,5.045566667,1
1,9.48,2,111.5,0.399966667,-0.366233333,1
1,9.5,3,111,0.403033333,0.1831,1
1,9.52,2,111,0.3999,-0.020333333,1
1,9.54,2,112.5,0.403066667,-0.122066667,1
1,9.56,4,111,0.399666667,-0.162766667,1
1,9.58,3,111,0.4056,0.244133333,1
1,9.6,3,111.5,0.4021,-0.4476,1
1,9.62,2,112.5,0.3953,0.325533333,1
1,9.64,2,113,0.409433333,0.101733333,1
1,9.66,3,111.5,0.399866667,0.406933333,1
1,9.68,2,111,0.407366667,-0.0814,1
1,9.7,3,109.5,0.399066667,-0.203466667,1
1,9.72,3,112.5,0.403766667,0.2645,1
1,9.74,3,110.5,0.412233333,0.4476,1
1,9.76,2,111.5,0.4005,-0.142433333,1
1,9.78,2,109,0.404966667,0.549333333,1
1,9.8,4,111.5,0.400833333,0.040666667,1
1,9.82,4,110,0.401333333,-0.040666667,1
1,9.84,2,110,0.407733333,0.162733333,1
1,9.86,3,111.5,0.3996,-0.264466667,1
1,9.88,-1,109,0.403833333,0.467966667,1
1,9.9,3,110,0.400833333,-0.0814,1
1,9.92,-2,111.5,0.401866667,-0.020366667,1
1,9.94,2,110.5,0.403566667,0.061033333,1
1,9.96,3,110.5,0.4017,0.3052,1
1,9.98,2,111.5,0.4057,0.2238,1
1,10,3,109,0.4,-0.061033333,1
1,10.02,0,111,0.4053,0.101733333,1
1,10.04,1,110.5,0.397433333,-0.345866667,1
1,10.06,3,111.5,0.4033,-0.0407,1
1,10.08,1,110.5,0.4047,0.1831,1
1,10.1,1,109,0.3987,0.162766667,1
1,10.12,3,109,0.407833333,4.63E-18,1
1,10.14,1,112,0.402266667,-0.0814,1
1,10.16,-3,110.5,0.4048,0.0814,1
1,10.18,0,111.5,0.401033333,0.244166667,1
1,10.2,2,109,0.3999,0.0407,1
1,10.22,0,112,0.404133333,-0.061,1
1,10.24,-2,112,0.403466667,0.061033333,1
1,10.26,2,111,0.4032,-0.1628,1
1,10.28,2,111.5,0.393533333,-0.203433333,1
1,10.3,3,109,0.403233333,-0.020366667,1
1,10.32,5,111.5,0.404666667,-0.1831,1
1,10.34,0,110,0.398966667,-0.081366667,1
1,10.36,3,108.5,0.402866667,0.020333333,1
1,10.38,1,110.5,0.401066667,-0.162766667,1
1,10.4,3,109.5,0.404166667,0.101733333,1
1,10.42,2,110,0.402633333,-0.040666667,1
1,10.44,4,110,0.401866667,-0.284833333,1
1,10.46,1,110.5,0.4032,-0.020366667,1
1,10.48,4,111,0.4027,0.061033333,1
1,10.5001,0,109.5,0.400666667,-0.203433333,1
1,10.5201,2,110,0.404233333,0.284833333,1
1,10.5401,3,110,0.400333333,0.0407,1
1,10.5601,1,111,0.404833333,0.345866667,1
1,10.5801,6,110,0.400533333,-0.183066667,1
1,10.6001,0,111,0.405566667,0.142433333,1
1,10.6201,2,109.5,0.401533333,0.101733333,1
1,10.6401,4,110.5,0.404466667,0.020366667,1
1,10.6601,2,108.5,0.400766667,-2.2583,1
1,10.6801,2,111,0.402266667,-6.5104,1
1,10.7001,3,110.5,0.415166667,-11.71876667,1
1,10.7201,2,112.5,0.410733333,-15.1774,1
1,10.7401,0,110.5,0.4229,-15.01463333,1
1,10.7601,2,111,0.415966667,-13.16323333,1
1,10.7801,2,108.5,0.4121,-23.41713333,1
1,10.8001,4,108.5,0.427566667,-17.5781,1
1,10.8201,2,110.5,0.433833333,-14.83156667,1
1,10.8401,3,109,0.430566667,-7.080066667,1
1,10.8601,2,107,0.432133333,3.458666667,1
1,10.8801,1,110.5,0.4192,17.59843333,1
1,10.9001,2,108.5,0.432233333,40.10006667,1
1,10.9201,2,107,0.4196,57.45443333,1
1,10.9401,2,108.5,0.4018,41.21906667,1
1,10.9601,-1,111,0.381766667,19.6126,1
1,10.9801,0,111.5,0.3872,17.19156667,1
1,11.0001,2,112.5,0.383933333,13.9974,1
1,11.0201,-2,111,0.3816,11.16943333,1
1,11.0401,4,110,0.379933333,11.39323333,1
1,11.0601,3,112,0.372433333,10.27426667,1
1,11.0801,2,112.5,0.3736,10.90493333,1
1,11.1001,3,113.5,0.370266667,10.7422,1
1,11.1201,4,114,0.363066667,11.96286667,1
1,11.1401,0,113,0.358466667,10.68113333,1
1,11.1601,2,111.5,0.355733333,7.6701,1
1,11.1801,4,113,0.353066667,4.435233333,1
1,11.2001,3,111,0.351366667,-1.708966667,1
1,11.2201,4,113,0.3435,-1.424166667,1
