Data[0],Time,Force,Mag,Accel,Gyro
1,10.2800,6.00,24.0000,0.8103,-0.1831
1,10.3000,5.00,27.0000,0.8101,-0.1831
1,10.3200,7.00,27.0000,0.8103,-0.1831
1,10.3400,7.00,22.5000,0.8098,-0.2441
1,10.3600,7.00,22.5000,0.8110,-0.1831
1,10.3800,6.00,22.5000,0.8104,-0.1831
1,10.4000,6.00,24.0000,0.8094,-0.1831
1,10.4200,6.00,19.5000,0.8099,-0.1831
1,10.4400,6.00,24.0000,0.8104,-0.1831
1,10.4600,6.00,21.0000,0.8112,-0.1831
1,10.4800,7.00,19.5000,0.8099,-0.1831
1,10.5001,7.00,24.0000,0.8099,-0.1831
1,10.5201,7.00,22.5000,0.8112,-0.1831
1,10.5401,7.00,25.5000,0.8107,-0.1831
1,10.5601,7.00,19.5000,0.8098,-0.1831
1,10.5801,3.00,22.5000,0.8099,-0.1831
1,10.6001,11.00,24.0000,0.8109,-0.1831
1,10.6201,6.00,24.0000,0.8098,-0.1831
1,10.6401,9.00,27.0000,0.8105,-0.1831
1,10.6601,6.00,27.0000,0.8101,-0.1831
1,10.6801,5.00,25.5000,0.8107,-0.1831
1,10.7001,8.00,22.5000,0.8103,-0.1831
1,10.7201,7.00,21.0000,0.8108,-0.1831
1,10.7401,6.00,22.5000,0.8107,-0.2441
1,10.7601,8.00,25.5000,0.8102,-0.1831
1,10.7801,8.00,24.0000,0.8109,-0.1831
1,10.8001,6.00,22.5000,0.8101,-0.1831
1,10.8201,7.00,25.5000,0.8103,-0.1831
1,10.8401,4.00,21.0000,0.8112,-0.1831
1,10.8601,5.00,22.5000,0.8114,-0.1831
1,10.8801,6.00,22.5000,0.8104,-0.1831
1,10.9001,7.00,25.5000,0.8113,-0.1831
1,10.9201,6.00,25.5000,0.8101,-0.1831
1,10.9401,7.00,30.0000,0.8114,-0.1831
1,10.9601,6.00,22.5000,0.8105,-0.1831
1,10.9801,6.00,22.5000,0.8103,-0.1221
1,11.0001,8.00,21.0000,0.8097,-0.1831
1,11.0201,8.00,19.5000,0.8103,-0.1831
1,11.0401,7.00,22.5000,0.8105,-0.2441
1,11.0601,6.00,25.5000,0.8099,-0.1831
1,11.0801,8.00,24.0000,0.8102,-0.1831
1,11.1001,7.00,22.5000,0.8104,-0.1221
1,11.1201,5.00,25.5000,0.8105,-0.1831
1,11.1401,8.00,25.5000,0.8097,-0.1831
1,11.1601,6.00,25.5000,0.8104,-0.1831
1,11.1801,7.00,21.0000,0.8101,-0.1831
1,11.2001,5.00,25.5000,0.8098,-0.1831
1,11.2201,9.00,24.0000,0.8102,-0.1831
1,11.2401,7.00,22.5000,0.8102,-0.1831
1,11.2601,8.00,30.0000,0.8103,-0.1831
1,11.2801,9.00,22.5000,0.8102,-0.1831
1,11.3001,7.00,21.0000,0.8102,-0.1831
1,11.3201,6.00,22.5000,0.8102,-0.1831
1,11.3401,7.00,24.0000,0.8093,-0.1831
1,11.3601,5.00,25.5000,0.8102,-0.1831
1,11.3801,7.00,19.5000,0.8102,-0.1831
1,11.4001,5.00,21.0000,0.8102,-0.1831
1,11.4201,6.00,25.5000,0.8101,-0.1831
1,11.4401,6.00,21.0000,0.8108,-0.1831
1,11.4601,7.00,24.0000,0.8103,-0.1831
1,11.4801,8.00,24.0000,0.8103,-0.1831
1,11.5001,7.00,28.5000,0.8107,-0.1831
1,11.5201,7.00,21.0000,0.8102,-0.1831
1,11.5401,6.00,25.5000,0.8105,-0.1221
1,11.5601,7.00,22.5000,0.8099,-0.1831
1,11.5801,6.00,28.5000,0.8102,-0.1831
1,11.6001,3.00,27.0000,0.8097,-0.1831
1,11.6201,7.00,19.5000,0.8103,-0.1831
1,11.6401,7.00,24.0000,0.8109,-0.1831
1,11.6601,3.00,22.5000,0.8094,-0.1831
1,11.6801,8.00,30.0000,0.8107,-0.1831
1,11.7001,4.00,25.5000,0.8099,-0.1831
1,11.7201,7.00,25.5000,0.8104,-0.1831
1,11.7401,6.00,30.0000,0.8101,-0.1221
1,11.7601,7.00,27.0000,0.8101,-0.1831
1,11.7801,4.00,22.5000,0.8101,-0.1831
1,11.8001,10.00,31.5000,0.8103,-0.2441
1,11.8201,7.00,22.5000,0.8098,-0.1831
1,11.8401,7.00,24.0000,0.8110,-0.1831
1,11.8601,6.00,19.5000,0.8102,-0.1831
1,11.8801,6.00,24.0000,0.8104,-0.1831
1,11.9001,5.00,25.5000,0.8096,-0.1831
1,11.9201,6.00,22.5000,0.8104,-0.1831
1,11.9401,6.00,24.0000,0.8105,-0.1831
1,11.9601,8.00,27.0000,0.8105,-0.1831
1,11.9801,6.00,21.0000,0.8094,-0.1221
1,12.0001,8.00,24.0000,0.8096,-0.1831
1,12.0201,6.00,22.5000,0.8108,-0.1831
1,12.0401,5.00,28.5000,0.8097,-0.1221
1,12.0601,8.00,25.5000,0.8099,-0.1831
1,12.0801,7.00,22.5000,0.8102,-0.1831
1,12.1001,5.00,27.0000,0.8108,-0.2441
1,12.1201,7.00,24.0000,0.8108,-0.1831
1,12.1401,5.00,24.0000,0.8108,-0.1831
1,12.1601,7.00,27.0000,0.8096,-0.1831
1,12.1801,6.00,25.5000,0.8099,-0.1831
1,12.2001,6.00,25.5000,0.8110,-0.1831
1,12.2201,7.00,25.5000,0.8097,-0.1831
1,12.2401,6.00,22.5000,0.8104,-0.1831
1,12.2601,7.00,25.5000,0.8103,-0.1831
1,12.2801,6.00,21.0000,0.8099,-0.1831
1,12.3001,5.00,27.0000,0.8101,-0.1831
1,12.3201,6.00,21.0000,0.8103,-0.1831
1,12.3401,6.00,27.0000,0.8109,-0.1831
1,12.3601,6.00,24.0000,0.8108,-0.1831
1,12.3801,7.00,24.0000,0.8110,-0.1831
1,12.4001,7.00,24.0000,0.8096,-0.2441
1,12.4201,6.00,21.0000,0.8109,-0.1831
1,12.4401,7.00,25.5000,0.8103,-0.2441
1,12.4601,8.00,25.5000,0.8104,-0.1831
1,12.4801,4.00,25.5000,0.8113,-0.1831
1,12.5001,7.00,21.0000,0.8102,-0.1831
1,12.5201,7.00,22.5000,0.8101,-0.1221
1,12.5401,11.00,30.0000,0.8099,-0.1831
1,12.5601,7.00,22.5000,0.8098,-0.1831
1,12.5801,6.00,28.5000,0.8102,-0.1831
1,12.6001,5.00,22.5000,0.8102,-0.1831
1,12.6201,5.00,25.5000,0.8104,-0.1831
1,12.6401,10.00,25.5000,0.8097,-0.1831
1,12.6601,6.00,25.5000,0.8108,-0.1831
1,12.6801,6.00,22.5000,0.8099,-0.1831
1,12.7001,5.00,24.0000,0.8105,-0.1831
1,12.7201,5.00,24.0000,0.8110,-0.1831
1,12.7401,8.00,24.0000,0.8090,-0.1831
1,12.7601,6.00,24.0000,0.8108,-0.1831
1,12.7801,6.00,24.0000,0.8103,-0.1831
1,12.8001,7.00,22.5000,0.8107,-0.1221
1,12.8201,5.00,25.5000,0.8103,-0.1831
1,12.8401,7.00,24.0000,0.8098,-0.1831
1,12.8601,5.00,22.5000,0.8112,-0.1831
1,12.8801,6.00,18.0000,0.8108,-0.1831
1,12.9001,9.00,25.5000,0.8108,-0.2441
1,12.9201,5.00,27.0000,0.8102,-0.1831
1,12.9401,7.00,21.0000,0.8105,-0.1831
1,12.9601,5.00,22.5000,0.8112,-0.1831
1,12.9801,5.00,21.0000,0.8104,-0.1831
1,13.0001,6.00,22.5000,0.8107,-0.1221
1,13.0201,5.00,28.5000,0.8097,-0.2441
1,13.0401,5.00,22.5000,0.8107,-0.1831
1,13.0601,6.00,25.5000,0.8102,-0.1831
1,13.0801,7.00,22.5000,0.8105,-0.1831
1,13.1001,6.00,22.5000,0.8101,-0.1831
1,13.1201,8.00,25.5000,0.8105,-0.1831
1,13.1401,8.00,22.5000,0.8099,-0.1221
1,13.1601,7.00,22.5000,0.8103,-0.1831
1,13.1801,8.00,22.5000,0.8108,-0.1221
1,13.2001,6.00,24.0000,0.8099,-0.1831
1,13.2201,6.00,27.0000,0.8116,-0.1831
1,13.2401,7.00,27.0000,0.8101,-0.1831
1,13.2601,5.00,19.5000,0.8108,-0.1831
1,13.2801,6.00,27.0000,0.8104,-0.1831
1,13.3001,6.00,22.5000,0.8092,-0.1831
1,13.3201,10.00,24.0000,0.8098,-0.2441
1,13.3401,6.00,22.5000,0.8099,-0.1831
1,13.3601,5.00,27.0000,0.8101,-0.1831
1,13.3801,8.00,25.5000,0.8104,-0.1831
1,13.4001,9.00,25.5000,0.8099,-0.1831
1,13.4201,7.00,25.5000,0.8115,-0.1831
1,13.4401,6.00,25.5000,0.8105,-0.1831
1,13.4601,8.00,27.0000,0.8093,-0.1831
1,13.4801,7.00,25.5000,0.8097,-0.1831
1,13.5001,6.00,25.5000,0.8107,-0.1831
1,13.5201,7.00,24.0000,0.8110,-0.1831
1,13.5401,5.00,25.5000,0.8103,-0.1831
1,13.5601,9.00,27.0000,0.8102,-0.1831
1,13.5801,6.00,31.5000,0.8101,-0.1831
1,13.6001,6.00,27.0000,0.8103,-0.2441
1,13.6201,7.00,22.5000,0.8103,-0.1831
1,13.6401,5.00,22.5000,0.8098,-0.1831
1,13.6601,6.00,22.5000,0.8098,-0.1831
1,13.6801,7.00,22.5000,0.8107,-0.1831
1,13.7001,7.00,24.0000,0.8091,-0.2441
1,13.7201,6.00,24.0000,0.8101,-0.1831
1,13.7401,4.00,25.5000,0.8104,-0.2441
1,13.7601,5.00,27.0000,0.8105,-0.1831
1,13.7801,7.00,27.0000,0.8101,-0.1221
1,13.8001,5.00,22.5000,0.8104,-0.1831
1,13.8201,7.00,22.5000,0.8112,-0.1831
1,13.8401,6.00,19.5000,0.8099,-0.1831
1,13.8601,9.00,25.5000,0.8099,-0.1831
1,13.8801,6.00,24.0000,0.8105,-0.1831
1,13.9001,6.00,24.0000,0.8112,-0.1831
1,13.9201,7.00,28.5000,0.8099,-0.1831
1,13.9401,6.00,24.0000,0.8107,-0.1831
1,13.9601,7.00,24.0000,0.8104,-0.1831
1,13.9801,7.00,21.0000,0.8103,-0.1831
1,14.0001,5.00,19.5000,0.8107,-0.1831
1,14.0201,7.00,22.5000,0.8110,-0.1831
1,14.0401,6.00,28.5000,0.8104,-0.1831
1,14.0601,7.00,27.0000,0.8099,-0.1831
1,14.0801,7.00,19.5000,0.8092,-0.1831
1,14.1001,6.00,27.0000,0.8099,-0.1831
1,14.1201,7.00,28.5000,0.8103,-0.1831
1,14.1401,6.00,28.5000,0.8102,-0.1831
1,14.1601,6.00,22.5000,0.8104,-0.1831
1,14.1801,6.00,28.5000,0.8103,-0.1831
1,14.2001,8.00,21.0000,0.8103,-0.1831
1,14.2201,6.00,25.5000,0.8108,-0.1831
1,14.2401,8.00,25.5000,0.8102,-0.2441
1,14.2601,7.00,24.0000,0.8107,-0.1831
1,14.2801,6.00,30.0000,0.8108,-0.1831
1,14.3001,7.00,21.0000,0.8107,-0.2441
1,14.3201,7.00,25.5000,0.8107,-0.1831
1,14.3401,10.00,24.0000,0.8098,-0.1831
1,14.3601,7.00,22.5000,0.8099,-0.1831
1,14.3801,5.00,24.0000,0.8109,-0.1831
1,14.4001,6.00,28.5000,0.8103,-0.1831
1,14.4201,5.00,22.5000,0.8107,-0.2441
1,14.4401,7.00,24.0000,0.8099,-0.1831
1,14.4601,6.00,21.0000,0.8098,-0.1831
1,14.4801,4.00,25.5000,0.8109,-0.1831
1,14.5001,8.00,24.0000,0.8102,-0.1831
1,14.5201,3.00,25.5000,0.8107,-0.1831
1,14.5401,8.00,27.0000,0.8092,-0.1831
1,14.5601,6.00,22.5000,0.8099,-0.1831
1,14.5801,9.00,22.5000,0.8103,-0.1831
1,14.6001,6.00,25.5000,0.8105,-0.1831
1,14.6201,5.00,24.0000,0.8099,-0.1831
1,14.6401,6.00,25.5000,0.8094,-0.2441
1,14.6601,6.00,22.5000,0.8101,-0.1221
1,14.6801,5.00,25.5000,0.8099,-0.1831
1,14.7001,6.00,24.0000,0.8108,-0.1831
1,14.7201,7.00,24.0000,0.8101,-0.1831
1,14.7401,7.00,24.0000,0.8102,-0.1831
1,14.7601,7.00,25.5000,0.8099,-0.2441
1,14.7801,7.00,28.5000,0.8110,-0.1831
1,14.8001,7.00,27.0000,0.8101,-0.1831
1,14.8201,9.00,22.5000,0.8107,-0.1831
1,14.8401,6.00,22.5000,0.8104,-0.1831
1,14.8601,5.00,22.5000,0.8104,-0.2441
1,14.8802,8.00,19.5000,0.8105,-0.1831
1,14.9002,7.00,24.0000,0.8101,-0.1831
1,14.9202,6.00,25.5000,0.8099,-0.1831
1,14.9402,7.00,25.5000,0.8101,-0.1831
1,14.9602,8.00,22.5000,0.8105,-0.1831
1,14.9802,7.00,24.0000,0.8101,-0.1831
1,15.0002,6.00,25.5000,0.8102,-0.1831
1,15.0202,6.00,27.0000,0.8092,-0.2441
1,15.0402,7.00,25.5000,0.8104,-0.1831
1,15.0602,5.00,25.5000,0.8103,-0.1221
1,15.0802,7.00,24.0000,0.8103,-0.1831
1,15.1002,5.00,24.0000,0.8110,-0.1831
1,15.1202,8.00,22.5000,0.8102,-0.1831
1,15.1402,7.00,25.5000,0.8102,-0.1831
1,15.1602,8.00,27.0000,0.8099,-0.1831
1,15.1802,6.00,19.5000,0.8101,-0.1831
1,15.2002,5.00,22.5000,0.8107,-0.1831
1,15.2202,7.00,24.0000,0.8098,-0.1831
1,15.2402,6.00,22.5000,0.8099,-0.1831
1,15.2602,5.00,22.5000,0.8099,-0.1221
1,15.2802,5.00,25.5000,0.8102,-0.1831
1,15.3002,7.00,25.5000,0.8094,-0.1831
1,15.3202,6.00,22.5000,0.8101,-0.1831
1,15.3402,5.00,21.0000,0.8103,-0.1831
1,15.3602,7.00,22.5000,0.8101,-0.1831
1,15.3802,6.00,24.0000,0.8103,-0.1831
1,15.4002,7.00,25.5000,0.8101,-0.1831
1,15.4202,6.00,24.0000,0.8102,-0.1831
1,15.4402,5.00,25.5000,0.8105,-0.1831
1,15.4602,6.00,22.5000,0.8097,-0.1831
1,15.4802,5.00,24.0000,0.8108,-0.1831
1,15.5002,5.00,24.0000,0.8101,-0.1831
1,15.5202,8.00,24.0000,0.8105,-0.1831
1,15.5402,6.00,21.0000,0.8107,-0.2441
1,15.5602,8.00,24.0000,0.8104,-0.1831
1,15.5802,7.00,24.0000,0.8103,-0.1831
1,15.6002,7.00,24.0000,0.8099,-0.1831
1,15.6202,5.00,25.5000,0.8097,-0.1831
1,15.6402,5.00,27.0000,0.8103,-0.1831
1,15.6602,5.00,25.5000,0.8098,-0.1831
1,15.6802,7.00,24.0000,0.8093,-0.1831
1,15.7002,7.00,21.0000,0.8099,-0.1831
1,15.7202,7.00,25.5000,0.8102,-0.1831
1,15.7402,5.00,27.0000,0.8110,-0.1831
1,15.7602,7.00,25.5000,0.8105,-0.1831
1,15.7802,9.00,25.5000,0.8108,-0.1831
1,15.8002,7.00,25.5000,0.8108,-0.1831
1,15.8202,6.00,22.5000,0.8104,-0.1831
1,15.8402,6.00,22.5000,0.8102,-0.1831
1,15.8602,7.00,25.5000,0.8104,-0.2441
1,15.8802,6.00,24.0000,0.8099,-0.1831
1,15.9002,7.00,25.5000,0.8099,-0.1831
1,15.9202,5.00,24.0000,0.8101,-0.1221
1,15.9402,5.00,25.5000,0.8108,-0.1831
1,15.9602,7.00,25.5000,0.8091,-0.1831
1,15.9802,6.00,19.5000,0.8104,-0.1831
1,16.0002,8.00,27.0000,0.8097,-0.1831
1,16.0202,6.00,24.0000,0.8110,-0.1831
1,16.0402,6.00,25.5000,0.8102,-0.1831
1,16.0602,8.00,27.0000,0.8099,-0.2441
1,16.0802,8.00,25.5000,0.8105,-0.1831
1,16.1002,6.00,22.5000,0.8110,-0.1831
1,16.1202,5.00,25.5000,0.8110,-0.1831
1,16.1402,6.00,22.5000,0.8097,-0.1831
1,16.1602,7.00,22.5000,0.8101,-0.1831
1,16.1802,11.00,19.5000,0.8101,-0.1831
1,16.2002,7.00,19.5000,0.8102,-0.2441
1,16.2202,6.00,22.5000,0.8105,-0.1831
1,16.2402,8.00,27.0000,0.8102,-0.1831
1,16.2602,6.00,24.0000,0.8103,-0.1831
1,16.2802,8.00,24.0000,0.8102,-0.1831
1,16.3002,6.00,24.0000,0.8101,-0.1831
1,16.3202,4.00,25.5000,0.8107,-0.2441
1,16.3402,7.00,24.0000,0.8101,-0.1831
1,16.3602,7.00,25.5000,0.8097,-0.1831
1,16.3802,8.00,27.0000,0.8109,-0.1831
1,16.4002,7.00,25.5000,0.8102,-0.1831
1,16.4202,6.00,22.5000,0.8098,-0.1831
1,16.4402,5.00,27.0000,0.8105,-0.1831
1,16.4602,8.00,25.5000,0.8110,-0.1831
1,16.4802,5.00,19.5000,0.8098,-0.1831
1,16.5002,7.00,22.5000,0.8103,-0.1831
1,16.5202,6.00,21.0000,0.8105,-0.1831
1,16.5402,5.00,21.0000,0.8099,-0.1831
1,16.5602,6.00,24.0000,0.8096,-0.1831
1,16.5802,10.00,27.0000,0.8103,-0.1831
1,16.6002,6.00,24.0000,0.8101,-0.1831
1,16.6202,5.00,24.0000,0.8101,-0.1831
1,16.6402,8.00,27.0000,0.8110,-0.1831
1,16.6602,5.00,22.5000,0.8103,-0.1831
1,16.6802,7.00,19.5000,0.8103,-0.1831
1,16.7002,7.00,22.5000,0.8097,-0.1831
1,16.7202,5.00,16.5000,0.8096,-0.1831
1,16.7402,7.00,24.0000,0.8108,-0.1831
1,16.7602,5.00,25.5000,0.8103,-0.1831
1,16.7802,5.00,22.5000,0.8099,-0.1831
1,16.8002,5.00,22.5000,0.8110,-0.1831
1,16.8202,7.00,25.5000,0.8092,-0.1831
1,16.8402,6.00,25.5000,0.8097,-0.1831
1,16.8602,5.00,24.0000,0.8102,-0.1831
1,16.8802,6.00,27.0000,0.8102,-0.1831
1,16.9002,8.00,21.0000,0.8120,-0.1831
1,16.9202,9.00,24.0000,0.8098,-0.2441
1,16.9402,6.00,25.5000,0.8103,-0.1831
1,16.9602,6.00,22.5000,0.8103,-0.1221
1,16.9802,5.00,24.0000,0.8104,-0.1831
1,17.0002,5.00,22.5000,0.8096,-0.2441
1,17.0202,6.00,22.5000,0.8101,-0.1831
1,17.0402,7.00,24.0000,0.8096,-0.1831
1,17.0602,8.00,24.0000,0.8105,-0.2441
1,17.0802,6.00,25.5000,0.8110,-0.1221
1,17.1002,6.00,22.5000,0.8108,-0.1831
1,17.1202,6.00,22.5000,0.8101,-0.1831
1,17.1402,7.00,25.5000,0.8094,-0.1831
1,17.1602,6.00,24.0000,0.8102,-0.1831
1,17.1802,7.00,27.0000,0.8102,-0.1831
1,17.2002,5.00,21.0000,0.8110,-0.1831
1,17.2202,5.00,24.0000,0.8102,-0.1831
1,17.2402,4.00,21.0000,0.8104,-0.1831
1,17.2602,7.00,22.5000,0.8107,-0.1831
1,17.2802,6.00,25.5000,0.8108,-0.1221
1,17.3002,10.00,22.5000,0.8104,-0.1831
1,17.3202,6.00,25.5000,0.8096,-0.1831
1,17.3402,3.00,22.5000,0.8103,-0.1831
1,17.3602,8.00,24.0000,0.8101,-0.1831
1,17.3802,6.00,25.5000,0.8105,-0.1831
1,17.4002,7.00,22.5000,0.8103,-0.1831
1,17.4202,7.00,25.5000,0.8098,-0.1831
1,17.4402,5.00,22.5000,0.8093,-0.1831
1,17.4602,5.00,28.5000,0.8108,-0.1831
1,17.4802,8.00,25.5000,0.8103,-0.1831
1,17.5002,7.00,22.5000,0.8112,-0.1831
1,17.5202,6.00,21.0000,0.8098,-0.1831
1,17.5402,5.00,24.0000,0.8101,-0.1831
1,17.5602,5.00,21.0000,0.8104,-0.1831
1,17.5802,5.00,19.5000,0.8104,-0.1831
1,17.6002,5.00,21.0000,0.8107,-0.1831
1,17.6202,7.00,30.0000,0.8088,-0.1831
1,17.6402,7.00,24.0000,0.8105,-0.1831
1,17.6602,7.00,25.5000,0.8097,-0.1831
1,17.6802,5.00,25.5000,0.8109,-0.1221
1,17.7002,7.00,25.5000,0.8103,-0.1831
1,17.7202,6.00,27.0000,0.8105,-0.1831
1,17.7402,6.00,22.5000,0.8104,-0.1831
1,17.7602,8.00,18.0000,0.8107,-0.1831
1,17.7802,6.00,25.5000,0.8103,-0.1831
1,17.8002,7.00,25.5000,0.8107,-0.1831
1,17.8202,7.00,21.0000,0.8107,-0.1831
1,17.8402,10.00,27.0000,0.8108,-0.1831
1,17.8602,6.00,25.5000,0.8108,-0.1831
1,17.8802,5.00,22.5000,0.8104,-0.1831
1,17.9002,6.00,27.0000,0.8097,-0.1831
1,17.9202,3.00,22.5000,0.8107,-0.1831
1,17.9402,8.00,22.5000,0.8099,-0.1831
1,17.9602,6.00,21.0000,0.8104,-0.1831
1,17.9802,8.00,22.5000,0.8097,-0.1831
1,18.0002,7.00,24.0000,0.8097,-0.1831
1,18.0202,5.00,21.0000,0.8105,-0.1831
1,18.0402,7.00,25.5000,0.8108,-0.1831
1,18.0602,7.00,22.5000,0.8109,-0.2441
1,18.0802,7.00,27.0000,0.8108,-0.1831
1,18.1002,6.00,22.5000,0.8104,-0.1831
1,18.1202,8.00,21.0000,0.8102,-0.1831
1,18.1402,6.00,24.0000,0.8104,-0.1831
1,18.1602,5.00,25.5000,0.8103,-0.2441
1,18.1802,5.00,21.0000,0.8104,-0.1831
1,18.2002,6.00,22.5000,0.8109,-0.1221
1,18.2202,6.00,25.5000,0.8101,-0.1831
1,18.2402,8.00,22.5000,0.8099,-0.1831
1,18.2602,7.00,25.5000,0.8099,-0.1831
1,18.2802,5.00,24.0000,0.8098,-0.1831
1,18.3002,5.00,25.5000,0.8102,-0.1831
1,18.3202,5.00,22.5000,0.8104,-0.2441
1,18.3402,7.00,27.0000,0.8098,-0.1831
1,18.3602,6.00,24.0000,0.8104,-0.1831
1,18.3802,7.00,19.5000,0.8107,-0.1831
1,18.4002,5.00,25.5000,0.8103,-0.1831
1,18.4202,9.00,22.5000,0.8108,-0.1831
1,18.4402,5.00,21.0000,0.8104,-0.1831
1,18.4602,4.00,21.0000,0.8105,-0.2441
1,18.4802,7.00,24.0000,0.8104,-0.1831
1,18.5002,6.00,24.0000,0.8108,-0.1831
1,18.5202,7.00,24.0000,0.8119,-0.1831
1,18.5402,7.00,24.0000,0.8108,-0.1221
1,18.5602,11.00,25.5000,0.8099,-0.1831
1,18.5802,8.00,27.0000,0.8105,-0.1831
1,18.6002,5.00,25.5000,0.8097,-0.2441
1,18.6202,6.00,19.5000,0.8101,-0.2441
1,18.6402,8.00,25.5000,0.8094,-0.1831
1,18.6602,5.00,28.5000,0.8097,-0.1831
1,18.6802,6.00,22.5000,0.8105,-0.1831
1,18.7002,6.00,18.0000,0.8105,-0.1831
1,18.7202,7.00,25.5000,0.8103,-0.1831
1,18.7402,7.00,27.0000,0.8107,-0.1831
1,18.7602,6.00,24.0000,0.8101,-0.1831
1,18.7802,5.00,25.5000,0.8102,-0.1831
1,18.8002,6.00,27.0000,0.8104,-0.1831
1,18.8202,7.00,24.0000,0.8108,-0.1831
1,18.8402,8.00,25.5000,0.8105,-0.1831
1,18.8602,6.00,21.0000,0.8108,-0.1831
1,18.8802,7.00,25.5000,0.8107,-0.1831
1,18.9002,6.00,24.0000,0.8097,-0.1831
1,18.9202,7.00,22.5000,0.8107,-0.1831
1,18.9402,5.00,28.5000,0.8099,-0.1831
1,18.9602,4.00,21.0000,0.8102,-0.2441
1,18.9802,7.00,21.0000,0.8098,-0.1831
1,19.0002,7.00,19.5000,0.8102,-0.1831
1,19.0202,7.00,22.5000,0.8104,-0.1831
1,19.0402,6.00,25.5000,0.8109,-0.1831
1,19.0602,8.00,24.0000,0.8113,-0.1831
1,19.0802,6.00,22.5000,0.8099,-0.1831
1,19.1002,6.00,24.0000,0.8098,-0.1831
1,19.1202,6.00,27.0000,0.8098,-0.1221
1,19.1402,8.00,22.5000,0.8107,-0.1831
1,19.1602,7.00,21.0000,0.8098,-0.1831
1,19.1802,6.00,19.5000,0.8104,-0.1831
1,19.2002,8.00,24.0000,0.8094,-0.1831
1,19.2202,6.00,24.0000,0.8107,-0.1831
1,19.2402,5.00,22.5000,0.8115,-0.1831
1,19.2602,6.00,25.5000,0.8104,-0.1831
1,19.2803,8.00,25.5000,0.8101,-0.1831
1,19.3003,7.00,27.0000,0.8101,-0.1831
1,19.3203,6.00,24.0000,0.8105,-0.1831
1,19.3403,8.00,27.0000,0.8093,-0.1831
1,19.3603,6.00,18.0000,0.8112,-0.1831
1,19.3803,3.00,25.5000,0.8110,-0.1831
1,19.4003,7.00,22.5000,0.8098,-0.1831
1,19.4203,6.00,25.5000,0.8104,-0.1831
1,19.4403,5.00,22.5000,0.8114,-0.1831
1,19.4603,7.00,22.5000,0.8103,-0.1831
1,19.4803,6.00,25.5000,0.8108,-0.1831
1,19.5003,7.00,24.0000,0.8101,-0.1831
1,19.5203,6.00,22.5000,0.8102,-0.1831
1,19.5403,5.00,24.0000,0.8104,-0.1831
1,19.5603,6.00,22.5000,0.8107,-0.1831
1,19.5803,4.00,19.5000,0.8098,-0.1831
1,19.6003,6.00,25.5000,0.8105,-0.1831
1,19.6203,5.00,24.0000,0.8105,-0.1831
1,19.6403,7.00,19.5000,0.8107,-0.1831
1,19.6603,5.00,22.5000,0.8105,-0.1831
1,19.6803,8.00,24.0000,0.8101,-0.2441
1,19.7003,7.00,22.5000,0.8099,-0.1831
1,19.7203,6.00,16.5000,0.8110,-0.1831
1,19.7403,9.00,18.0000,0.8108,-0.1831
1,19.7603,6.00,22.5000,0.8102,-0.1831
1,19.7803,4.00,25.5000,0.8107,-0.1831
1,19.8003,6.00,21.0000,0.8113,-0.1831
1,19.8203,5.00,22.5000,0.8109,-0.2441
1,19.8403,8.00,24.0000,0.8098,-0.1831
1,19.8603,5.00,25.5000,0.8104,-0.1831
1,19.8803,5.00,24.0000,0.8096,-0.1831
1,19.9003,6.00,22.5000,0.8101,-0.1831
1,19.9203,8.00,25.5000,0.8105,-0.1831
1,19.9403,6.00,22.5000,0.8103,-0.1831
1,19.9603,4.00,30.0000,0.8096,-0.1831
1,19.9803,9.00,25.5000,0.8099,-0.1831
1,20.0003,6.00,24.0000,0.8108,-0.1831
1,20.0203,5.00,19.5000,0.8105,-0.1831
1,20.0403,6.00,25.5000,0.8109,-0.1831
1,20.0603,5.00,22.5000,0.8097,-0.1831
1,20.0803,9.00,22.5000,0.8102,-0.1831
1,20.1003,7.00,21.0000,0.8099,-0.1831
1,20.1203,6.00,22.5000,0.8119,-0.1831
1,20.1403,6.00,22.5000,0.8097,-0.2441
1,20.1603,7.00,28.5000,0.8101,-0.1831
1,20.1803,6.00,27.0000,0.8108,-0.1831
1,20.2003,8.00,27.0000,0.8105,-0.1831
1,20.2203,8.00,25.5000,0.8110,-0.1831
1,20.2403,8.00,22.5000,0.8102,-0.1831
1,20.2603,6.00,22.5000,0.8098,-0.1831
1,20.2803,7.00,22.5000,0.8103,-0.1831
1,20.3003,4.00,22.5000,0.8107,-0.1831
1,20.3203,5.00,25.5000,0.8109,-0.1831
1,20.3403,6.00,25.5000,0.8098,-0.1831
1,20.3603,5.00,22.5000,0.8096,-0.1831
1,20.3803,7.00,25.5000,0.8099,-0.1831
1,20.4003,4.00,22.5000,0.8105,-0.1831
1,20.4203,7.00,25.5000,0.8103,-0.1831
1,20.4403,6.00,27.0000,0.8102,-0.1831
1,20.4603,6.00,25.5000,0.8103,-0.1831
1,20.4803,7.00,25.5000,0.8108,-0.1831
1,20.5003,5.00,21.0000,0.8098,-0.1831
1,20.5203,6.00,24.0000,0.8098,-0.1831
1,20.5403,6.00,24.0000,0.8104,-0.1831
1,20.5603,5.00,22.5000,0.8102,-0.1831
1,20.5803,6.00,24.0000,0.8096,-0.1831
1,20.6003,7.00,22.5000,0.8104,-0.1831
