Data[0],Time,Force,Mag,Accel,Gyro
1,20.6203,7.00,19.5000,0.8107,-0.1831
1,20.6403,6.00,25.5000,0.8105,-0.1831
1,20.6603,8.00,24.0000,0.8104,-0.1831
1,20.6803,6.00,22.5000,0.8102,-0.1831
1,20.7003,5.00,22.5000,0.8109,-0.1831
1,20.7203,7.00,25.5000,0.8109,-0.1831
1,20.7403,6.00,22.5000,0.8108,-0.1831
1,20.7603,6.00,25.5000,0.8107,-0.1831
1,20.7803,6.00,22.5000,0.8101,-0.1831
1,20.8003,6.00,27.0000,0.8097,-0.1831
1,20.8203,7.00,19.5000,0.8112,-0.1831
1,20.8403,6.00,27.0000,0.8102,-0.1831
1,20.8603,7.00,28.5000,0.8103,-0.1831
1,20.8803,7.00,27.0000,0.8107,-0.1831
1,20.9003,5.00,24.0000,0.8107,-0.1831
1,20.9203,6.00,21.0000,0.8099,-0.1831
1,20.9403,7.00,22.5000,0.8102,-0.1831
1,20.9603,7.00,27.0000,0.8099,-0.1831
1,20.9803,6.00,24.0000,0.8097,-0.1831
1,21.0003,8.00,21.0000,0.8103,-0.1831
1,21.0203,6.00,22.5000,0.8108,-0.1831
1,21.0403,8.00,21.0000,0.8107,-0.1831
1,21.0603,7.00,22.5000,0.8099,-0.1831
1,21.0803,4.00,27.0000,0.8099,-0.1831
1,21.1003,6.00,24.0000,0.8101,-0.1831
1,21.1203,7.00,22.5000,0.8103,-0.1831
1,21.1403,7.00,24.0000,0.8102,-0.1831
1,21.1603,6.00,22.5000,0.8105,-0.1831
1,21.1803,5.00,24.0000,0.8104,-0.1831
1,21.2003,7.00,25.5000,0.8101,-0.1221
1,21.2203,9.00,22.5000,0.8104,-0.1831
1,21.2403,8.00,19.5000,0.8096,-0.1831
1,21.2603,7.00,21.0000,0.8112,-0.1831
1,21.2803,7.00,27.0000,0.8101,-0.1831
1,21.3003,7.00,25.5000,0.8098,-0.1831
1,21.3203,5.00,25.5000,0.8110,-0.1831
1,21.3403,10.00,28.5000,0.8099,-0.1831
1,21.3603,7.00,24.0000,0.8105,-0.1831
1,21.3803,5.00,27.0000,0.8098,-0.1831
1,21.4003,7.00,25.5000,0.8101,-0.1831
1,21.4203,4.00,25.5000,0.8094,-0.1831
1,21.4403,8.00,25.5000,0.8109,-0.1831
1,21.4603,6.00,25.5000,0.8102,-0.1831
1,21.4803,8.00,24.0000,0.8101,-0.2441
1,21.5003,6.00,25.5000,0.8099,-0.1831
1,21.5203,7.00,19.5000,0.8101,-0.1831
1,21.5403,6.00,19.5000,0.8098,-0.1831
1,21.5603,7.00,25.5000,0.8103,-0.1831
1,21.5803,7.00,22.5000,0.8104,-0.1831
1,21.6003,7.00,22.5000,0.8099,-0.1831
1,21.6203,5.00,22.5000,0.8104,-0.1831
1,21.6403,7.00,24.0000,0.8107,-0.1831
1,21.6603,9.00,27.0000,0.8102,-0.1831
1,21.6803,5.00,21.0000,0.8102,-0.1831
1,21.7003,5.00,22.5000,0.8098,-0.1831
1,21.7203,7.00,28.5000,0.8099,-0.1831
1,21.7403,6.00,22.5000,0.8105,-0.1831
1,21.7603,4.00,25.5000,0.8107,-0.1831
1,21.7803,8.00,19.5000,0.8102,-0.1831
1,21.8003,7.00,28.5000,0.8107,-0.1831
1,21.8203,11.00,30.0000,0.8103,-0.1831
1,21.8403,6.00,22.5000,0.8101,-0.1831
1,21.8603,5.00,28.5000,0.8109,-0.1831
1,21.8803,8.00,24.0000,0.8093,-0.1831
1,21.9003,6.00,27.0000,0.8098,-0.1831
1,21.9203,5.00,19.5000,0.8099,-0.1831
1,21.9403,5.00,21.0000,0.8108,-0.1831
1,21.9603,5.00,28.5000,0.8105,-0.1831
1,21.9803,7.00,22.5000,0.8102,-0.1831
1,22.0003,6.00,25.5000,0.8098,-0.1831
1,22.0203,5.00,21.0000,0.8099,-0.1831
1,22.0403,7.00,22.5000,0.8099,-0.1831
1,22.0603,8.00,25.5000,0.8107,-0.1831
1,22.0803,7.00,24.0000,0.8105,-0.1831
1,22.1003,7.00,18.0000,0.8099,-0.1831
1,22.1203,6.00,24.0000,0.8102,-0.1831
1,22.1403,7.00,24.0000,0.8093,-0.1831
1,22.1603,11.00,21.0000,0.8098,-0.1831
1,22.1803,5.00,28.5000,0.8093,-0.2441
1,22.2003,5.00,22.5000,0.8102,-0.1831
1,22.2203,7.00,28.5000,0.8103,-0.1831
1,22.2403,7.00,22.5000,0.8105,-0.1831
1,22.2603,8.00,25.5000,0.8109,-0.1831
1,22.2803,6.00,25.5000,0.8104,-0.1831
1,22.3003,5.00,27.0000,0.8105,-0.1831
1,22.3203,7.00,25.5000,0.8108,-0.1831
1,22.3403,5.00,24.0000,0.8104,-0.1831
1,22.3603,9.00,27.0000,0.8102,-0.1831
1,22.3803,7.00,22.5000,0.8102,-0.1831
1,22.4003,5.00,24.0000,0.8098,-0.1831
1,22.4203,6.00,25.5000,0.8104,-0.1831
1,22.4403,6.00,22.5000,0.8098,-0.1831
1,22.4603,7.00,22.5000,0.8107,-0.2441
1,22.4803,5.00,25.5000,0.8098,-0.1831
1,22.5003,5.00,25.5000,0.8099,-0.1831
1,22.5203,7.00,25.5000,0.8096,-0.1831
1,22.5403,6.00,19.5000,0.8104,-0.1831
1,22.5603,7.00,22.5000,0.8098,-0.2441
1,22.5803,8.00,22.5000,0.8104,-0.1831
1,22.6003,5.00,24.0000,0.8103,-0.1831
1,22.6203,7.00,24.0000,0.8101,-0.1831
1,22.6403,5.00,22.5000,0.8099,-0.1831
1,22.6603,7.00,16.5000,0.8097,-0.1831
1,22.6803,5.00,24.0000,0.8103,-0.1831
1,22.7003,5.00,22.5000,0.8103,-0.1831
1,22.7203,7.00,19.5000,0.8107,-0.1831
1,22.7403,6.00,24.0000,0.8104,-0.1831
1,22.7603,6.00,27.0000,0.8104,-0.1831
1,22.7803,7.00,25.5000,0.8107,-0.1831
1,22.8003,6.00,24.0000,0.8094,-0.1831
1,22.8203,6.00,22.5000,0.8103,-0.2441
1,22.8403,11.00,25.5000,0.8103,-0.1831
1,22.8603,6.00,25.5000,0.8113,-0.1831
1,22.8803,9.00,24.0000,0.8102,-0.1831
1,22.9003,7.00,25.5000,0.8103,-0.1831
1,22.9203,5.00,22.5000,0.8101,-0.1831
1,22.9403,5.00,22.5000,0.8098,-0.1831
1,22.9603,6.00,24.0000,0.8103,-0.1831
1,22.9803,5.00,22.5000,0.8093,-0.2441
1,23.0003,5.00,25.5000,0.8102,-0.1831
1,23.0203,8.00,19.5000,0.8101,-0.1221
1,23.0403,4.00,27.0000,0.8103,-0.1831
1,23.0603,5.00,22.5000,0.8101,-0.1831
1,23.0803,7.00,24.0000,0.8098,-0.2441
1,23.1003,7.00,21.0000,0.8101,-0.1831
1,23.1203,6.00,25.5000,0.8109,-0.1831
1,23.1403,8.00,25.5000,0.8091,-0.1831
1,23.1603,6.00,25.5000,0.8114,-0.1831
1,23.1803,6.00,19.5000,0.8105,-0.1831
1,23.2003,6.00,22.5000,0.8103,-0.1221
1,23.2203,7.00,22.5000,0.8094,-0.1831
1,23.2403,8.00,22.5000,0.8102,-0.1831
1,23.2603,5.00,25.5000,0.8097,-0.1831
1,23.2803,6.00,24.0000,0.8103,-0.1831
1,23.3003,6.00,24.0000,0.8103,-0.1831
1,23.3203,9.00,22.5000,0.8108,-0.1831
1,23.3403,5.00,24.0000,0.8102,-0.2441
1,23.3603,3.00,22.5000,0.8099,-0.1831
1,23.3803,6.00,24.0000,0.8104,-0.1831
1,23.4003,5.00,22.5000,0.8103,-0.1831
1,23.4203,7.00,25.5000,0.8104,-0.1831
1,23.4403,7.00,28.5000,0.8103,-0.1831
1,23.4603,6.00,27.0000,0.8098,-0.1831
1,23.4803,7.00,21.0000,0.8102,-0.1831
1,23.5003,7.00,24.0000,0.8104,-0.1831
1,23.5203,5.00,25.5000,0.8096,-0.2441
1,23.5403,7.00,22.5000,0.8112,-0.1831
1,23.5603,7.00,24.0000,0.8104,-0.1831
1,23.5803,7.00,27.0000,0.8104,-0.1831
1,23.6003,7.00,25.5000,0.8097,-0.1831
1,23.6203,8.00,25.5000,0.8103,-0.1831
1,23.6403,7.00,25.5000,0.8098,-0.1831
1,23.6604,5.00,22.5000,0.8099,-0.1831
1,23.6804,6.00,24.0000,0.8105,-0.1831
1,23.7004,6.00,25.5000,0.8096,-0.1831
1,23.7204,5.00,25.5000,0.8099,-0.1831
1,23.7404,9.00,22.5000,0.8107,-0.1221
1,23.7604,6.00,25.5000,0.8105,-0.1831
1,23.7804,6.00,24.0000,0.8096,-0.1831
1,23.8004,7.00,22.5000,0.8105,-0.1831
1,23.8204,6.00,27.0000,0.8102,-0.1831
1,23.8404,6.00,30.0000,0.8103,-0.1831
1,23.8604,6.00,21.0000,0.8103,-0.1831
1,23.8804,5.00,22.5000,0.8102,-0.1831
1,23.9004,9.00,24.0000,0.8101,-0.1831
1,23.9204,5.00,18.0000,0.8097,-0.1831
1,23.9404,7.00,24.0000,0.8103,-0.1831
1,23.9604,6.00,24.0000,0.8109,-0.1831
1,23.9804,7.00,24.0000,0.8102,-0.1831
1,24.0004,5.00,18.0000,0.8099,-0.2441
1,24.0204,5.00,22.5000,0.8099,-0.1221
1,24.0404,7.00,19.5000,0.8103,-0.1831
1,24.0604,5.00,22.5000,0.8096,-0.1831
1,24.0804,6.00,24.0000,0.8103,-0.1831
1,24.1004,5.00,24.0000,0.8107,-0.1831
1,24.1204,8.00,25.5000,0.8099,-0.1831
1,24.1404,6.00,22.5000,0.8099,-0.1831
1,24.1604,6.00,24.0000,0.8098,-0.1831
1,24.1804,8.00,25.5000,0.8109,-0.1221
1,24.2004,7.00,27.0000,0.8105,-0.1831
1,24.2204,7.00,28.5000,0.8097,-0.1831
1,24.2404,5.00,25.5000,0.8109,-0.1831
1,24.2604,7.00,22.5000,0.8105,-0.1221
1,24.2804,5.00,24.0000,0.8098,-0.1831
1,24.3004,5.00,24.0000,0.8104,-0.1831
1,24.3204,7.00,25.5000,0.8103,-0.1831
1,24.3404,6.00,24.0000,0.8114,-0.1831
1,24.3604,8.00,25.5000,0.8102,-0.1831
1,24.3804,6.00,27.0000,0.8096,-0.1831
1,24.4004,5.00,19.5000,0.8103,-0.1831
1,24.4204,7.00,24.0000,0.8102,-0.1831
1,24.4404,5.00,22.5000,0.8094,-0.1831
1,24.4604,7.00,24.0000,0.8102,-0.1831
1,24.4804,5.00,22.5000,0.8096,-0.1221
1,24.5004,6.00,28.5000,0.8108,-0.1831
1,24.5204,7.00,22.5000,0.8097,-0.1831
1,24.5404,5.00,24.0000,0.8110,-0.1831
1,24.5604,6.00,27.0000,0.8103,-0.1831
1,24.5804,5.00,21.0000,0.8098,-0.1831
1,24.6004,9.00,19.5000,0.8102,-0.1831
1,24.6204,7.00,22.5000,0.8102,-0.1221
1,24.6404,8.00,27.0000,0.8102,-0.1221
1,24.6604,7.00,19.5000,0.8102,-0.1831
1,24.6804,8.00,24.0000,0.8103,-0.1831
1,24.7004,8.00,24.0000,0.8108,-0.1831
1,24.7204,6.00,24.0000,0.8110,-0.1221
1,24.7404,8.00,24.0000,0.8098,-0.1831
1,24.7604,5.00,22.5000,0.8105,-0.1831
1,24.7804,6.00,24.0000,0.8102,-0.1831
1,24.8004,7.00,22.5000,0.8105,-0.1831
1,24.8204,5.00,27.0000,0.8101,-0.1831
1,24.8404,6.00,25.5000,0.8102,-0.1831
1,24.8604,6.00,30.0000,0.8098,-0.1831
1,24.8804,6.00,30.0000,0.8101,-0.1831
1,24.9004,6.00,21.0000,0.8109,-0.1831
1,24.9204,6.00,24.0000,0.8107,-0.1831
1,24.9404,7.00,21.0000,0.8101,-0.1831
1,24.9604,7.00,22.5000,0.8102,-0.1831
1,24.9804,9.00,22.5000,0.8097,-0.2441
1,25.0004,7.00,22.5000,0.8099,-0.1831
1,25.0204,5.00,24.0000,0.8109,-0.1831
1,25.0404,7.00,27.0000,0.8107,-0.1831
1,25.0604,5.00,24.0000,0.8099,-0.1831
1,25.0804,5.00,24.0000,0.8103,-0.1831
1,25.1004,5.00,25.5000,0.8101,-0.1831
1,25.1204,10.00,21.0000,0.8107,-0.1831
1,25.1404,6.00,24.0000,0.8107,-0.1831
1,25.1604,6.00,22.5000,0.8108,-0.1221
1,25.1804,7.00,24.0000,0.8105,-0.1831
1,25.2004,7.00,21.0000,0.8103,-0.1831
1,25.2204,6.00,22.5000,0.8098,-0.1831
1,25.2404,6.00,22.5000,0.8105,-0.1831
1,25.2604,6.00,24.0000,0.8093,-0.1831
1,25.2804,8.00,24.0000,0.8107,-0.1831
1,25.3004,5.00,24.0000,0.8104,-0.1831
1,25.3204,8.00,21.0000,0.8107,-0.1831
1,25.3404,6.00,22.5000,0.8107,-0.1831
1,25.3604,6.00,24.0000,0.8109,-0.1831
1,25.3804,8.00,22.5000,0.8110,-0.1831
1,25.4004,7.00,25.5000,0.8099,-0.1831
1,25.4204,10.00,27.0000,0.8108,-0.1831
1,25.4404,7.00,19.5000,0.8098,-0.1831
1,25.4604,8.00,21.0000,0.8101,-0.1831
1,25.4804,6.00,28.5000,0.8108,-0.1831
1,25.5004,5.00,21.0000,0.8097,-0.1831
1,25.5204,10.00,22.5000,0.8104,-0.1831
1,25.5404,6.00,22.5000,0.8104,-0.1831
1,25.5604,10.00,24.0000,0.8110,-0.1831
1,25.5804,6.00,24.0000,0.8096,-0.1831
1,25.6004,5.00,25.5000,0.8098,-0.1831
1,25.6204,6.00,27.0000,0.8098,-0.1831
1,25.6404,5.00,19.5000,0.8102,-0.1831
1,25.6604,5.00,25.5000,0.8107,-0.1831
1,25.6804,5.00,25.5000,0.8107,-0.1831
1,25.7004,6.00,25.5000,0.8101,-0.1831
1,25.7204,6.00,21.0000,0.8105,-0.1831
1,25.7404,6.00,21.0000,0.8104,-0.1831
1,25.7604,8.00,25.5000,0.8102,-0.2441
1,25.7804,6.00,24.0000,0.8093,-0.1831
1,25.8004,6.00,25.5000,0.8103,-0.1831
1,25.8204,7.00,25.5000,0.8109,-0.1831
1,25.8404,6.00,24.0000,0.8097,-0.1831
1,25.8604,6.00,22.5000,0.8101,-0.1831
1,25.8804,4.00,22.5000,0.8104,-0.1831
1,25.9004,8.00,19.5000,0.8099,-0.1831
1,25.9204,7.00,27.0000,0.8105,-0.1831
1,25.9404,6.00,22.5000,0.8098,-0.1831
1,25.9604,7.00,24.0000,0.8099,-0.1221
1,25.9804,6.00,22.5000,0.8101,-0.1831
1,26.0004,8.00,25.5000,0.8104,-0.1831
1,26.0204,6.00,21.0000,0.8101,-0.1831
1,26.0404,6.00,21.0000,0.8102,-0.1831
1,26.0604,7.00,24.0000,0.8105,-0.1831
1,26.0804,6.00,25.5000,0.8098,-0.1831
1,26.1004,10.00,22.5000,0.8108,-0.1831
1,26.1204,5.00,21.0000,0.8109,-0.1831
1,26.1404,5.00,27.0000,0.8094,-0.1831
1,26.1604,5.00,25.5000,0.8110,-0.1831
1,26.1804,4.00,22.5000,0.8110,-0.1831
1,26.2004,7.00,24.0000,0.8097,-0.1831
1,26.2204,6.00,24.0000,0.8104,-0.1831
1,26.2404,8.00,24.0000,0.8105,-0.1831
1,26.2604,6.00,25.5000,0.8096,-0.1831
1,26.2804,5.00,24.0000,0.8105,-0.1831
1,26.3004,7.00,22.5000,0.8099,-0.1831
1,26.3204,6.00,24.0000,0.8104,-0.1831
1,26.3404,6.00,24.0000,0.8104,-0.1831
1,26.3604,8.00,25.5000,0.8101,-0.1831
1,26.3804,7.00,25.5000,0.8097,-0.1831
1,26.4004,6.00,25.5000,0.8094,-0.2441
1,26.4204,6.00,25.5000,0.8099,-0.1831
1,26.4404,7.00,28.5000,0.8105,-0.1831
1,26.4604,7.00,22.5000,0.8101,-0.1831
1,26.4804,6.00,27.0000,0.8101,-0.1831
1,26.5004,8.00,27.0000,0.8097,-0.1831
1,26.5204,5.00,24.0000,0.8105,-0.1831
1,26.5404,6.00,25.5000,0.8099,-0.1831
1,26.5604,7.00,27.0000,0.8103,-0.1831
1,26.5804,6.00,21.0000,0.8105,-0.1831
1,26.6004,7.00,24.0000,0.8102,-0.1831
1,26.6204,6.00,24.0000,0.8097,-0.1831
1,26.6404,6.00,24.0000,0.8098,-0.1831
1,26.6604,7.00,31.5000,0.8110,-0.1831
1,26.6804,7.00,22.5000,0.8098,-0.1831
1,26.7004,5.00,24.0000,0.8097,-0.1831
1,26.7204,8.00,21.0000,0.8103,-0.1831
1,26.7404,7.00,21.0000,0.8115,-0.2441
1,26.7604,7.00,22.5000,0.8103,-0.1831
1,26.7804,7.00,22.5000,0.8101,-0.1831
1,26.8004,6.00,24.0000,0.8108,-0.1831
1,26.8204,5.00,24.0000,0.8102,-0.1831
1,26.8404,6.00,22.5000,0.8103,-0.1831
1,26.8604,8.00,22.5000,0.8104,-0.1831
1,26.8804,5.00,25.5000,0.8097,-0.1831
1,26.9004,6.00,25.5000,0.8108,-0.1831
1,26.9204,6.00,25.5000,0.8101,-0.1831
1,26.9404,7.00,25.5000,0.8097,-0.1831
1,26.9604,6.00,22.5000,0.8096,-0.1831
1,26.9804,5.00,22.5000,0.8107,-0.1831
1,27.0004,7.00,25.5000,0.8097,-0.1831
1,27.0204,7.00,24.0000,0.8109,-0.1831
1,27.0404,7.00,24.0000,0.8109,-0.1221
1,27.0604,6.00,27.0000,0.8097,-0.1831
1,27.0804,8.00,25.5000,0.8102,-0.1831
1,27.1004,6.00,24.0000,0.8103,-0.1831
1,27.1204,5.00,24.0000,0.8104,-0.1831
1,27.1404,4.00,24.0000,0.8097,-0.1831
1,27.1604,6.00,19.5000,0.8102,-0.1831
1,27.1804,7.00,24.0000,0.8097,-0.1831
1,27.2004,6.00,22.5000,0.8105,-0.1831
1,27.2204,8.00,27.0000,0.8099,-0.1831
1,27.2404,7.00,22.5000,0.8093,-0.1831
1,27.2604,6.00,28.5000,0.8102,-0.1831
1,27.2804,7.00,25.5000,0.8101,-0.1831
1,27.3004,6.00,24.0000,0.8099,-0.1831
1,27.3204,8.00,21.0000,0.8096,-0.1831
1,27.3404,7.00,22.5000,0.8101,-0.1831
1,27.3604,5.00,25.5000,0.8102,-0.1831
1,27.3804,7.00,24.0000,0.8113,-0.1831
1,27.4004,5.00,25.5000,0.8097,-0.2441
1,27.4204,6.00,25.5000,0.8101,-0.1831
1,27.4404,6.00,24.0000,0.8091,-0.1831
1,27.4604,7.00,19.5000,0.8097,-0.1831
1,27.4804,6.00,21.0000,0.8108,-0.1831
1,27.5004,6.00,19.5000,0.8103,-0.1831
1,27.5204,6.00,22.5000,0.8091,-0.1831
1,27.5404,4.00,24.0000,0.8104,-0.1831
1,27.5604,5.00,25.5000,0.8105,-0.1831
1,27.5804,6.00,21.0000,0.8108,-0.1831
1,27.6004,6.00,28.5000,0.8107,-0.1831
1,27.6204,7.00,24.0000,0.8103,-0.1831
1,27.6404,4.00,21.0000,0.8107,-0.1221
1,27.6604,9.00,25.5000,0.8098,-0.1831
1,27.6804,6.00,27.0000,0.8105,-0.1831
1,27.7004,9.00,22.5000,0.8091,-0.1831
1,27.7204,8.00,25.5000,0.8102,-0.1831
1,27.7404,5.00,24.0000,0.8102,-0.1831
1,27.7604,6.00,24.0000,0.8103,-0.1831
1,27.7804,6.00,21.0000,0.8102,-0.1831
1,27.8004,10.00,25.5000,0.8103,-0.1831
1,27.8204,6.00,24.0000,0.8101,-0.1831
1,27.8404,9.00,28.5000,0.8108,-0.1831
1,27.8604,7.00,25.5000,0.8096,-0.1221
1,27.8804,4.00,27.0000,0.8101,-0.1831
1,27.9004,5.00,25.5000,0.8103,-0.1831
1,27.9204,5.00,25.5000,0.8108,-0.1831
1,27.9404,6.00,24.0000,0.8097,-0.2441
1,27.9604,7.00,21.0000,0.8104,-0.1831
1,27.9804,6.00,22.5000,0.8119,-0.1831
1,28.0004,8.00,22.5000,0.8099,-0.1831
1,28.0205,6.00,22.5000,0.8102,-0.1831
1,28.0405,5.00,24.0000,0.8109,-0.1831
1,28.0605,6.00,22.5000,0.8101,-0.1831
1,28.0805,9.00,21.0000,0.8094,-0.1831
1,28.1005,8.00,28.5000,0.8102,-0.1831
1,28.1205,6.00,22.5000,0.8096,-0.1831
1,28.1405,5.00,19.5000,0.8103,-0.1831
1,28.1605,6.00,24.0000,0.8097,-0.1831
1,28.1805,8.00,22.5000,0.8103,-0.1831
1,28.2005,9.00,24.0000,0.8107,-0.1831
1,28.2205,5.00,24.0000,0.8102,-0.1831
1,28.2405,6.00,21.0000,0.8098,-0.1831
1,28.2605,6.00,22.5000,0.8097,-0.1831
1,28.2805,5.00,21.0000,0.8102,-0.2441
1,28.3005,6.00,27.0000,0.8104,-0.1831
1,28.3205,5.00,24.0000,0.8103,-0.1831
1,28.3405,5.00,25.5000,0.8108,-0.1831
1,28.3605,6.00,25.5000,0.8105,-0.1221
1,28.3805,5.00,24.0000,0.8086,-0.2441
1,28.4005,6.00,22.5000,0.8105,-0.1831
1,28.4205,4.00,22.5000,0.8105,-0.1831
1,28.4405,7.00,25.5000,0.8097,-0.1831
1,28.4605,8.00,24.0000,0.8103,-0.1221
1,28.4805,5.00,22.5000,0.8103,-0.1831
1,28.5005,6.00,24.0000,0.8096,-0.1831
1,28.5205,7.00,25.5000,0.8101,-0.1831
1,28.5405,7.00,21.0000,0.8091,-0.1831
1,28.5605,4.00,28.5000,0.8096,-0.1831
1,28.5805,5.00,21.0000,0.8102,-0.1831
1,28.6005,6.00,22.5000,0.8107,-0.1831
1,28.6205,7.00,24.0000,0.8104,-0.1831
1,28.6405,5.00,24.0000,0.8098,-0.1831
1,28.6605,4.00,21.0000,0.8096,-0.1831
1,28.6805,6.00,28.5000,0.8107,-0.1831
1,28.7005,5.00,22.5000,0.8101,-0.1831
1,28.7205,6.00,25.5000,0.8091,-0.1831
1,28.7405,6.00,18.0000,0.8103,-0.1831
1,28.7605,7.00,24.0000,0.8097,-0.1831
1,28.7805,7.00,22.5000,0.8097,-0.1831
1,28.8005,6.00,27.0000,0.8094,-0.1831
1,28.8205,6.00,25.5000,0.8099,-0.2441
1,28.8405,6.00,25.5000,0.8098,-0.1831
1,28.8605,10.00,24.0000,0.8110,-0.1831
1,28.8805,8.00,24.0000,0.8094,-0.1831
1,28.9005,5.00,16.5000,0.8094,-0.1831
1,28.9205,5.00,19.5000,0.8101,-0.1831
1,28.9405,6.00,21.0000,0.8097,-0.1221
1,28.9605,10.00,25.5000,0.8097,-0.1831
1,28.9805,7.00,22.5000,0.8105,-0.1831
1,29.0005,6.00,16.5000,0.8097,-0.2441
1,29.0205,7.00,22.5000,0.8099,-0.1831
1,29.0405,7.00,24.0000,0.8101,-0.1221
1,29.0605,5.00,24.0000,0.8107,-0.1831
1,29.0805,7.00,22.5000,0.8099,-0.1831
1,29.1005,10.00,21.0000,0.8098,-0.1831
1,29.1205,8.00,21.0000,0.8099,-0.1831
1,29.1405,7.00,25.5000,0.8097,-0.1831
1,29.1605,7.00,22.5000,0.8098,-0.1831
1,29.1805,7.00,25.5000,0.8109,-0.1831
1,29.2005,6.00,21.0000,0.8101,-0.1831
1,29.2205,7.00,24.0000,0.8102,-0.1831
1,29.2405,5.00,19.5000,0.8093,-0.1831
1,29.2605,9.00,27.0000,0.8096,-0.1831
1,29.2805,7.00,24.0000,0.8099,-0.1831
1,29.3005,4.00,24.0000,0.8098,-0.1831
1,29.3205,7.00,28.5000,0.8101,-0.1831
1,29.3405,6.00,27.0000,0.8103,-0.1831
1,29.3605,7.00,25.5000,0.8101,-0.1831
1,29.3805,6.00,24.0000,0.8104,-0.1831
1,29.4005,7.00,27.0000,0.8097,-0.1831
1,29.4205,7.00,24.0000,0.8104,-0.1831
1,29.4405,5.00,24.0000,0.8104,-0.1831
1,29.4605,7.00,27.0000,0.8103,-0.1831
1,29.4805,7.00,22.5000,0.8099,-0.1831
1,29.5005,6.00,22.5000,0.8097,-0.1831
1,29.5205,7.00,22.5000,0.8107,-0.1831
1,29.5405,4.00,25.5000,0.8098,-0.1831
1,29.5605,7.00,25.5000,0.8097,-0.1831
1,29.5805,9.00,24.0000,0.8098,-0.1831
1,29.6005,5.00,27.0000,0.8101,-0.1831
1,29.6205,6.00,21.0000,0.8107,-0.1831
1,29.6405,5.00,24.0000,0.8096,-0.1831
1,29.6605,7.00,24.0000,0.8099,-0.2441
1,29.6805,6.00,25.5000,0.8097,-0.1831
1,29.7005,5.00,22.5000,0.8101,-0.1831
1,29.7205,6.00,24.0000,0.8104,-0.1831
1,29.7405,6.00,21.0000,0.8109,-0.2441
1,29.7605,5.00,21.0000,0.8103,-0.2441
1,29.7805,7.00,19.5000,0.8103,-0.1831
1,29.8005,7.00,24.0000,0.8094,-0.2441
1,29.8205,6.00,19.5000,0.8103,-0.1831
1,29.8405,6.00,21.0000,0.8101,-0.1831
1,29.8605,8.00,25.5000,0.8099,-0.1831
1,29.8805,5.00,22.5000,0.8097,-0.1221
1,29.9005,7.00,25.5000,0.8099,-0.1221
1,29.9205,7.00,27.0000,0.8103,-0.1831
1,29.9405,6.00,25.5000,0.8101,-0.1831
1,29.9605,6.00,24.0000,0.8098,-0.1221
1,29.9805,5.00,22.5000,0.8105,-0.1831
1,30.0005,7.00,19.5000,0.8103,-0.1831
1,30.0205,5.00,22.5000,0.8097,-0.1221
1,30.0405,11.00,21.0000,0.8103,-0.1221
1,30.0605,6.00,24.0000,0.8112,-0.1221
1,30.0805,5.00,24.0000,0.8109,-0.1831
1,30.1005,7.00,27.0000,0.8104,-0.1831
1,30.1205,4.00,22.5000,0.8099,-0.1831
1,30.1405,9.00,21.0000,0.8098,-0.1221
1,30.1605,6.00,25.5000,0.8096,-0.1831
1,30.1805,5.00,25.5000,0.8094,-0.1831
1,30.2005,6.00,24.0000,0.8103,-0.1831
1,30.2205,8.00,25.5000,0.8107,-0.1831
1,30.2405,7.00,25.5000,0.8091,-0.1831
1,30.2605,7.00,22.5000,0.8094,-0.1831
1,30.2805,6.00,24.0000,0.8099,-0.1831
1,30.3005,7.00,22.5000,0.8098,-0.1831
1,30.3205,6.00,28.5000,0.8105,-0.1831
1,30.3405,6.00,22.5000,0.8099,-0.1831
1,30.3605,7.00,21.0000,0.8101,-0.1831
1,30.3805,8.00,22.5000,0.8104,-0.2441
1,30.4005,6.00,22.5000,0.8101,-0.1831
1,30.4205,5.00,16.5000,0.8104,-0.1831
1,30.4405,7.00,22.5000,0.8093,-0.1831
1,30.4605,4.00,24.0000,0.8098,-0.1831
1,30.4805,7.00,21.0000,0.8101,-0.1831
1,30.5005,8.00,24.0000,0.8099,-0.1831
1,30.5205,5.00,24.0000,0.8099,-0.1831
1,30.5405,6.00,21.0000,0.8108,-0.1831
1,30.5605,5.00,30.0000,0.8097,-0.1831
1,30.5805,7.00,22.5000,0.8101,-0.1831
1,30.6005,6.00,19.5000,0.8112,-0.1831
1,30.6205,6.00,21.0000,0.8099,-0.1831
1,30.6405,7.00,22.5000,0.8102,-0.1831
1,30.6605,7.00,27.0000,0.8096,-0.1831
1,30.6805,6.00,22.5000,0.8104,-0.1831
1,30.7005,6.00,16.5000,0.8102,-0.1831
1,30.7205,6.00,25.5000,0.8108,-0.1831
1,30.7405,5.00,22.5000,0.8113,-0.1831
1,30.7605,5.00,21.0000,0.8099,-0.1221
1,30.7805,6.00,24.0000,0.8099,-0.1831
1,30.8005,6.00,24.0000,0.8102,-0.1831
1,30.8205,8.00,21.0000,0.8093,-0.1831
1,30.8405,6.00,28.5000,0.8094,-0.1831
1,30.8605,6.00,22.5000,0.8104,-0.1831
1,30.8805,6.00,22.5000,0.8092,-0.1831
1,30.9005,4.00,21.0000,0.8119,-0.1831
1,30.9205,7.00,22.5000,0.8098,-0.1831
1,30.9405,7.00,19.5000,0.8096,-0.1221
