ave_filt_force,med_filt_force,ave_filt_mag,med_filt_mag,ave_filt_accel,med_filt_accel,ave_filt_gyro,med_filt_gyro,Class
-0.30000000000000004,0.0,-733.5,-733.5,-733.5,-733.5,-733.5,-733.5,1
-0.3,0.0,-733.5,-733.5,-733.5,-733.5,-733.5,-733.5,1
-0.32,0.0,-733.48,-733.5,-733.48,-733.5,-733.48,-733.5,1
-0.30000000000000004,0.0,-733.48,-733.5,-733.48,-733.5,-733.48,-733.5,1
-0.30000000000000004,0.0,-733.42,-733.25,-733.42,-733.25,-733.42,-733.25,1
-0.30000000000000004,0.0,-733.39,-733.25,-733.39,-733.25,-733.39,-733.25,1
-0.3,0.0,-733.32,-733.0,-733.32,-733.0,-733.32,-733.0,1
-0.3,0.0,-733.1700000000001,-733.0,-733.1700000000001,-733.0,-733.1700000000001,-733.0,1
-0.28,0.0,-733.09,-733.0,-733.09,-733.0,-733.09,-733.0,1
-0.24,0.0,-732.98,-733.0,-732.98,-733.0,-732.98,-733.0,1
-0.24,0.0,-732.8199999999999,-733.0,-732.8199999999999,-733.0,-732.8199999999999,-733.0,1
-0.24,0.0,-732.7399999999999,-733.0,-732.7399999999999,-733.0,-732.7399999999999,-733.0,1
-0.24,0.0,-732.6500000000001,-733.0,-732.6500000000001,-733.0,-732.6500000000001,-733.0,1
-0.22,0.0,-732.6,-733.0,-732.6,-733.0,-732.6,-733.0,1
-0.22,0.0,-732.48,-732.75,-732.48,-732.75,-732.48,-732.75,1
-0.24,0.0,-732.35,-732.75,-732.35,-732.75,-732.35,-732.75,1
-0.24,0.0,-732.2,-732.5,-732.2,-732.5,-732.2,-732.5,1
-0.24,0.0,-732.08,-732.5,-732.08,-732.5,-732.08,-732.5,1
-0.24,0.0,-731.95,-732.5,-731.95,-732.5,-731.95,-732.5,1
-0.22,0.0,-731.75,-732.5,-731.75,-732.5,-731.75,-732.5,1
-0.18,0.0,-731.5800000000002,-732.5,-731.5800000000002,-732.5,-731.5800000000002,-732.5,1
-0.18,0.0,-731.44,-732.5,-731.44,-732.5,-731.44,-732.5,1
-0.19999999999999998,0.0,-731.2099999999999,-732.25,-731.2099999999999,-732.25,-731.2099999999999,-732.25,1
-0.19999999999999998,0.0,-731.04,-732.25,-731.04,-732.25,-731.04,-732.25,1
-0.24,0.0,-730.8600000000001,-732.25,-730.8600000000001,-732.25,-730.8600000000001,-732.25,1
-0.24,0.0,-730.64,-732.25,-730.64,-732.25,-730.64,-732.25,1
-0.24000000000000002,0.0,-730.3799999999999,-731.75,-730.3799999999999,-731.75,-730.3799999999999,-731.75,1
-0.24000000000000002,0.0,-730.0899999999999,-731.5,-730.0899999999999,-731.5,-730.0899999999999,-731.5,1
-0.27999999999999997,0.0,-729.8199999999999,-731.5,-729.8199999999999,-731.5,-729.8199999999999,-731.5,1
-0.28,0.0,-729.55,-731.25,-729.55,-731.25,-729.55,-731.25,1
-0.28,0.0,-729.28,-731.0,-729.28,-731.0,-729.28,-731.0,1
-0.28,0.0,-728.94,-730.5,-728.94,-730.5,-728.94,-730.5,1
-0.26,0.0,-728.6300000000001,-730.0,-728.6300000000001,-730.0,-728.6300000000001,-730.0,1
-0.28,0.0,-728.3299999999999,-730.0,-728.3299999999999,-730.0,-728.3299999999999,-730.0,1
-0.28,0.0,-728.04,-730.0,-728.04,-730.0,-728.04,-730.0,1
-0.28,0.0,-727.69,-729.75,-727.69,-729.75,-727.69,-729.75,1
-0.18,0.0,-727.2700000000001,-729.5,-727.2700000000001,-729.5,-727.2700000000001,-729.5,1
-0.18,0.0,-726.9099999999999,-729.5,-726.9099999999999,-729.5,-726.9099999999999,-729.5,1
-0.20000000000000004,0.0,-726.5199999999999,-728.5,-726.5199999999999,-728.5,-726.5199999999999,-728.5,1
-0.20000000000000004,0.0,-726.1099999999999,-727.5,-726.1099999999999,-727.5,-726.1099999999999,-727.5,1
-0.2,0.0,-725.65,-726.75,-725.65,-726.75,-725.65,-726.75,1
-0.18,0.0,-725.2,-726.0,-725.2,-726.0,-725.2,-726.0,1
-0.18,0.0,-724.8,-725.75,-724.8,-725.75,-724.8,-725.75,1
-0.18,0.0,-724.3699999999999,-724.5,-724.3699999999999,-724.5,-724.3699999999999,-724.5,1
-0.18,0.0,-723.8900000000001,-723.5,-723.8900000000001,-723.5,-723.8900000000001,-723.5,1
-0.18,0.0,-723.47,-723.25,-723.47,-723.25,-723.47,-723.25,1
-0.18000000000000002,0.0,-722.99,-723.0,-722.99,-723.0,-722.99,-723.0,1
-0.2,0.0,-722.56,-722.5,-722.56,-722.5,-722.56,-722.5,1
-0.2,0.0,-722.1200000000001,-721.75,-722.1200000000001,-721.75,-722.1200000000001,-721.75,1
-0.22,0.0,-721.6400000000001,-721.25,-721.6400000000001,-721.25,-721.6400000000001,-721.25,1
-0.19999999999999998,0.0,-721.2,-721.0,-721.2,-721.0,-721.2,-721.0,1
-0.2,0.0,-720.8000000000002,-720.75,-720.8000000000002,-720.75,-720.8000000000002,-720.75,1
-0.18,0.0,-720.3500000000001,-720.25,-720.3500000000001,-720.25,-720.3500000000001,-720.25,1
-0.18,0.0,-719.9000000000001,-719.75,-719.9000000000001,-719.75,-719.9000000000001,-719.75,1
-0.18000000000000002,0.0,-719.49,-719.25,-719.49,-719.25,-719.49,-719.25,1
-0.18000000000000002,0.0,-719.15,-718.75,-719.15,-718.75,-719.15,-718.75,1
-0.18,0.0,-718.8299999999999,-718.25,-718.8299999999999,-718.25,-718.8299999999999,-718.25,1
-0.24,0.0,-718.52,-717.5,-718.52,-717.5,-718.52,-717.5,1
-0.24000000000000002,0.0,-718.22,-717.0,-718.22,-717.0,-718.22,-717.0,1
-0.24000000000000002,0.0,-717.9100000000001,-717.0,-717.9100000000001,-717.0,-717.9100000000001,-717.0,1
-0.27999999999999997,0.0,-717.72,-717.0,-717.72,-717.0,-717.72,-717.0,1
-0.27999999999999997,0.0,-717.53,-717.0,-717.53,-717.0,-717.53,-717.0,1
-0.28,0.0,-717.3399999999999,-717.0,-717.3399999999999,-717.0,-717.3399999999999,-717.0,1
-0.28,0.0,-717.2,-717.0,-717.2,-717.0,-717.2,-717.0,1
-0.30000000000000004,0.0,-717.04,-717.0,-717.04,-717.0,-717.04,-717.0,1
-0.28,0.0,-716.9399999999998,-717.0,-716.9399999999998,-717.0,-716.9399999999998,-717.0,1
-0.28,0.0,-717.0,-717.0,-717.0,-717.0,-717.0,-717.0,1
-0.28,0.0,-716.9700000000001,-717.0,-716.9700000000001,-717.0,-716.9700000000001,-717.0,1
-0.28,0.0,-716.96,-717.0,-716.96,-717.0,-716.96,-717.0,1
-0.26,0.0,-717.02,-717.0,-717.02,-717.0,-717.02,-717.0,1
-0.26,0.0,-717.05,-717.0,-717.05,-717.0,-717.05,-717.0,1
-0.28,0.0,-717.14,-717.0,-717.14,-717.0,-717.14,-717.0,1
-0.26,0.0,-717.33,-717.0,-717.33,-717.0,-717.33,-717.0,1
-0.28,0.0,-717.48,-717.0,-717.48,-717.0,-717.48,-717.0,1
-0.24000000000000002,0.0,-717.68,-717.0,-717.68,-717.0,-717.68,-717.0,1
-0.26,0.0,-717.84,-717.0,-717.84,-717.0,-717.84,-717.0,1
-0.3,0.0,-718.0500000000001,-717.0,-718.0500000000001,-717.0,-718.0500000000001,-717.0,1
-0.30000000000000004,0.0,-718.31,-717.0,-718.31,-717.0,-718.31,-717.0,1
-0.26,0.0,-718.5699999999999,-717.0,-718.5699999999999,-717.0,-718.5699999999999,-717.0,1
-0.26,0.0,-718.8499999999999,-717.0,-718.8499999999999,-717.0,-718.8499999999999,-717.0,1
-0.26,0.0,-719.1199999999999,-717.0,-719.1199999999999,-717.0,-719.1199999999999,-717.0,1
-0.3,0.0,-719.4399999999999,-717.0,-719.4399999999999,-717.0,-719.4399999999999,-717.0,1
-0.3,0.0,-719.75,-717.5,-719.75,-717.5,-719.75,-717.5,1
-0.32000000000000006,0.0,-720.02,-717.5,-720.02,-717.5,-720.02,-717.5,1
-0.32000000000000006,0.0,-720.31,-717.5,-720.31,-717.5,-720.31,-717.5,1
-0.32,0.0,-720.6,-719.25,-720.6,-719.25,-720.6,-719.25,1
-0.38,0.0,-720.97,-720.5,-720.97,-720.5,-720.97,-720.5,1
-0.38,0.0,-721.37,-720.75,-721.37,-720.75,-721.37,-720.75,1
-0.34,0.0,-721.7100000000002,-721.25,-721.7100000000002,-721.25,-721.7100000000002,-721.25,1
-0.36000000000000004,0.0,-722.09,-722.0,-722.09,-722.0,-722.09,-722.0,1
-0.36000000000000004,0.0,-722.51,-723.5,-722.51,-723.5,-722.51,-723.5,1
-0.36,0.0,-722.91,-724.75,-722.91,-724.75,-722.91,-724.75,1
-0.36,0.0,-723.22,-725.5,-723.22,-725.5,-723.22,-725.5,1
-0.38,0.0,-723.63,-726.5,-723.63,-726.5,-723.63,-726.5,1
-0.38,0.0,-724.04,-727.5,-724.04,-727.5,-724.04,-727.5,1
-0.38,0.0,-724.5100000000001,-728.25,-724.5100000000001,-728.25,-724.5100000000001,-728.25,1
-0.4,0.0,-724.9599999999999,-728.75,-724.9599999999999,-728.75,-724.9599999999999,-728.75,1
-0.4,0.0,-725.3899999999999,-729.75,-725.3899999999999,-729.75,-725.3899999999999,-729.75,1
-0.4,0.0,-725.8599999999999,-730.5,-725.8599999999999,-730.5,-725.8599999999999,-730.5,1
-0.38,0.0,-726.3199999999999,-730.75,-726.3199999999999,-730.75,-726.3199999999999,-730.75,1
-0.38,0.0,-726.78,-731.0,-726.78,-731.0,-726.78,-731.0,1
-0.38,0.0,-727.1800000000001,-731.0,-727.1800000000001,-731.0,-727.1800000000001,-731.0,1
-0.38,0.0,-727.62,-731.25,-727.62,-731.25,-727.62,-731.25,1
-0.38,0.0,-727.99,-731.25,-727.99,-731.25,-727.99,-731.25,1
-0.4,0.0,-728.4200000000001,-731.5,-728.4200000000001,-731.5,-728.4200000000001,-731.5,1
-0.4,0.0,-728.79,-731.5,-728.79,-731.5,-728.79,-731.5,1
-0.42000000000000004,0.0,-729.12,-731.5,-729.12,-731.5,-729.12,-731.5,1
-0.36,0.0,-729.46,-731.5,-729.46,-731.5,-729.46,-731.5,1
-0.36,0.0,-729.78,-731.5,-729.78,-731.5,-729.78,-731.5,1
-0.36,0.0,-730.0999999999999,-731.75,-730.0999999999999,-731.75,-730.0999999999999,-731.75,1
-0.32,0.0,-730.3199999999999,-731.75,-730.3199999999999,-731.75,-730.3199999999999,-731.75,1
-0.34,0.0,-730.55,-732.0,-730.55,-732.0,-730.55,-732.0,1
-0.34,0.0,-730.74,-732.0,-730.74,-732.0,-730.74,-732.0,1
-0.36000000000000004,0.0,-730.8900000000001,-732.0,-730.8900000000001,-732.0,-730.8900000000001,-732.0,1
-0.3400000000000001,0.0,-731.0500000000001,-732.0,-731.0500000000001,-732.0,-731.0500000000001,-732.0,1
-0.33999999999999997,0.0,-731.21,-732.0,-731.21,-732.0,-731.21,-732.0,1
-0.33999999999999997,0.0,-731.21,-732.0,-731.21,-732.0,-731.21,-732.0,1
-0.33999999999999997,0.0,-731.2800000000001,-732.0,-731.2800000000001,-732.0,-731.2800000000001,-732.0,1
-0.33999999999999997,0.0,-731.3,-732.0,-731.3,-732.0,-731.3,-732.0,1
-0.33999999999999997,0.0,-731.3299999999999,-732.0,-731.3299999999999,-732.0,-731.3299999999999,-732.0,1
-0.33999999999999997,0.0,-731.3599999999999,-732.0,-731.3599999999999,-732.0,-731.3599999999999,-732.0,1
-0.30000000000000004,0.0,-731.29,-732.0,-731.29,-732.0,-731.29,-732.0,1
-0.30000000000000004,0.0,-731.1500000000001,-732.0,-731.1500000000001,-732.0,-731.1500000000001,-732.0,1
-0.28,0.0,-731.01,-732.0,-731.01,-732.0,-731.01,-732.0,1
-0.28,0.0,-730.83,-731.75,-730.83,-731.75,-730.83,-731.75,1
-0.26,0.0,-730.67,-731.75,-730.67,-731.75,-730.67,-731.75,1
-0.26,0.0,-730.4599999999999,-731.75,-730.4599999999999,-731.75,-730.4599999999999,-731.75,1
-0.24000000000000002,0.0,-730.2399999999998,-731.5,-730.2399999999998,-731.5,-730.2399999999998,-731.5,1
-0.24000000000000002,0.0,-730.0099999999999,-731.5,-730.0099999999999,-731.5,-730.0099999999999,-731.5,1
-0.22,0.0,-729.8000000000001,-731.25,-729.8000000000001,-731.25,-729.8000000000001,-731.25,1
-0.22,0.0,-729.5000000000001,-731.0,-729.5000000000001,-731.0,-729.5000000000001,-731.0,1
-0.18,0.0,-729.22,-730.75,-729.22,-730.75,-729.22,-730.75,1
-0.18,0.0,-728.96,-730.5,-728.96,-730.5,-728.96,-730.5,1
-0.16,0.0,-728.69,-730.5,-728.69,-730.5,-728.69,-730.5,1
-0.16,0.0,-728.45,-730.25,-728.45,-730.25,-728.45,-730.25,1
-0.14,0.0,-728.24,-730.0,-728.24,-730.0,-728.24,-730.0,1
-0.14,0.0,-727.96,-729.75,-727.96,-729.75,-727.96,-729.75,1
-0.14,0.0,-727.6100000000001,-729.25,-727.6100000000001,-729.25,-727.6100000000001,-729.25,1
-0.14,0.0,-727.3300000000002,-729.0,-727.3300000000002,-729.0,-727.3300000000002,-729.0,1
-0.12,0.0,-727.05,-729.0,-727.05,-729.0,-727.05,-729.0,1
-0.12,0.0,-726.77,-728.75,-726.77,-728.75,-726.77,-728.75,1
-0.12,0.0,-726.51,-728.25,-726.51,-728.25,-726.51,-728.25,1
-0.12,0.0,-726.24,-728.0,-726.24,-728.0,-726.24,-728.0,1
-0.14,0.0,-725.9000000000001,-727.75,-725.9000000000001,-727.75,-725.9000000000001,-727.75,1
-0.14,0.0,-725.6400000000001,-727.0,-725.6400000000001,-727.0,-725.6400000000001,-727.0,1
-0.14,0.0,-725.2800000000001,-725.5,-725.2800000000001,-725.5,-725.2800000000001,-725.5,1
-0.12,0.0,-724.93,-724.25,-724.93,-724.25,-724.93,-724.25,1
-0.12,0.0,-724.62,-723.75,-724.62,-723.75,-724.62,-723.75,1
-0.13999999999999999,0.0,-724.31,-723.25,-724.31,-723.25,-724.31,-723.25,1
-0.13999999999999999,0.0,-724.03,-722.75,-724.03,-722.75,-724.03,-722.75,1
-0.14,0.0,-723.62,-722.0,-723.62,-722.0,-723.62,-722.0,1
-0.14,0.0,-723.33,-721.5,-723.33,-721.5,-723.33,-721.5,1
-0.14,0.0,-722.98,-721.25,-722.98,-721.25,-722.98,-721.25,1
-0.14,0.0,-722.6999999999999,-721.0,-722.6999999999999,-721.0,-722.6999999999999,-721.0,1
-0.16,0.0,-722.3599999999999,-721.0,-722.3599999999999,-721.0,-722.3599999999999,-721.0,1
-0.16,0.0,-721.9899999999999,-721.0,-721.9899999999999,-721.0,-721.9899999999999,-721.0,1
-0.14,0.0,-721.7,-720.25,-721.7,-720.25,-721.7,-720.25,1
-0.14,0.0,-721.3900000000001,-719.5,-721.3900000000001,-719.5,-721.3900000000001,-719.5,1
-0.14,0.0,-721.08,-719.25,-721.08,-719.25,-721.08,-719.25,1
-0.18000000000000002,0.0,-720.7499999999999,-719.0,-720.7499999999999,-719.0,-720.7499999999999,-719.0,1
-0.2,0.0,-720.4699999999998,-719.0,-720.4699999999998,-719.0,-720.4699999999998,-719.0,1
-0.19999999999999998,0.0,-720.15,-719.0,-720.15,-719.0,-720.15,-719.0,1
-0.19999999999999998,0.0,-719.8700000000001,-719.0,-719.8700000000001,-719.0,-719.8700000000001,-719.0,1
-0.18000000000000002,0.0,-719.6000000000001,-718.75,-719.6000000000001,-718.75,-719.6000000000001,-718.75,1
-0.18,0.0,-719.3300000000002,-718.25,-719.3300000000002,-718.25,-719.3300000000002,-718.25,1
-0.18,0.0,-719.1000000000001,-718.0,-719.1000000000001,-718.0,-719.1000000000001,-718.0,1
-0.19999999999999998,0.0,-718.8700000000001,-718.0,-718.8700000000001,-718.0,-718.8700000000001,-718.0,1
-0.19999999999999998,0.0,-718.62,-717.75,-718.62,-717.75,-718.62,-717.75,1
-0.2,0.0,-718.39,-717.5,-718.39,-717.5,-718.39,-717.5,1
-0.2,0.0,-718.14,-717.5,-718.14,-717.5,-718.14,-717.5,1
-0.2,0.0,-717.96,-717.5,-717.96,-717.5,-717.96,-717.5,1
-0.22000000000000003,0.0,-717.8100000000001,-717.25,-717.8100000000001,-717.25,-717.8100000000001,-717.25,1
-0.22000000000000003,0.0,-717.62,-717.0,-717.62,-717.0,-717.62,-717.0,1
-0.22000000000000003,0.0,-717.49,-717.0,-717.49,-717.0,-717.49,-717.0,1
-0.24000000000000002,0.0,-717.3500000000001,-717.0,-717.3500000000001,-717.0,-717.3500000000001,-717.0,1
-0.24000000000000002,0.0,-717.2700000000001,-717.0,-717.2700000000001,-717.0,-717.2700000000001,-717.0,1
-0.2,0.0,-717.15,-717.0,-717.15,-717.0,-717.15,-717.0,1
-0.22,0.0,-717.0,-717.0,-717.0,-717.0,-717.0,-717.0,1
-0.24,0.0,-716.8299999999999,-716.75,-716.8299999999999,-716.75,-716.8299999999999,-716.75,1
-0.23999999999999996,0.0,-716.6899999999999,-716.5,-716.6899999999999,-716.5,-716.6899999999999,-716.5,1
-0.24,0.0,-716.5999999999999,-716.5,-716.5999999999999,-716.5,-716.5999999999999,-716.5,1
-0.26,0.0,-716.51,-716.5,-716.51,-716.5,-716.51,-716.5,1
-0.26,0.0,-716.3999999999999,-716.25,-716.3999999999999,-716.25,-716.3999999999999,-716.25,1
-0.26,0.0,-716.36,-716.0,-716.36,-716.0,-716.36,-716.0,1
-0.28,0.0,-716.2000000000002,-716.0,-716.2000000000002,-716.0,-716.2000000000002,-716.0,1
-0.30000000000000004,0.0,-716.04,-716.0,-716.04,-716.0,-716.04,-716.0,1
-0.30000000000000004,0.0,-715.92,-716.0,-715.92,-716.0,-715.92,-716.0,1
-0.3,0.0,-715.8299999999999,-716.0,-715.8299999999999,-716.0,-715.8299999999999,-716.0,1
-0.33999999999999997,0.0,-715.69,-716.0,-715.69,-716.0,-715.69,-716.0,1
-0.36,0.0,-715.5799999999999,-715.75,-715.5799999999999,-715.75,-715.5799999999999,-715.75,1
-0.36,0.0,-715.41,-715.5,-715.41,-715.5,-715.41,-715.5,1
-0.32,0.0,-715.28,-715.5,-715.28,-715.5,-715.28,-715.5,1
-0.32,0.0,-715.21,-715.5,-715.21,-715.5,-715.21,-715.5,1
-0.30000000000000004,0.0,-715.13,-715.25,-715.13,-715.25,-715.13,-715.25,1
-0.30000000000000004,0.0,-715.01,-715.0,-715.01,-715.0,-715.01,-715.0,1
-0.26000000000000006,0.0,-714.93,-715.0,-714.93,-715.0,-714.93,-715.0,1
-0.26000000000000006,0.0,-714.89,-715.0,-714.89,-715.0,-714.89,-715.0,1
-0.26,0.0,-714.8399999999999,-715.0,-714.8399999999999,-715.0,-714.8399999999999,-715.0,1
-0.24,0.0,-714.75,-715.0,-714.75,-715.0,-714.75,-715.0,1
-0.24,0.0,-714.71,-715.0,-714.71,-715.0,-714.71,-715.0,1
-0.26,0.0,-714.75,-715.0,-714.75,-715.0,-714.75,-715.0,1
-0.28,0.0,-714.7299999999999,-715.0,-714.7299999999999,-715.0,-714.7299999999999,-715.0,1
-0.30000000000000004,0.0,-714.7399999999999,-715.0,-714.7399999999999,-715.0,-714.7399999999999,-715.0,1
-0.30000000000000004,0.0,-714.77,-715.0,-714.77,-715.0,-714.77,-715.0,1
-0.26,0.0,-714.82,-715.0,-714.82,-715.0,-714.82,-715.0,1
-0.26,0.0,-714.86,-715.0,-714.86,-715.0,-714.86,-715.0,1
-0.24000000000000002,0.0,-714.8700000000001,-715.0,-714.8700000000001,-715.0,-714.8700000000001,-715.0,1
-0.26,0.0,-714.94,-715.0,-714.94,-715.0,-714.94,-715.0,1
-0.28,0.0,-714.9499999999999,-715.25,-714.9499999999999,-715.25,-714.9499999999999,-715.25,1
-0.22,0.0,-715.02,-715.25,-715.02,-715.25,-715.02,-715.25,1
-0.2,0.0,-715.09,-715.5,-715.09,-715.5,-715.09,-715.5,1
-0.18,0.0,-715.2,-715.5,-715.2,-715.5,-715.2,-715.5,1
-0.18,0.0,-715.27,-715.5,-715.27,-715.5,-715.27,-715.5,1
-0.18,0.0,-715.3299999999999,-715.5,-715.3299999999999,-715.5,-715.3299999999999,-715.5,1
-0.22,0.0,-715.4,-715.5,-715.4,-715.5,-715.4,-715.5,1
-0.22,0.0,-715.4000000000001,-715.5,-715.4000000000001,-715.5,-715.4000000000001,-715.5,1
-0.19999999999999998,0.0,-715.46,-715.5,-715.46,-715.5,-715.46,-715.5,1
-0.19999999999999998,0.0,-715.54,-715.5,-715.54,-715.5,-715.54,-715.5,1
-0.19999999999999998,0.0,-715.61,-715.5,-715.61,-715.5,-715.61,-715.5,1
-0.19999999999999998,0.0,-715.72,-715.5,-715.72,-715.5,-715.72,-715.5,1
-0.19999999999999998,0.0,-715.72,-715.5,-715.72,-715.5,-715.72,-715.5,1
-0.21999999999999997,0.0,-715.71,-715.5,-715.71,-715.5,-715.71,-715.5,1
-0.26,0.0,-715.82,-715.5,-715.82,-715.5,-715.82,-715.5,1
-0.26,0.0,-715.8100000000001,-715.5,-715.8100000000001,-715.5,-715.8100000000001,-715.5,1
-0.24,0.0,-715.8300000000002,-715.5,-715.8300000000002,-715.5,-715.8300000000002,-715.5,1
-0.24000000000000002,0.0,-715.8700000000001,-715.5,-715.8700000000001,-715.5,-715.8700000000001,-715.5,1
-0.24000000000000002,0.0,-715.97,-715.75,-715.97,-715.75,-715.97,-715.75,1
-0.22,0.0,-716.07,-716.0,-716.07,-716.0,-716.07,-716.0,1
-0.19999999999999998,0.0,-716.1800000000001,-716.25,-716.1800000000001,-716.25,-716.1800000000001,-716.25,1
-0.19999999999999998,0.0,-716.24,-716.5,-716.24,-716.5,-716.24,-716.5,1
-0.2,0.0,-716.32,-716.5,-716.32,-716.5,-716.32,-716.5,1
-0.2,0.0,-716.3600000000001,-716.5,-716.3600000000001,-716.5,-716.3600000000001,-716.5,1
-0.21999999999999997,0.0,-716.49,-716.5,-716.49,-716.5,-716.49,-716.5,1
-0.21999999999999997,0.0,-716.52,-716.5,-716.52,-716.5,-716.52,-716.5,1
-0.19999999999999998,0.0,-716.6000000000001,-716.75,-716.6000000000001,-716.75,-716.6000000000001,-716.75,1
-0.21999999999999997,0.0,-716.63,-716.75,-716.63,-716.75,-716.63,-716.75,1
-0.21999999999999997,0.0,-716.65,-716.75,-716.65,-716.75,-716.65,-716.75,1
-0.21999999999999997,0.0,-716.6999999999999,-716.75,-716.6999999999999,-716.75,-716.6999999999999,-716.75,1
-0.18,0.0,-716.77,-716.75,-716.77,-716.75,-716.77,-716.75,1
-0.16000000000000003,0.0,-716.84,-717.0,-716.84,-717.0,-716.84,-717.0,1
-0.18000000000000002,0.0,-716.99,-717.0,-716.99,-717.0,-716.99,-717.0,1
-0.26,0.0,-717.07,-717.0,-717.07,-717.0,-717.07,-717.0,1
-0.26,0.0,-717.1200000000001,-717.0,-717.1200000000001,-717.0,-717.1200000000001,-717.0,1
-0.24,0.0,-717.2100000000002,-717.0,-717.2100000000002,-717.0,-717.2100000000002,-717.0,1
-0.24,0.0,-717.2600000000001,-717.0,-717.2600000000001,-717.0,-717.2600000000001,-717.0,1
-0.28,0.0,-717.33,-717.0,-717.33,-717.0,-717.33,-717.0,1
-0.28,0.0,-717.4100000000001,-717.0,-717.4100000000001,-717.0,-717.4100000000001,-717.0,1
-0.28,0.0,-717.4800000000001,-717.25,-717.4800000000001,-717.25,-717.4800000000001,-717.25,1
-0.30000000000000004,0.0,-717.5500000000002,-717.25,-717.5500000000002,-717.25,-717.5500000000002,-717.25,1
-0.30000000000000004,0.0,-717.5900000000001,-717.5,-717.5900000000001,-717.5,-717.5900000000001,-717.5,1
-0.24000000000000002,0.0,-717.6500000000001,-717.5,-717.6500000000001,-717.5,-717.6500000000001,-717.5,1
-0.2,0.0,-717.69,-717.5,-717.69,-717.5,-717.69,-717.5,1
-0.16000000000000003,0.0,-717.72,-717.5,-717.72,-717.5,-717.72,-717.5,1
-0.16,0.0,-717.77,-717.5,-717.77,-717.5,-717.77,-717.5,1
-0.14,0.0,-717.8299999999999,-717.5,-717.8299999999999,-717.5,-717.8299999999999,-717.5,1
-0.16,0.0,-717.96,-717.75,-717.96,-717.75,-717.96,-717.75,1
-0.18,0.0,-718.0900000000001,-718.0,-718.0900000000001,-718.0,-718.0900000000001,-718.0,1
-0.16,0.0,-718.1600000000001,-718.0,-718.1600000000001,-718.0,-718.1600000000001,-718.0,1
-0.14,0.0,-718.3400000000001,-718.25,-718.3400000000001,-718.25,-718.3400000000001,-718.25,1
-0.16,0.0,-718.5,-718.25,-718.5,-718.25,-718.5,-718.25,1
-0.16,0.0,-718.6299999999999,-718.25,-718.6299999999999,-718.25,-718.6299999999999,-718.25,1
-0.16,0.0,-718.74,-718.25,-718.74,-718.25,-718.74,-718.25,1
-0.16,0.0,-718.8999999999999,-718.25,-718.8999999999999,-718.25,-718.8999999999999,-718.25,1
-0.16,0.0,-719.05,-718.25,-719.05,-718.25,-719.05,-718.25,1
-0.14,0.0,-719.2099999999999,-718.25,-719.2099999999999,-718.25,-719.2099999999999,-718.25,1
-0.16,0.0,-719.37,-718.5,-719.37,-718.5,-719.37,-718.5,1
-0.16,0.0,-719.52,-718.5,-719.52,-718.5,-719.52,-718.5,1
-0.16,0.0,-719.6899999999999,-718.5,-719.6899999999999,-718.5,-719.6899999999999,-718.5,1
-0.15999999999999998,0.0,-719.8399999999999,-718.5,-719.8399999999999,-718.5,-719.8399999999999,-718.5,1
-0.15999999999999998,0.0,-719.9799999999999,-718.5,-719.9799999999999,-718.5,-719.9799999999999,-718.5,1
-0.16,0.0,-720.1799999999998,-718.5,-720.1799999999998,-718.5,-720.1799999999998,-718.5,1
-0.16,0.0,-720.3799999999999,-718.5,-720.3799999999999,-718.5,-720.3799999999999,-718.5,1
-0.12000000000000001,0.0,-720.57,-718.5,-720.57,-718.5,-720.57,-718.5,1
-0.13999999999999999,0.0,-720.82,-718.75,-720.82,-718.75,-720.82,-718.75,1
-0.13999999999999999,0.0,-721.0500000000001,-719.0,-721.0500000000001,-719.0,-721.0500000000001,-719.0,1
-0.16,0.0,-721.23,-719.0,-721.23,-719.0,-721.23,-719.0,1
-0.18,0.0,-721.4399999999999,-719.0,-721.4399999999999,-719.0,-721.4399999999999,-719.0,1
-0.19999999999999998,0.0,-721.6500000000001,-719.75,-721.6500000000001,-719.75,-721.6500000000001,-719.75,1
-0.19999999999999998,0.0,-721.85,-720.75,-721.85,-720.75,-721.85,-720.75,1
-0.2,0.0,-722.12,-721.75,-722.12,-721.75,-722.12,-721.75,1
-0.2,0.0,-722.32,-722.75,-722.32,-722.75,-722.32,-722.75,1
-0.18,0.0,-722.5100000000001,-723.0,-722.5100000000001,-723.0,-722.5100000000001,-723.0,1
-0.16,0.0,-722.6899999999999,-723.75,-722.6899999999999,-723.75,-722.6899999999999,-723.75,1
-0.16,0.0,-722.87,-724.75,-722.87,-724.75,-722.87,-724.75,1
-0.18,0.0,-723.05,-725.25,-723.05,-725.25,-723.05,-725.25,1
-0.15999999999999998,0.0,-723.3199999999999,-725.75,-723.3199999999999,-725.75,-723.3199999999999,-725.75,1
-0.17999999999999997,0.0,-723.64,-726.0,-723.64,-726.0,-723.64,-726.0,1
-0.19999999999999998,0.0,-723.9000000000001,-726.25,-723.9000000000001,-726.25,-723.9000000000001,-726.25,1
-0.24000000000000002,0.0,-724.1700000000001,-726.5,-724.1700000000001,-726.5,-724.1700000000001,-726.5,1
-0.24000000000000002,0.0,-724.3699999999999,-726.75,-724.3699999999999,-726.75,-724.3699999999999,-726.75,1
-0.22,0.0,-724.56,-727.0,-724.56,-727.0,-724.56,-727.0,1
